T2_id,study_accession,run_accession,file_name,sub_file_name,file_path,format,semantic_format,size,strategy,strategy_original,data_level
SomaticIndel-VCF-files::/hpcdisk1/cbb_group/data/analysis/HRA000021/SomaticIndel-VCF-files,HRA000021,,SomaticIndel-VCF-files,,/hpcdisk1/cbb_group/data/analysis/HRA000021/SomaticIndel-VCF-files,dir,DIRECTORY_UNCLASSIFIED,0,WGS,WGS,2
SomaticSNV-VCF-files::/hpcdisk1/cbb_group/data/analysis/HRA000021/SomaticSNV-VCF-files,HRA000021,,SomaticSNV-VCF-files,,/hpcdisk1/cbb_group/data/analysis/HRA000021/SomaticSNV-VCF-files,dir,DIRECTORY_UNCLASSIFIED,0,WGS,WGS,2
SomaticSV-VCF-files::/hpcdisk1/cbb_group/data/analysis/HRA000021/SomaticSV-VCF-files,HRA000021,,SomaticSV-VCF-files,,/hpcdisk1/cbb_group/data/analysis/HRA000021/SomaticSV-VCF-files,dir,DIRECTORY_UNCLASSIFIED,0,WGS,WGS,2
HRR067347.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067347.BQSR.bam,HRA000021,HRR067347,HRR067347.BQSR.bam,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067347.BQSR.bam,bam,DNA_ALIGNMENT_BQSR_BAM,64472042671,WGS,WGS,2
HRR067347.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067347.BQSR.bam.bai,HRA000021,HRR067347,HRR067347.BQSR.bam.bai,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067347.BQSR.bam.bai,bai,DNA_ALIGNMENT_INDEX_BAI,8973544,WGS,WGS,2
HRR067348.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067348.BQSR.bam,HRA000021,HRR067348,HRR067348.BQSR.bam,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067348.BQSR.bam,bam,DNA_ALIGNMENT_BQSR_BAM,171951000000,WGS,WGS,2
HRR067348.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067348.BQSR.bam.bai,HRA000021,HRR067348,HRR067348.BQSR.bam.bai,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067348.BQSR.bam.bai,bai,DNA_ALIGNMENT_INDEX_BAI,9275104,WGS,WGS,2
HRR067349.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067349.BQSR.bam,HRA000021,HRR067349,HRR067349.BQSR.bam,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067349.BQSR.bam,bam,DNA_ALIGNMENT_BQSR_BAM,83390530769,WGS,WGS,2
HRR067349.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067349.BQSR.bam.bai,HRA000021,HRR067349,HRR067349.BQSR.bam.bai,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067349.BQSR.bam.bai,bai,DNA_ALIGNMENT_INDEX_BAI,9077416,WGS,WGS,2
HRR067350.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067350.BQSR.bam,HRA000021,HRR067350,HRR067350.BQSR.bam,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067350.BQSR.bam,bam,DNA_ALIGNMENT_BQSR_BAM,187279000000,WGS,WGS,2
