study_accession,individual_accession,sample_accession,experiment_accession,run_accession,file_name,file_path,file_format,strategy,T1_id,semantic_format,size,platform,data_level,individual_name,sample_name
HRA000071,HRI023910,HRS023910,HRX024280,HRR025212,HRR025212_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025212_f1.fq.gz,fastq.gz,WES,HRR025212_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025212_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23910,T_CGGA_P337
HRA000071,HRI023910,HRS023910,HRX024280,HRR025212,HRR025212_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025212_r2.fq.gz,fastq.gz,WES,HRR025212_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025212_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23910,T_CGGA_P337
HRA000071,HRI023911,HRS023911,HRX024281,HRR025213,HRR025213_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025213_f1.fq.gz,fastq.gz,WES,HRR025213_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025213_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23911,T_CGGA_P388
HRA000071,HRI023911,HRS023911,HRX024281,HRR025213,HRR025213_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025213_r2.fq.gz,fastq.gz,WES,HRR025213_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025213_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23911,T_CGGA_P388
HRA000071,HRI023912,HRS023912,HRX024282,HRR025214,HRR025214_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025214_f1.fq.gz,fastq.gz,WES,HRR025214_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025214_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23912,T_CGGA_P392
HRA000071,HRI023912,HRS023912,HRX024282,HRR025214,HRR025214_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025214_r2.fq.gz,fastq.gz,WES,HRR025214_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025214_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23912,T_CGGA_P392
HRA000071,HRI023913,HRS023913,HRX024283,HRR025215,HRR025215_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025215_f1.fq.gz,fastq.gz,WES,HRR025215_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025215_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23913,T_CGGA_P401
HRA000071,HRI023913,HRS023913,HRX024283,HRR025215,HRR025215_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025215_r2.fq.gz,fastq.gz,WES,HRR025215_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025215_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23913,T_CGGA_P401
HRA000071,HRI023914,HRS023914,HRX024284,HRR025216,HRR025216_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025216_f1.fq.gz,fastq.gz,WES,HRR025216_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025216_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23914,T_CGGA_P411
HRA000071,HRI023914,HRS023914,HRX024284,HRR025216,HRR025216_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025216_r2.fq.gz,fastq.gz,WES,HRR025216_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025216_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23914,T_CGGA_P411
HRA000071,HRI023915,HRS023915,HRX024285,HRR025217,HRR025217_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025217_f1.fq.gz,fastq.gz,WES,HRR025217_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025217_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23915,T_CGGA_P415
HRA000071,HRI023915,HRS023915,HRX024285,HRR025217,HRR025217_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025217_r2.fq.gz,fastq.gz,WES,HRR025217_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025217_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23915,T_CGGA_P415
HRA000071,HRI023916,HRS023916,HRX024286,HRR025218,HRR025218_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025218_f1.fq.gz,fastq.gz,WES,HRR025218_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025218_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23916,T_CGGA_P416
HRA000071,HRI023916,HRS023916,HRX024286,HRR025218,HRR025218_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025218_r2.fq.gz,fastq.gz,WES,HRR025218_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025218_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23916,T_CGGA_P416
HRA000071,HRI023917,HRS023917,HRX024287,HRR025219,HRR025219_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025219_f1.fq.gz,fastq.gz,WES,HRR025219_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025219_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23917,T_CGGA_P421
HRA000071,HRI023917,HRS023917,HRX024287,HRR025219,HRR025219_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025219_r2.fq.gz,fastq.gz,WES,HRR025219_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025219_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23917,T_CGGA_P421
HRA000071,HRI023918,HRS023918,HRX024288,HRR025220,HRR025220_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025220_f1.fq.gz,fastq.gz,WES,HRR025220_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025220_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23918,T_CGGA_P422
HRA000071,HRI023918,HRS023918,HRX024288,HRR025220,HRR025220_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025220_r2.fq.gz,fastq.gz,WES,HRR025220_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025220_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23918,T_CGGA_P422
HRA000071,HRI023919,HRS023919,HRX024289,HRR025221,HRR025221_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025221_f1.fq.gz,fastq.gz,WES,HRR025221_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025221_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23919,T_CGGA_P437
HRA000071,HRI023919,HRS023919,HRX024289,HRR025221,HRR025221_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025221_r2.fq.gz,fastq.gz,WES,HRR025221_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025221_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23919,T_CGGA_P437
HRA000071,HRI023920,HRS023920,HRX024290,HRR025222,HRR025222_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025222_f1.fq.gz,fastq.gz,WES,HRR025222_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025222_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23920,T_CGGA_P438
HRA000071,HRI023920,HRS023920,HRX024290,HRR025222,HRR025222_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025222_r2.fq.gz,fastq.gz,WES,HRR025222_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025222_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23920,T_CGGA_P438
HRA000071,HRI023921,HRS023921,HRX024291,HRR025223,HRR025223_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025223_f1.fq.gz,fastq.gz,WES,HRR025223_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025223_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23921,T_CGGA_P439
HRA000071,HRI023921,HRS023921,HRX024291,HRR025223,HRR025223_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025223_r2.fq.gz,fastq.gz,WES,HRR025223_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025223_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23921,T_CGGA_P439
HRA000071,HRI023922,HRS023922,HRX024292,HRR025224,HRR025224_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025224_f1.fq.gz,fastq.gz,WES,HRR025224_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025224_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23922,T_CGGA_P446
HRA000071,HRI023922,HRS023922,HRX024292,HRR025224,HRR025224_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025224_r2.fq.gz,fastq.gz,WES,HRR025224_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025224_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23922,T_CGGA_P446
HRA000071,HRI023923,HRS023923,HRX024293,HRR025225,HRR025225_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025225_f1.fq.gz,fastq.gz,WES,HRR025225_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025225_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23923,T_CGGA_P461
HRA000071,HRI023923,HRS023923,HRX024293,HRR025225,HRR025225_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025225_r2.fq.gz,fastq.gz,WES,HRR025225_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025225_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23923,T_CGGA_P461
HRA000071,HRI023924,HRS023924,HRX024294,HRR025226,HRR025226_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025226_f1.fq.gz,fastq.gz,WES,HRR025226_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025226_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23924,T_CGGA_P468
HRA000071,HRI023924,HRS023924,HRX024294,HRR025226,HRR025226_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025226_r2.fq.gz,fastq.gz,WES,HRR025226_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025226_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23924,T_CGGA_P468
HRA000071,HRI023925,HRS023925,HRX024295,HRR025227,HRR025227_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025227_f1.fq.gz,fastq.gz,WES,HRR025227_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025227_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23925,T_CGGA_P483
HRA000071,HRI023925,HRS023925,HRX024295,HRR025227,HRR025227_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025227_r2.fq.gz,fastq.gz,WES,HRR025227_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025227_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23925,T_CGGA_P483
HRA000071,HRI023926,HRS023926,HRX024296,HRR025228,HRR025228_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025228_f1.fq.gz,fastq.gz,WES,HRR025228_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025228_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23926,T_CGGA_P492
HRA000071,HRI023926,HRS023926,HRX024296,HRR025228,HRR025228_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025228_r2.fq.gz,fastq.gz,WES,HRR025228_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025228_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23926,T_CGGA_P492
HRA000071,HRI023927,HRS023927,HRX024297,HRR025229,HRR025229_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025229_f1.fq.gz,fastq.gz,WES,HRR025229_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025229_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23927,T_CGGA_P499
HRA000071,HRI023927,HRS023927,HRX024297,HRR025229,HRR025229_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025229_r2.fq.gz,fastq.gz,WES,HRR025229_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025229_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23927,T_CGGA_P499
HRA000071,HRI023928,HRS023928,HRX024298,HRR025230,HRR025230_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025230_f1.fq.gz,fastq.gz,WES,HRR025230_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025230_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23928,T_CGGA_P500
HRA000071,HRI023928,HRS023928,HRX024298,HRR025230,HRR025230_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025230_r2.fq.gz,fastq.gz,WES,HRR025230_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025230_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23928,T_CGGA_P500
HRA000071,HRI023929,HRS023929,HRX024299,HRR025231,HRR025231_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025231_f1.fq.gz,fastq.gz,WES,HRR025231_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025231_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23929,T_CGGA_P501
HRA000071,HRI023929,HRS023929,HRX024299,HRR025231,HRR025231_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025231_r2.fq.gz,fastq.gz,WES,HRR025231_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025231_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23929,T_CGGA_P501
HRA000071,HRI023930,HRS023930,HRX024300,HRR025232,HRR025232_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025232_f1.fq.gz,fastq.gz,WES,HRR025232_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025232_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23930,T_CGGA_P505
HRA000071,HRI023930,HRS023930,HRX024300,HRR025232,HRR025232_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025232_r2.fq.gz,fastq.gz,WES,HRR025232_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025232_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23930,T_CGGA_P505
HRA000071,HRI023931,HRS023931,HRX024301,HRR025233,HRR025233_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025233_f1.fq.gz,fastq.gz,WES,HRR025233_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025233_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23931,T_CGGA_P508
HRA000071,HRI023931,HRS023931,HRX024301,HRR025233,HRR025233_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025233_r2.fq.gz,fastq.gz,WES,HRR025233_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025233_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23931,T_CGGA_P508
HRA000071,HRI023932,HRS023932,HRX024302,HRR025234,HRR025234_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025234_f1.fq.gz,fastq.gz,WES,HRR025234_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025234_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23932,T_CGGA_P510
HRA000071,HRI023932,HRS023932,HRX024302,HRR025234,HRR025234_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025234_r2.fq.gz,fastq.gz,WES,HRR025234_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025234_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23932,T_CGGA_P510
HRA000071,HRI023933,HRS023933,HRX024303,HRR025235,HRR025235_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025235_f1.fq.gz,fastq.gz,WES,HRR025235_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025235_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23933,T_CGGA_P512
HRA000071,HRI023933,HRS023933,HRX024303,HRR025235,HRR025235_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025235_r2.fq.gz,fastq.gz,WES,HRR025235_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025235_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23933,T_CGGA_P512
HRA000071,HRI023934,HRS023934,HRX024304,HRR025236,HRR025236_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025236_f1.fq.gz,fastq.gz,WES,HRR025236_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025236_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23934,T_CGGA_P520
HRA000071,HRI023934,HRS023934,HRX024304,HRR025236,HRR025236_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025236_r2.fq.gz,fastq.gz,WES,HRR025236_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025236_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23934,T_CGGA_P520
HRA000071,HRI023935,HRS023935,HRX024305,HRR025237,HRR025237_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025237_f1.fq.gz,fastq.gz,WES,HRR025237_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025237_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23935,T_CGGA_P568
HRA000071,HRI023935,HRS023935,HRX024305,HRR025237,HRR025237_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025237_r2.fq.gz,fastq.gz,WES,HRR025237_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025237_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23935,T_CGGA_P568
HRA000071,HRI023936,HRS023936,HRX024306,HRR025238,HRR025238_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025238_f1.fq.gz,fastq.gz,WES,HRR025238_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025238_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23936,T_CGGA_P585
HRA000071,HRI023936,HRS023936,HRX024306,HRR025238,HRR025238_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025238_r2.fq.gz,fastq.gz,WES,HRR025238_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025238_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23936,T_CGGA_P585
HRA000071,HRI023937,HRS023937,HRX024307,HRR025239,HRR025239_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025239_f1.fq.gz,fastq.gz,WES,HRR025239_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025239_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23937,T_CGGA_P594
HRA000071,HRI023937,HRS023937,HRX024307,HRR025239,HRR025239_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025239_r2.fq.gz,fastq.gz,WES,HRR025239_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025239_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23937,T_CGGA_P594
HRA000071,HRI023938,HRS023938,HRX024308,HRR025240,HRR025240_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025240_f1.fq.gz,fastq.gz,WES,HRR025240_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025240_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23938,T_CGGA_P596
HRA000071,HRI023938,HRS023938,HRX024308,HRR025240,HRR025240_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025240_r2.fq.gz,fastq.gz,WES,HRR025240_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025240_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23938,T_CGGA_P596
HRA000071,HRI023939,HRS023939,HRX024309,HRR025241,HRR025241_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025241_f1.fq.gz,fastq.gz,WES,HRR025241_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025241_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23939,T_CGGA_P604
HRA000071,HRI023939,HRS023939,HRX024309,HRR025241,HRR025241_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025241_r2.fq.gz,fastq.gz,WES,HRR025241_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025241_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23939,T_CGGA_P604
HRA000071,HRI023940,HRS023940,HRX024310,HRR025242,HRR025242_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025242_f1.fq.gz,fastq.gz,WES,HRR025242_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025242_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23940,T_CGGA_P609
HRA000071,HRI023940,HRS023940,HRX024310,HRR025242,HRR025242_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025242_r2.fq.gz,fastq.gz,WES,HRR025242_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025242_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23940,T_CGGA_P609
HRA000071,HRI023941,HRS023941,HRX024311,HRR025243,HRR025243_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025243_f1.fq.gz,fastq.gz,WES,HRR025243_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025243_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23941,T_CGGA_P610
HRA000071,HRI023941,HRS023941,HRX024311,HRR025243,HRR025243_r2.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025243_r2.fq.gz,fastq.gz,WES,HRR025243_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025243_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23941,T_CGGA_P610
HRA000071,HRI023942,HRS023942,HRX024312,HRR025244,HRR025244_f1.fq.gz,/hpcdisk1/cbb_group/data/HRA000071/HRR025244_f1.fq.gz,fastq.gz,WES,HRR025244_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000071/HRR025244_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina HiSeq 4000,1,INDIVIDUAL_HRA000071_23942,T_CGGA_P615
