study_accession,individual_accession,sample_accession,experiment_accession,run_accession,file_name,file_path,file_format,strategy,T1_id,semantic_format,size,platform,data_level,individual_name,sample_name
HRA001272,,,,HRR1402896,HRR1402896_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402896/HRR1402896_f1.fastq.gz,fastq.gz,WGS,HRR1402896_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402896/HRR1402896_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402896,HRR1402896_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402896/HRR1402896_r2.fastq.gz,fastq.gz,WGS,HRR1402896_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402896/HRR1402896_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728852,HRS959884,HRX1090388,HRR1402897,HRR1402897_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402897/HRR1402897_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402897_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402897/HRR1402897_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M173,M173_PT2_19S52618_4
HRA001272,HRI728852,HRS959884,HRX1090388,HRR1402897,HRR1402897_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402897/HRR1402897_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402897_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402897/HRR1402897_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M173,M173_PT2_19S52618_4
HRA001272,,,,HRR1402898,HRR1402898_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402898/HRR1402898_f1.fastq.gz,fastq.gz,WGS,HRR1402898_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402898/HRR1402898_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402898,HRR1402898_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402898/HRR1402898_r2.fastq.gz,fastq.gz,WGS,HRR1402898_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402898/HRR1402898_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728852,HRS959885,HRX1090389,HRR1402899,HRR1402899_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402899/HRR1402899_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402899_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402899/HRR1402899_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M173,M173_PT2_19S52618_5
HRA001272,HRI728852,HRS959885,HRX1090389,HRR1402899,HRR1402899_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402899/HRR1402899_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402899_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402899/HRR1402899_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M173,M173_PT2_19S52618_5
HRA001272,HRI728853,HRS959887,HRX1090449,HRR1402900,HRR1402900_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402900/HRR1402900_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402900_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402900/HRR1402900_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_NC_19S60228_5
HRA001272,HRI728853,HRS959887,HRX1090449,HRR1402900,HRR1402900_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402900/HRR1402900_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402900_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402900/HRR1402900_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_NC_19S60228_5
HRA001272,,,,HRR1402901,HRR1402901_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402901/HRR1402901_f1.fastq.gz,fastq.gz,WGS,HRR1402901_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402901/HRR1402901_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402901,HRR1402901_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402901/HRR1402901_r2.fastq.gz,fastq.gz,WGS,HRR1402901_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402901/HRR1402901_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728853,HRS959888,HRX1090390,HRR1402902,HRR1402902_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402902/HRR1402902_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402902_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402902/HRR1402902_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_1
HRA001272,HRI728853,HRS959888,HRX1090390,HRR1402902,HRR1402902_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402902/HRR1402902_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402902_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402902/HRR1402902_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_1
HRA001272,,,,HRR1402903,HRR1402903_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402903/HRR1402903_f1.fastq.gz,fastq.gz,WGS,HRR1402903_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402903/HRR1402903_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402903,HRR1402903_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402903/HRR1402903_r2.fastq.gz,fastq.gz,WGS,HRR1402903_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402903/HRR1402903_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728853,HRS959889,HRX1090391,HRR1402904,HRR1402904_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402904/HRR1402904_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402904_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402904/HRR1402904_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_2
HRA001272,HRI728853,HRS959889,HRX1090391,HRR1402904,HRR1402904_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402904/HRR1402904_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402904_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402904/HRR1402904_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_2
HRA001272,,,,HRR1402905,HRR1402905_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402905/HRR1402905_f1.fastq.gz,fastq.gz,WGS,HRR1402905_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402905/HRR1402905_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402905,HRR1402905_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402905/HRR1402905_r2.fastq.gz,fastq.gz,WGS,HRR1402905_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402905/HRR1402905_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728853,HRS959890,HRX1090392,HRR1402906,HRR1402906_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402906/HRR1402906_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402906_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402906/HRR1402906_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_3
HRA001272,HRI728853,HRS959890,HRX1090392,HRR1402906,HRR1402906_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402906/HRR1402906_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402906_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402906/HRR1402906_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_3
HRA001272,HRI728853,HRS959892,HRX1090393,HRR1402907,HRR1402907_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402907/HRR1402907_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402907_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402907/HRR1402907_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_5
HRA001272,HRI728853,HRS959892,HRX1090393,HRR1402907,HRR1402907_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402907/HRR1402907_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402907_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402907/HRR1402907_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_5
HRA001272,,,,HRR1402908,HRR1402908_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402908/HRR1402908_f1.fastq.gz,fastq.gz,WGS,HRR1402908_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402908/HRR1402908_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402908,HRR1402908_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402908/HRR1402908_r2.fastq.gz,fastq.gz,WGS,HRR1402908_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402908/HRR1402908_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728853,HRS959893,HRX1090394,HRR1402909,HRR1402909_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402909/HRR1402909_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402909_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402909/HRR1402909_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_6
HRA001272,HRI728853,HRS959893,HRX1090394,HRR1402909,HRR1402909_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402909/HRR1402909_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402909_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402909/HRR1402909_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M174,M174_PM_21S47196_6
HRA001272,HRI728854,HRS959894,HRX1090395,HRR1402910,HRR1402910_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402910/HRR1402910_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402910_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402910/HRR1402910_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_NC_21S30506_9
HRA001272,HRI728854,HRS959894,HRX1090395,HRR1402910,HRR1402910_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402910/HRR1402910_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402910_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402910/HRR1402910_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_NC_21S30506_9
HRA001272,HRI728854,HRS959895,HRX1090396,HRR1402911,HRR1402911_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402911/HRR1402911_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402911_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402911/HRR1402911_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PM_21S30496_2
HRA001272,HRI728854,HRS959895,HRX1090396,HRR1402911,HRR1402911_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402911/HRR1402911_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402911_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402911/HRR1402911_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PM_21S30496_2
HRA001272,HRI728854,HRS959897,HRX1090397,HRR1402912,HRR1402912_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402912/HRR1402912_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402912_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402912/HRR1402912_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PM_21S30507_3
HRA001272,HRI728854,HRS959897,HRX1090397,HRR1402912,HRR1402912_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402912/HRR1402912_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402912_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402912/HRR1402912_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PM_21S30507_3
HRA001272,HRI728854,HRS959898,HRX1090398,HRR1402913,HRR1402913_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402913/HRR1402913_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402913_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402913/HRR1402913_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT1_21S30506_2
HRA001272,HRI728854,HRS959898,HRX1090398,HRR1402913,HRR1402913_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402913/HRR1402913_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402913_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402913/HRR1402913_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT1_21S30506_2
HRA001272,HRI728854,HRS959899,HRX1090399,HRR1402914,HRR1402914_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402914/HRR1402914_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402914_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402914/HRR1402914_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT1_21S30506_3
HRA001272,HRI728854,HRS959899,HRX1090399,HRR1402914,HRR1402914_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402914/HRR1402914_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402914_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402914/HRR1402914_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT1_21S30506_3
HRA001272,HRI728854,HRS959900,HRX1090400,HRR1402915,HRR1402915_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402915/HRR1402915_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402915_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402915/HRR1402915_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT2_21S30506_4
HRA001272,HRI728854,HRS959900,HRX1090400,HRR1402915,HRR1402915_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402915/HRR1402915_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402915_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402915/HRR1402915_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT2_21S30506_4
HRA001272,HRI728854,HRS959901,HRX1090401,HRR1402916,HRR1402916_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402916/HRR1402916_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402916_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402916/HRR1402916_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT2_21S30506_5
HRA001272,HRI728854,HRS959901,HRX1090401,HRR1402916,HRR1402916_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402916/HRR1402916_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402916_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402916/HRR1402916_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT2_21S30506_5
HRA001272,HRI728854,HRS959902,HRX1090402,HRR1402917,HRR1402917_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402917/HRR1402917_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402917_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402917/HRR1402917_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT2_21S30506_6
HRA001272,HRI728854,HRS959902,HRX1090402,HRR1402917,HRR1402917_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402917/HRR1402917_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402917_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402917/HRR1402917_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M175,M175_PT2_21S30506_6
HRA001272,HRI728855,HRS959903,HRX1090403,HRR1402918,HRR1402918_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402918/HRR1402918_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402918_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402918/HRR1402918_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_BM_21S10289_1
HRA001272,HRI728855,HRS959903,HRX1090403,HRR1402918,HRR1402918_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402918/HRR1402918_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402918_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402918/HRR1402918_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_BM_21S10289_1
HRA001272,HRI728855,HRS959905,HRX1090404,HRR1402919,HRR1402919_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402919/HRR1402919_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402919_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402919/HRR1402919_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_PT_16S11453_1
HRA001272,HRI728855,HRS959905,HRX1090404,HRR1402919,HRR1402919_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402919/HRR1402919_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402919_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402919/HRR1402919_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_PT_16S11453_1
HRA001272,HRI728855,HRS959906,HRX1090405,HRR1402920,HRR1402920_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402920/HRR1402920_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402920_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402920/HRR1402920_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_PT_16S11453_3
HRA001272,HRI728855,HRS959906,HRX1090405,HRR1402920,HRR1402920_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402920/HRR1402920_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402920_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402920/HRR1402920_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_PT_16S11453_3
HRA001272,HRI728855,HRS959907,HRX1090406,HRR1402921,HRR1402921_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402921/HRR1402921_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402921_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402921/HRR1402921_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_PT_16S11453_5
HRA001272,HRI728855,HRS959907,HRX1090406,HRR1402921,HRR1402921_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402921/HRR1402921_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402921_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402921/HRR1402921_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M176,M176_PT_16S11453_5
HRA001272,HRI728856,HRS959908,HRX1090407,HRR1402922,HRR1402922_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402922/HRR1402922_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402922_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402922/HRR1402922_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M177,M177_AGM_21S44970_3
HRA001272,HRI728856,HRS959908,HRX1090407,HRR1402922,HRR1402922_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402922/HRR1402922_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402922_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402922/HRR1402922_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M177,M177_AGM_21S44970_3
HRA001272,,,,HRR1402923,HRR1402923_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402923/HRR1402923_f1.fastq.gz,fastq.gz,WGS,HRR1402923_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402923/HRR1402923_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402923,HRR1402923_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402923/HRR1402923_r2.fastq.gz,fastq.gz,WGS,HRR1402923_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402923/HRR1402923_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
HRA001272,HRI728856,HRS959909,HRX1090408,HRR1402924,HRR1402924_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402924/HRR1402924_f1.fastq.gz,fastq.gz,bulk_RNA,HRR1402924_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402924/HRR1402924_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,Illumina NovaSeq 6000,1,M177,M177_NC_19S50087_8
HRA001272,HRI728856,HRS959909,HRX1090408,HRR1402924,HRR1402924_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402924/HRR1402924_r2.fastq.gz,fastq.gz,bulk_RNA,HRR1402924_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402924/HRR1402924_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,Illumina NovaSeq 6000,1,M177,M177_NC_19S50087_8
HRA001272,,,,HRR1402925,HRR1402925_f1.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402925/HRR1402925_f1.fastq.gz,fastq.gz,WGS,HRR1402925_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402925/HRR1402925_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ,,,1,,
HRA001272,,,,HRR1402925,HRR1402925_r2.fastq.gz,/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402925/HRR1402925_r2.fastq.gz,fastq.gz,WGS,HRR1402925_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR1402925/HRR1402925_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ,,,1,,
