T1_id,sample_accession
HRR026260_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026260_r2.fq.gz,HRS024698
HRR026261_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026261_f1.fq.gz,HRS024699
HRR026261_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026261_r2.fq.gz,HRS024699
HRR026262_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026262_f1.fq.gz,HRS024700
HRR026262_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026262_r2.fq.gz,HRS024700
HRR026263_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026263_f1.fq.gz,HRS024701
HRR026263_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026263_r2.fq.gz,HRS024701
HRR026264_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026264_f1.fq.gz,HRS024702
HRR026264_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026264_r2.fq.gz,HRS024702
HRR026265_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026265_f1.fq.gz,HRS024703
HRR026265_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026265_r2.fq.gz,HRS024703
HRR026266_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026266_f1.fq.gz,HRS024704
HRR026266_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026266_r2.fq.gz,HRS024704
HRR026267_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026267_f1.fq.gz,HRS024705
HRR026267_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026267_r2.fq.gz,HRS024705
HRR026268_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026268_f1.fq.gz,HRS024706
HRR026268_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026268_r2.fq.gz,HRS024706
HRR026269_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026269_f1.fq.gz,HRS024707
HRR026269_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026269_r2.fq.gz,HRS024707
HRR026270_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026270_f1.fq.gz,HRS024708
HRR026270_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026270_r2.fq.gz,HRS024708
HRR026271_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026271_f1.fq.gz,HRS024709
HRR026271_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026271_r2.fq.gz,HRS024709
HRR026272_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026272_f1.fq.gz,HRS024710
HRR026272_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026272_r2.fq.gz,HRS024710
HRR026273_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026273_f1.fq.gz,HRS024711
HRR026273_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026273_r2.fq.gz,HRS024711
HRR026274_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026274_f1.fq.gz,HRS024712
HRR026274_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026274_r2.fq.gz,HRS024712
HRR026275_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026275_f1.fq.gz,HRS024713
HRR026275_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026275_r2.fq.gz,HRS024713
HRR026276_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026276_f1.fq.gz,HRS024714
HRR026276_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026276_r2.fq.gz,HRS024714
HRR026277_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026277_f1.fq.gz,HRS024715
HRR026277_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026277_r2.fq.gz,HRS024715
HRR026278_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026278_f1.fq.gz,HRS024716
HRR026278_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026278_r2.fq.gz,HRS024716
HRR026279_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026279_f1.fq.gz,HRS024717
HRR026279_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026279_r2.fq.gz,HRS024717
HRR026280_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026280_f1.fq.gz,HRS024718
HRR026280_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026280_r2.fq.gz,HRS024718
HRR026281_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026281_f1.fq.gz,HRS024719
HRR026281_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026281_r2.fq.gz,HRS024719
HRR026282_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026282_f1.fq.gz,HRS024720
HRR026282_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026282_r2.fq.gz,HRS024720
HRR026283_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026283_f1.fq.gz,HRS024721
HRR026283_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026283_r2.fq.gz,HRS024721
HRR026284_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026284_f1.fq.gz,HRS024722
HRR026284_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026284_r2.fq.gz,HRS024722
HRR026285_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026285_f1.fq.gz,HRS024723
HRR026285_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026285_r2.fq.gz,HRS024723
HRR026286_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026286_f1.fq.gz,HRS024724
HRR026286_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026286_r2.fq.gz,HRS024724
HRR026287_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026287_f1.fq.gz,HRS024725
HRR026287_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026287_r2.fq.gz,HRS024725
HRR026288_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026288_f1.fq.gz,HRS024726
HRR026288_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026288_r2.fq.gz,HRS024726
HRR026289_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026289_f1.fq.gz,HRS024727
HRR026289_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026289_r2.fq.gz,HRS024727
HRR026290_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026290_f1.fq.gz,HRS024728
HRR026290_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026290_r2.fq.gz,HRS024728
HRR026291_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026291_f1.fq.gz,HRS024729
HRR026291_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026291_r2.fq.gz,HRS024729
HRR026292_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026292_f1.fq.gz,HRS024730
HRR026292_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026292_r2.fq.gz,HRS024730
HRR026293_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026293_f1.fq.gz,HRS024731
HRR026293_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026293_r2.fq.gz,HRS024731
HRR026294_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026294_f1.fq.gz,HRS024732
HRR026294_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026294_r2.fq.gz,HRS024732
HRR026295_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026295_f1.fq.gz,HRS024733
HRR026295_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026295_r2.fq.gz,HRS024733
HRR026296_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026296_f1.fq.gz,HRS024734
HRR026296_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026296_r2.fq.gz,HRS024734
HRR026297_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026297_f1.fq.gz,HRS024735
HRR026297_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026297_r2.fq.gz,HRS024735
HRR026298_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026298_f1.fq.gz,HRS024736
HRR026298_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026298_r2.fq.gz,HRS024736
HRR026299_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026299_f1.fq.gz,HRS024737
HRR026299_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026299_r2.fq.gz,HRS024737
HRR026300_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026300_f1.fq.gz,HRS024738
HRR026300_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026300_r2.fq.gz,HRS024738
HRR026301_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026301_f1.fq.gz,HRS024739
HRR026301_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026301_r2.fq.gz,HRS024739
HRR026302_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026302_f1.fq.gz,HRS024740
HRR026302_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026302_r2.fq.gz,HRS024740
HRR026303_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026303_f1.fq.gz,HRS024741
HRR026303_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026303_r2.fq.gz,HRS024741
HRR026304_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026304_f1.fq.gz,HRS024742
HRR026304_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026304_r2.fq.gz,HRS024742
HRR026305_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026305_f1.fq.gz,HRS024743
HRR026305_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026305_r2.fq.gz,HRS024743
HRR026306_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026306_f1.fq.gz,HRS024744
HRR026306_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026306_r2.fq.gz,HRS024744
HRR026307_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026307_f1.fq.gz,HRS024745
HRR026307_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026307_r2.fq.gz,HRS024745
HRR026308_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026308_f1.fq.gz,HRS024746
HRR026308_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026308_r2.fq.gz,HRS024746
HRR026309_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026309_f1.fq.gz,HRS024747
HRR026309_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026309_r2.fq.gz,HRS024747
HRR026310_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026310_f1.fq.gz,HRS024748
HRR026310_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026310_r2.fq.gz,HRS024748
HRR026311_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026311_f1.fq.gz,HRS024749
HRR026311_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026311_r2.fq.gz,HRS024749
HRR026312_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026312_f1.fq.gz,HRS024750
HRR026312_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026312_r2.fq.gz,HRS024750
HRR026313_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026313_f1.fq.gz,HRS024751
HRR026313_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026313_r2.fq.gz,HRS024751
HRR026314_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026314_f1.fq.gz,HRS024752
HRR026314_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026314_r2.fq.gz,HRS024752
HRR026315_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026315_f1.fq.gz,HRS024753
HRR026315_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026315_r2.fq.gz,HRS024753
HRR026316_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026316_f1.fq.gz,HRS024754
HRR026316_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026316_r2.fq.gz,HRS024754
HRR026317_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026317_f1.fq.gz,HRS024755
HRR026317_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026317_r2.fq.gz,HRS024755
HRR026318_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026318_f1.fq.gz,HRS024756
HRR026318_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026318_r2.fq.gz,HRS024756
HRR026319_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026319_f1.fq.gz,HRS024757
HRR026319_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026319_r2.fq.gz,HRS024757
HRR026320_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026320_f1.fq.gz,HRS024758
HRR026320_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026320_r2.fq.gz,HRS024758
HRR026321_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026321_f1.fq.gz,HRS024759
HRR026321_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026321_r2.fq.gz,HRS024759
HRR026322_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026322_f1.fq.gz,HRS024760
HRR026322_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026322_r2.fq.gz,HRS024760
HRR026323_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026323_f1.fq.gz,HRS024761
HRR026323_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026323_r2.fq.gz,HRS024761
HRR026324_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026324_f1.fq.gz,HRS024762
HRR026324_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026324_r2.fq.gz,HRS024762
HRR026325_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026325_f1.fq.gz,HRS024763
HRR026325_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026325_r2.fq.gz,HRS024763
HRR026326_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026326_f1.fq.gz,HRS024764
HRR026326_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026326_r2.fq.gz,HRS024764
HRR026327_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026327_f1.fq.gz,HRS024765
HRR026327_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026327_r2.fq.gz,HRS024765
HRR026328_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026328_f1.fq.gz,HRS024766
HRR026328_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026328_r2.fq.gz,HRS024766
HRR026329_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026329_f1.fq.gz,HRS024767
HRR026329_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026329_r2.fq.gz,HRS024767
HRR026330_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026330_f1.fq.gz,HRS024768
HRR026330_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026330_r2.fq.gz,HRS024768
HRR026331_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026331_f1.fq.gz,HRS024769
HRR026331_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026331_r2.fq.gz,HRS024769
HRR026332_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026332_f1.fq.gz,HRS024770
HRR026332_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026332_r2.fq.gz,HRS024770
HRR026333_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026333_f1.fq.gz,HRS024771
HRR026333_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026333_r2.fq.gz,HRS024771
HRR026334_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026334_f1.fq.gz,HRS024772
HRR026334_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026334_r2.fq.gz,HRS024772
HRR026335_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026335_f1.fq.gz,HRS024773
HRR026335_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026335_r2.fq.gz,HRS024773
HRR026336_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026336_f1.fq.gz,HRS024774
HRR026336_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026336_r2.fq.gz,HRS024774
HRR026337_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026337_f1.fq.gz,HRS024775
HRR026337_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026337_r2.fq.gz,HRS024775
HRR026338_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026338_f1.fq.gz,HRS024776
HRR026338_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026338_r2.fq.gz,HRS024776
HRR026339_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026339_f1.fq.gz,HRS024777
HRR026339_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026339_r2.fq.gz,HRS024777
HRR026340_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026340_f1.fq.gz,HRS024778
HRR026340_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026340_r2.fq.gz,HRS024778
HRR026341_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026341_f1.fq.gz,HRS024779
HRR026341_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026341_r2.fq.gz,HRS024779
HRR026342_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026342_f1.fq.gz,HRS024780
HRR026342_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026342_r2.fq.gz,HRS024780
HRR026343_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026343_f1.fq.gz,HRS024781
HRR026343_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026343_r2.fq.gz,HRS024781
HRR026344_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026344_f1.fq.gz,HRS024782
HRR026344_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026344_r2.fq.gz,HRS024782
HRR026345_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026345_f1.fq.gz,HRS024783
HRR026345_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026345_r2.fq.gz,HRS024783
HRR026346_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026346_f1.fq.gz,HRS024784
HRR026346_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026346_r2.fq.gz,HRS024784
HRR026347_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026347_f1.fq.gz,HRS024785
HRR026347_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026347_r2.fq.gz,HRS024785
HRR026348_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026348_f1.fq.gz,HRS024786
HRR026348_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026348_r2.fq.gz,HRS024786
HRR026349_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026349_f1.fq.gz,HRS024787
HRR026349_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026349_r2.fq.gz,HRS024787
HRR026350_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026350_f1.fq.gz,HRS024788
HRR026350_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026350_r2.fq.gz,HRS024788
HRR026351_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026351_f1.fq.gz,HRS024789
HRR026351_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026351_r2.fq.gz,HRS024789
HRR026352_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026352_f1.fq.gz,HRS024790
HRR026352_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026352_r2.fq.gz,HRS024790
HRR026353_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026353_f1.fq.gz,HRS024791
HRR026353_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026353_r2.fq.gz,HRS024791
HRR026354_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026354_f1.fq.gz,HRS024792
HRR026354_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026354_r2.fq.gz,HRS024792
HRR026355_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026355_f1.fq.gz,HRS024793
HRR026355_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026355_r2.fq.gz,HRS024793
HRR026356_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026356_f1.fq.gz,HRS024794
HRR026356_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026356_r2.fq.gz,HRS024794
HRR026357_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026357_f1.fq.gz,HRS024795
HRR026357_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026357_r2.fq.gz,HRS024795
HRR026358_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026358_f1.fq.gz,HRS024796
HRR026358_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026358_r2.fq.gz,HRS024796
HRR026359_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026359_f1.fq.gz,HRS024797
HRR026359_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026359_r2.fq.gz,HRS024797
HRR026360_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026360_f1.fq.gz,HRS024798
HRR026360_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026360_r2.fq.gz,HRS024798
HRR026361_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026361_f1.fq.gz,HRS024799
HRR026361_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026361_r2.fq.gz,HRS024799
HRR026362_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026362_f1.fq.gz,HRS024800
HRR026362_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026362_r2.fq.gz,HRS024800
HRR026363_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026363_f1.fq.gz,HRS024801
HRR026363_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026363_r2.fq.gz,HRS024801
HRR026364_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026364_f1.fq.gz,HRS024802
HRR026364_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026364_r2.fq.gz,HRS024802
HRR026365_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026365_f1.fq.gz,HRS024803
HRR026365_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026365_r2.fq.gz,HRS024803
HRR026366_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026366_f1.fq.gz,HRS024804
HRR026366_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026366_r2.fq.gz,HRS024804
HRR026367_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026367_f1.fq.gz,HRS024805
HRR026367_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026367_r2.fq.gz,HRS024805
HRR026368_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026368_f1.fq.gz,HRS024806
HRR026368_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026368_r2.fq.gz,HRS024806
HRR026369_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026369_f1.fq.gz,HRS024807
HRR026369_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026369_r2.fq.gz,HRS024807
HRR026370_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026370_f1.fq.gz,HRS024808
HRR026370_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026370_r2.fq.gz,HRS024808
HRR026371_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026371_f1.fq.gz,HRS024809
HRR026371_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026371_r2.fq.gz,HRS024809
HRR026372_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026372_f1.fq.gz,HRS024810
HRR026372_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026372_r2.fq.gz,HRS024810
HRR026373_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026373_f1.fq.gz,HRS024811
HRR026373_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026373_r2.fq.gz,HRS024811
HRR026374_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026374_f1.fq.gz,HRS024812
HRR026374_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026374_r2.fq.gz,HRS024812
HRR026375_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026375_f1.fq.gz,HRS024813
HRR026375_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026375_r2.fq.gz,HRS024813
HRR026376_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026376_f1.fq.gz,HRS024814
HRR026376_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026376_r2.fq.gz,HRS024814
HRR026377_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026377_f1.fq.gz,HRS024815
HRR026377_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026377_r2.fq.gz,HRS024815
HRR026378_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026378_f1.fq.gz,HRS024816
HRR026378_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026378_r2.fq.gz,HRS024816
