t1_id,semantic_format
HRR027879_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027879/HRR027879_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027879_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027879/HRR027879_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027880_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027880/HRR027880_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027880_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027880/HRR027880_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027881_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027881/HRR027881_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027881_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027881/HRR027881_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027882_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027882/HRR027882_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027882_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027882/HRR027882_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027883_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027883/HRR027883_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027883_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027883/HRR027883_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027884_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027884/HRR027884_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027884_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027884/HRR027884_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027885_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027885/HRR027885_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027885_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027885/HRR027885_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027886_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027886/HRR027886_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027886_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027886/HRR027886_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027887_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027887/HRR027887_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027887_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027887/HRR027887_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027888_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027888/HRR027888_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027888_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027888/HRR027888_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027889_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027889/HRR027889_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027889_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027889/HRR027889_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027890_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027890/HRR027890_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027890_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027890/HRR027890_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027891_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027891/HRR027891_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027891_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027891/HRR027891_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027892_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027892/HRR027892_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027892_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027892/HRR027892_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027893_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027893/HRR027893_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027893_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027893/HRR027893_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027894_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027894/HRR027894_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027894_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027894/HRR027894_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027895_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027895/HRR027895_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027895_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027895/HRR027895_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027896_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027896/HRR027896_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027896_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027896/HRR027896_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027897_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027897/HRR027897_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027897_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027897/HRR027897_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027898_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027898/HRR027898_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027898_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027898/HRR027898_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027899_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027899/HRR027899_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027899_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027899/HRR027899_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027900_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027900/HRR027900_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027900_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027900/HRR027900_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027901_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027901/HRR027901_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027901_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027901/HRR027901_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027902_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027902/HRR027902_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027902_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027902/HRR027902_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027903_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027903/HRR027903_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027903_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027903/HRR027903_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027904_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027904/HRR027904_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027904_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027904/HRR027904_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027905_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027905/HRR027905_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027905_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027905/HRR027905_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027906_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027906/HRR027906_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027906_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027906/HRR027906_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027907_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027907/HRR027907_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027907_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027907/HRR027907_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027908_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027908/HRR027908_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027908_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027908/HRR027908_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027909_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027909/HRR027909_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027909_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027909/HRR027909_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027910_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027910/HRR027910_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027910_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027910/HRR027910_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027911_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027911/HRR027911_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027911_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027911/HRR027911_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027912_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027912/HRR027912_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027912_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027912/HRR027912_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027913_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027913/HRR027913_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027913_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027913/HRR027913_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027914_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027914/HRR027914_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027914_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027914/HRR027914_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027915_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027915/HRR027915_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027915_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027915/HRR027915_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027916_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027916/HRR027916_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027916_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027916/HRR027916_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027917_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027917/HRR027917_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027917_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027917/HRR027917_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027918_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027918/HRR027918_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027918_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027918/HRR027918_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027919_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027919/HRR027919_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027919_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027919/HRR027919_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027920_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027920/HRR027920_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027920_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027920/HRR027920_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027921_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027921/HRR027921_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027921_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027921/HRR027921_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027922_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027922/HRR027922_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027922_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027922/HRR027922_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027923_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027923/HRR027923_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027923_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027923/HRR027923_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027924_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027924/HRR027924_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027924_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027924/HRR027924_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027925_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027925/HRR027925_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027925_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027925/HRR027925_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027926_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027926/HRR027926_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027926_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027926/HRR027926_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027927_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027927/HRR027927_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027927_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027927/HRR027927_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027928_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027928/HRR027928_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027928_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027928/HRR027928_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027929_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027929/HRR027929_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027929_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027929/HRR027929_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027930_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027930/HRR027930_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027930_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027930/HRR027930_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027931_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027931/HRR027931_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027931_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027931/HRR027931_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027932_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027932/HRR027932_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027932_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027932/HRR027932_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027933_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027933/HRR027933_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027933_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027933/HRR027933_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027934_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027934/HRR027934_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027934_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027934/HRR027934_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027935_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027935/HRR027935_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027935_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027935/HRR027935_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027936_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027936/HRR027936_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027936_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027936/HRR027936_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027937_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027937/HRR027937_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027937_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027937/HRR027937_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027938_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027938/HRR027938_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027938_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027938/HRR027938_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027939_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027939/HRR027939_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027939_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027939/HRR027939_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027940_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027940/HRR027940_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027940_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027940/HRR027940_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027941_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027941/HRR027941_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027941_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027941/HRR027941_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027942_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027942/HRR027942_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027942_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027942/HRR027942_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027943_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027943/HRR027943_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027943_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027943/HRR027943_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027944_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027944/HRR027944_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027944_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027944/HRR027944_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027945_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027945/HRR027945_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027945_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027945/HRR027945_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027946_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027946/HRR027946_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027946_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027946/HRR027946_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027947_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027947/HRR027947_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027947_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027947/HRR027947_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027948_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027948/HRR027948_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027948_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027948/HRR027948_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027949_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027949/HRR027949_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027949_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027949/HRR027949_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027950_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027950/HRR027950_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027950_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027950/HRR027950_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027951_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027951/HRR027951_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027951_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027951/HRR027951_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027952_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027952/HRR027952_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027952_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027952/HRR027952_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027953_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027953/HRR027953_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027953_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027953/HRR027953_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027954_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027954/HRR027954_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027954_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027954/HRR027954_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027955_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027955/HRR027955_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027955_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027955/HRR027955_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027956_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027956/HRR027956_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027956_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027956/HRR027956_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027957_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027957/HRR027957_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027957_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027957/HRR027957_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027958_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027958/HRR027958_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027958_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027958/HRR027958_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027959_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027959/HRR027959_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027959_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027959/HRR027959_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027960_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027960/HRR027960_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027960_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027960/HRR027960_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027961_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027961/HRR027961_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027961_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027961/HRR027961_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027962_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027962/HRR027962_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027962_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027962/HRR027962_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027963_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027963/HRR027963_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027963_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027963/HRR027963_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027964_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027964/HRR027964_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027964_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027964/HRR027964_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027965_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027965/HRR027965_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027965_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027965/HRR027965_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
