T2_id,run_accession,T1_id
HRR067371.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067371.BQSR.bam.bai,HRR067371,HRR067371_1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067371_1.fastq.gz
HRR067371.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067371.BQSR.bam.bai,HRR067371,HRR067371_2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067371_2.fastq.gz
HRR067372.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067372.BQSR.bam,HRR067372,HRR067372_1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067372_1.fastq.gz
HRR067372.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067372.BQSR.bam,HRR067372,HRR067372_2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067372_2.fastq.gz
HRR067372.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067372.BQSR.bam.bai,HRR067372,HRR067372_1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067372_1.fastq.gz
HRR067372.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067372.BQSR.bam.bai,HRR067372,HRR067372_2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067372_2.fastq.gz
HRR067373.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067373.BQSR.bam,HRR067373,HRR067373_1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067373_1.fastq.gz
HRR067373.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067373.BQSR.bam,HRR067373,HRR067373_2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067373_2.fastq.gz
HRR067373.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067373.BQSR.bam.bai,HRR067373,HRR067373_1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067373_1.fastq.gz
HRR067373.BQSR.bam.bai::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067373.BQSR.bam.bai,HRR067373,HRR067373_2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067373_2.fastq.gz
HRR067374.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067374.BQSR.bam,HRR067374,HRR067374_1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067374_1.fastq.gz
HRR067374.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067374.BQSR.bam,HRR067374,HRR067374_2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000021/fq/HRR067374_2.fastq.gz
