type,start,end,properties_json
HAS_OUTPUT_SLOT,tool_id:wes_somatic_maf_landscape,io_slot:wes_somatic_maf_landscape::out::statistics,"{""order"":2}"
HAS_OUTPUT_SLOT,tool_id:wgcna,io_slot:wgcna::out::archives,"{""order"":5}"
HAS_OUTPUT_SLOT,tool_id:wgcna,io_slot:wgcna::out::figures,"{""order"":4}"
HAS_OUTPUT_SLOT,tool_id:wgcna,io_slot:wgcna::out::hub_genes,"{""order"":2}"
HAS_OUTPUT_SLOT,tool_id:wgcna,io_slot:wgcna::out::modules,"{""order"":1}"
HAS_OUTPUT_SLOT,tool_id:wgcna,io_slot:wgcna::out::qc,"{""order"":3}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:fastqc,"{""depends_on"":[],""locked"":true,""order"":1,""source"":""sister-task-pipeline"",""step_id"":""fastqc""}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:featurecounts,"{""depends_on"":[""samtools""],""locked"":true,""order"":6,""source"":""sister-task-pipeline"",""step_id"":""featurecounts""}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:multiqc,"{""depends_on"":[""rsem"",""featurecounts""],""locked"":true,""order"":7,""source"":""sister-task-pipeline"",""step_id"":""multiqc""}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:rsem,"{""depends_on"":[""star""],""locked"":true,""order"":4,""source"":""sister-task-pipeline"",""step_id"":""rsem""}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:samtools,"{""depends_on"":[""star""],""locked"":true,""order"":5,""source"":""sister-task-pipeline"",""step_id"":""samtools""}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:star,"{""depends_on"":[""trim_galore""],""locked"":true,""order"":3,""source"":""sister-task-pipeline"",""step_id"":""star""}"
HAS_STEP,tool_id:rnaseq_singletask,tool_id:trim_galore,"{""depends_on"":[""fastqc""],""locked"":true,""order"":2,""source"":""sister-task-pipeline"",""step_id"":""trim_galore""}"
INPUT,tool_id:diff_expr_go,catalog_format:tsv,{}
INPUT,tool_id:diff_expr_kegg,catalog_format:tsv,{}
INPUT,tool_id:driver_gene_gender_analysis,catalog_format:maf,{}
INPUT,tool_id:driver_gene_gender_analysis,catalog_format:xls,{}
INPUT,tool_id:driver_gene_gender_analysis,catalog_format:xlsx,{}
INPUT,tool_id:her2_pfs_survival,catalog_format:tsv,{}
INPUT,tool_id:her2_pfs_survival,catalog_format:xls,{}
INPUT,tool_id:her2_pfs_survival,catalog_format:xlsx,{}
INPUT,tool_id:immune_infiltration_iobr,catalog_format:tsv,{}
INPUT,tool_id:immune_infiltration_iobr,catalog_format:xls,{}
INPUT,tool_id:immune_infiltration_iobr,catalog_format:xlsx,{}
INPUT,tool_id:paired_fastq_to_unmapped_bam,catalog_format:fq.gz,{}
INPUT,tool_id:rnaseq_unsupervised_cluster,catalog_format:tsv,{}
INPUT,tool_id:survival_analysis,catalog_format:maf,{}
INPUT,tool_id:survival_analysis,catalog_format:xlsx,{}
INPUT,tool_id:tmb_survival_analysis,catalog_format:maf,{}
INPUT,tool_id:tmb_survival_analysis,catalog_format:xlsx,{}
INPUT,tool_id:wes_somatic_maf_landscape,catalog_format:maf,{}
INPUT,tool_id:wgcna,catalog_format:tsv,{}
INPUT,tool_id:wgcna,catalog_format:xls,{}
INPUT,tool_id:wgcna,catalog_format:xlsx,{}
MANIFEST_AS,artifact_type:aligned_bam,catalog_format:bam,{}
MANIFEST_AS,artifact_type:aligned_bam,catalog_format:sam,{}
MANIFEST_AS,artifact_type:analysis_figure,catalog_format:pdf,"{""primary"":true}"
MANIFEST_AS,artifact_type:analysis_figure,catalog_format:png,"{""primary"":true}"
MANIFEST_AS,artifact_type:analysis_summary,catalog_format:json,"{""primary"":true}"
MANIFEST_AS,artifact_type:analysis_summary,catalog_format:tsv,"{""primary"":false}"
MANIFEST_AS,artifact_type:analysis_summary,catalog_format:txt,"{""primary"":false}"
MANIFEST_AS,artifact_type:annotated_vcf,catalog_format:html/txt,{}
MANIFEST_AS,artifact_type:annotated_vcf,catalog_format:vcf,{}
MANIFEST_AS,artifact_type:binary_mutation_matrix,catalog_format:gz,"{""primary"":true}"
MANIFEST_AS,artifact_type:binary_mutation_matrix,catalog_format:tsv,"{""primary"":false}"
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:bam,{}
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:fasta,{}
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:fq.gz,{}
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:html,{}
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:index,{}
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:json,{}
MANIFEST_AS,artifact_type:clean_fastq_read,catalog_format:txt/html,{}
MANIFEST_AS,artifact_type:clinical_survival_table,catalog_format:tsv,"{""primary"":false}"
MANIFEST_AS,artifact_type:clinical_survival_table,catalog_format:xls,"{""primary"":true}"
MANIFEST_AS,artifact_type:clinical_survival_table,catalog_format:xlsx,"{""primary"":true}"
MANIFEST_AS,artifact_type:clinical_table,catalog_format:tsv,"{""primary"":false}"
MANIFEST_AS,artifact_type:clinical_table,catalog_format:xls,"{""primary"":true}"
MANIFEST_AS,artifact_type:clinical_table,catalog_format:xlsx,"{""primary"":true}"
MANIFEST_AS,artifact_type:cluster_assignment_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:cluster_stability_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:differential_expression_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:enrichment_result_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:expression_abundance_matrix,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:expression_abundance_matrix,catalog_format:xls,"{""primary"":false}"
MANIFEST_AS,artifact_type:expression_abundance_matrix,catalog_format:xlsx,"{""primary"":false}"
MANIFEST_AS,artifact_type:expression_count_matrix,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:expression_count_matrix,catalog_format:txt,{}
MANIFEST_AS,artifact_type:expression_tpm_matrix,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:file_list,catalog_format:list,"{""primary"":true}"
MANIFEST_AS,artifact_type:filtered_vcf,catalog_format:database,{}
MANIFEST_AS,artifact_type:filtered_vcf,catalog_format:tbi,{}
MANIFEST_AS,artifact_type:filtered_vcf,catalog_format:vcf,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:bam,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:database,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:fasta,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:fq.gz,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:gtf,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:index,{}
MANIFEST_AS,artifact_type:genome_annotation,catalog_format:vcf,{}
MANIFEST_AS,artifact_type:hub_gene_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:immune_fraction_matrix,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:mutation_statistics_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:quality_control_report,catalog_format:html,{}
MANIFEST_AS,artifact_type:quality_control_report,catalog_format:json,"{""primary"":false}"
MANIFEST_AS,artifact_type:quality_control_report,catalog_format:log,{}
MANIFEST_AS,artifact_type:quality_control_report,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:quality_control_report,catalog_format:txt,"{""primary"":false}"
MANIFEST_AS,artifact_type:quality_control_report,catalog_format:zip,{}
MANIFEST_AS,artifact_type:raw_fastq_read,catalog_format:fq.gz,"{""primary"":true}"
MANIFEST_AS,artifact_type:sample_metadata,catalog_format:html,{}
MANIFEST_AS,artifact_type:sample_metadata,catalog_format:log,{}
MANIFEST_AS,artifact_type:sample_metadata,catalog_format:tsv,{}
MANIFEST_AS,artifact_type:sample_metadata,catalog_format:zip,{}
MANIFEST_AS,artifact_type:sample_metainfo,catalog_format:xls,"{""primary"":false}"
MANIFEST_AS,artifact_type:sample_metainfo,catalog_format:xlsx,"{""primary"":true}"
MANIFEST_AS,artifact_type:somatic_maf,catalog_format:maf,"{""primary"":true}"
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:bai,{}
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:bam,{}
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:fasta,{}
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:fq.gz,{}
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:gtf,{}
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:txt,{}
MANIFEST_AS,artifact_type:sorted_dedup_bam,catalog_format:vcf,{}
MANIFEST_AS,artifact_type:survival_statistics,catalog_format:json,"{""primary"":false}"
MANIFEST_AS,artifact_type:survival_statistics,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:survival_statistics,catalog_format:txt,"{""primary"":false}"
MANIFEST_AS,artifact_type:tmb_table,catalog_format:tsv,"{""primary"":true}"
MANIFEST_AS,artifact_type:transcriptome_bam,catalog_format:bam,{}
MANIFEST_AS,artifact_type:transcriptome_bam,catalog_format:fq.gz,{}
MANIFEST_AS,artifact_type:transcriptome_bam,catalog_format:index,{}
MANIFEST_AS,artifact_type:unfiltered_vcf,catalog_format:bam,{}
MANIFEST_AS,artifact_type:unfiltered_vcf,catalog_format:vcf,{}
MANIFEST_AS,artifact_type:unmapped_bam,catalog_format:bam,"{""primary"":true}"
MANIFEST_AS,artifact_type:unmapped_bam,catalog_format:sam,{}
MANIFEST_AS,artifact_type:wgcna_module_table,catalog_format:tsv,"{""primary"":true}"
OUTPUT,tool_id:diff_expr_go,catalog_format:tsv,{}
OUTPUT,tool_id:diff_expr_kegg,catalog_format:tsv,{}
OUTPUT,tool_id:driver_gene_gender_analysis,catalog_format:gz,{}
OUTPUT,tool_id:driver_gene_gender_analysis,catalog_format:pdf,{}
OUTPUT,tool_id:driver_gene_gender_analysis,catalog_format:png,{}
OUTPUT,tool_id:driver_gene_gender_analysis,catalog_format:tsv,{}
OUTPUT,tool_id:her2_pfs_survival,catalog_format:json,{}
OUTPUT,tool_id:her2_pfs_survival,catalog_format:pdf,{}
OUTPUT,tool_id:her2_pfs_survival,catalog_format:png,{}
OUTPUT,tool_id:her2_pfs_survival,catalog_format:tsv,{}
OUTPUT,tool_id:her2_pfs_survival,catalog_format:txt,{}
OUTPUT,tool_id:immune_infiltration_iobr,catalog_format:json,{}
OUTPUT,tool_id:immune_infiltration_iobr,catalog_format:pdf,{}
OUTPUT,tool_id:immune_infiltration_iobr,catalog_format:png,{}
OUTPUT,tool_id:immune_infiltration_iobr,catalog_format:tsv,{}
OUTPUT,tool_id:immune_infiltration_iobr,catalog_format:txt,{}
OUTPUT,tool_id:paired_fastq_to_unmapped_bam,catalog_format:bam,{}
OUTPUT,tool_id:paired_fastq_to_unmapped_bam,catalog_format:list,{}
OUTPUT,tool_id:rnaseq_unsupervised_cluster,catalog_format:pdf,{}
OUTPUT,tool_id:rnaseq_unsupervised_cluster,catalog_format:png,{}
OUTPUT,tool_id:rnaseq_unsupervised_cluster,catalog_format:tsv,{}
OUTPUT,tool_id:rnaseq_unsupervised_cluster,catalog_format:txt,{}
OUTPUT,tool_id:survival_analysis,catalog_format:pdf,{}
OUTPUT,tool_id:survival_analysis,catalog_format:png,{}
OUTPUT,tool_id:survival_analysis,catalog_format:txt,{}
OUTPUT,tool_id:tmb_survival_analysis,catalog_format:json,{}
OUTPUT,tool_id:tmb_survival_analysis,catalog_format:pdf,{}
OUTPUT,tool_id:tmb_survival_analysis,catalog_format:png,{}
OUTPUT,tool_id:tmb_survival_analysis,catalog_format:tsv,{}
OUTPUT,tool_id:wes_somatic_maf_landscape,catalog_format:maf,{}
OUTPUT,tool_id:wes_somatic_maf_landscape,catalog_format:pdf,{}
OUTPUT,tool_id:wes_somatic_maf_landscape,catalog_format:png,{}
OUTPUT,tool_id:wes_somatic_maf_landscape,catalog_format:tsv,{}
OUTPUT,tool_id:wgcna,catalog_format:gz,{}
OUTPUT,tool_id:wgcna,catalog_format:pdf,{}
OUTPUT,tool_id:wgcna,catalog_format:png,{}
OUTPUT,tool_id:wgcna,catalog_format:tsv,{}
PRODUCES,io_slot:bcftools::output::filtered_vcf,artifact_type:filtered_vcf,{}
PRODUCES,io_slot:bwa::output::aligned_bam,artifact_type:aligned_bam,{}
PRODUCES,io_slot:diff_expr_go::out::differential,artifact_type:differential_expression_table,{}
PRODUCES,io_slot:diff_expr_go::out::enrichment,artifact_type:enrichment_result_table,{}
PRODUCES,io_slot:diff_expr_kegg::out::differential,artifact_type:differential_expression_table,{}
PRODUCES,io_slot:diff_expr_kegg::out::enrichment,artifact_type:enrichment_result_table,{}
PRODUCES,io_slot:driver_gene_gender_analysis::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:driver_gene_gender_analysis::out::matrix,artifact_type:binary_mutation_matrix,{}
PRODUCES,io_slot:driver_gene_gender_analysis::out::statistics,artifact_type:mutation_statistics_table,{}
PRODUCES,io_slot:fastp::output::clean_fastq_read,artifact_type:clean_fastq_read,{}
PRODUCES,io_slot:fastqc::output::quality_control_report,artifact_type:quality_control_report,{}
PRODUCES,io_slot:featurecounts::output::expression_count_matrix,artifact_type:expression_count_matrix,{}
PRODUCES,io_slot:gatk::output::sorted_dedup_bam,artifact_type:sorted_dedup_bam,{}
PRODUCES,io_slot:gatk::output::unfiltered_vcf,artifact_type:unfiltered_vcf,{}
PRODUCES,io_slot:her2_pfs_survival::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:her2_pfs_survival::out::statistics,artifact_type:survival_statistics,{}
PRODUCES,io_slot:her2_pfs_survival::out::summary,artifact_type:analysis_summary,{}
PRODUCES,io_slot:immune_infiltration_iobr::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:immune_infiltration_iobr::out::fractions,artifact_type:immune_fraction_matrix,{}
PRODUCES,io_slot:immune_infiltration_iobr::out::qc,artifact_type:quality_control_report,{}
PRODUCES,io_slot:multiqc::output::quality_control_report,artifact_type:quality_control_report,{}
PRODUCES,io_slot:paired_fastq_to_unmapped_bam::out::bam,artifact_type:unmapped_bam,{}
PRODUCES,io_slot:paired_fastq_to_unmapped_bam::out::list,artifact_type:file_list,{}
PRODUCES,io_slot:rnaseq_singletask::output::aligned_bam,artifact_type:sorted_dedup_bam,{}
PRODUCES,io_slot:rnaseq_singletask::output::count_matrix,artifact_type:expression_count_matrix,{}
PRODUCES,io_slot:rnaseq_singletask::output::expression_matrix,artifact_type:expression_abundance_matrix,{}
PRODUCES,io_slot:rnaseq_singletask::output::quality_control,artifact_type:quality_control_report,{}
PRODUCES,io_slot:rnaseq_unsupervised_cluster::out::assignments,artifact_type:cluster_assignment_table,{}
PRODUCES,io_slot:rnaseq_unsupervised_cluster::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:rnaseq_unsupervised_cluster::out::stability,artifact_type:cluster_stability_table,{}
PRODUCES,io_slot:rsem::output::expression_abundance_matrix,artifact_type:expression_abundance_matrix,{}
PRODUCES,io_slot:samtools::output::sorted_dedup_bam,artifact_type:sorted_dedup_bam,{}
PRODUCES,io_slot:snpeff::output::annotated_vcf,artifact_type:annotated_vcf,{}
PRODUCES,io_slot:star::output::aligned_bam,artifact_type:aligned_bam,{}
PRODUCES,io_slot:star::output::clean_fastq_read,artifact_type:clean_fastq_read,{}
PRODUCES,io_slot:star::output::transcriptome_bam,artifact_type:transcriptome_bam,{}
PRODUCES,io_slot:survival_analysis::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:survival_analysis::out::statistics,artifact_type:survival_statistics,{}
PRODUCES,io_slot:tmb_survival_analysis::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:tmb_survival_analysis::out::statistics,artifact_type:survival_statistics,{}
PRODUCES,io_slot:tmb_survival_analysis::out::tmb,artifact_type:tmb_table,{}
PRODUCES,io_slot:trim_galore::output::clean_fastq_read,artifact_type:clean_fastq_read,{}
PRODUCES,io_slot:wes_somatic_maf_landscape::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:wes_somatic_maf_landscape::out::maf,artifact_type:somatic_maf,{}
PRODUCES,io_slot:wes_somatic_maf_landscape::out::statistics,artifact_type:mutation_statistics_table,{}
PRODUCES,io_slot:wgcna::out::archives,artifact_type:analysis_summary,{}
PRODUCES,io_slot:wgcna::out::figures,artifact_type:analysis_figure,{}
PRODUCES,io_slot:wgcna::out::hub_genes,artifact_type:hub_gene_table,{}
PRODUCES,io_slot:wgcna::out::modules,artifact_type:wgcna_module_table,{}
PRODUCES,io_slot:wgcna::out::qc,artifact_type:quality_control_report,{}
REQUIRES,io_slot:bcftools::input::unfiltered_vcf,artifact_type:unfiltered_vcf,{}
REQUIRES,io_slot:bwa::input::clean_fastq_read,artifact_type:clean_fastq_read,{}
REQUIRES,io_slot:bwa::input::genome_annotation,artifact_type:genome_annotation,{}
REQUIRES,io_slot:diff_expr_go::in::expression,artifact_type:expression_abundance_matrix,{}
REQUIRES,io_slot:diff_expr_kegg::in::expression,artifact_type:expression_abundance_matrix,{}
REQUIRES,io_slot:driver_gene_gender_analysis::in::clinical,artifact_type:clinical_table,{}
REQUIRES,io_slot:driver_gene_gender_analysis::in::maf,artifact_type:somatic_maf,{}
REQUIRES,io_slot:driver_gene_gender_analysis::in::metainfo,artifact_type:sample_metainfo,{}
REQUIRES,io_slot:fastp::input::raw_fastq_read,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:fastqc::input::clean_fastq_read,artifact_type:clean_fastq_read,{}
REQUIRES,io_slot:fastqc::input::raw_fastq_read,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:featurecounts::input::genome_annotation,artifact_type:genome_annotation,{}
REQUIRES,io_slot:featurecounts::input::sorted_dedup_bam,artifact_type:sorted_dedup_bam,{}
REQUIRES,io_slot:gatk::input::genome_annotation,artifact_type:genome_annotation,{}
REQUIRES,io_slot:gatk::input::sorted_dedup_bam,artifact_type:sorted_dedup_bam,{}
REQUIRES,io_slot:her2_pfs_survival::in::clinical,artifact_type:clinical_survival_table,{}
REQUIRES,io_slot:her2_pfs_survival::in::expression,artifact_type:expression_tpm_matrix,{}
REQUIRES,io_slot:her2_pfs_survival::in::metainfo,artifact_type:sample_metainfo,{}
REQUIRES,io_slot:immune_infiltration_iobr::in::clinical,artifact_type:clinical_table,{}
REQUIRES,io_slot:immune_infiltration_iobr::in::expression,artifact_type:expression_tpm_matrix,{}
REQUIRES,io_slot:immune_infiltration_iobr::in::metainfo,artifact_type:sample_metainfo,{}
REQUIRES,io_slot:multiqc::input::quality_control_report,artifact_type:quality_control_report,{}
REQUIRES,io_slot:paired_fastq_to_unmapped_bam::in::fastq_1,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:paired_fastq_to_unmapped_bam::in::fastq_2,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:rnaseq_singletask::input::fastq_1,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:rnaseq_singletask::input::fastq_2,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:rnaseq_singletask::input::gtf_file,artifact_type:genome_annotation,{}
REQUIRES,io_slot:rnaseq_singletask::input::rrna_star_index,artifact_type:genome_annotation,{}
REQUIRES,io_slot:rnaseq_singletask::input::rsem_index,artifact_type:genome_annotation,{}
REQUIRES,io_slot:rnaseq_singletask::input::star_genome_index,artifact_type:genome_annotation,{}
REQUIRES,io_slot:rnaseq_unsupervised_cluster::in::counts,artifact_type:expression_count_matrix,{}
REQUIRES,io_slot:rsem::input::genome_annotation,artifact_type:genome_annotation,{}
REQUIRES,io_slot:rsem::input::transcriptome_bam,artifact_type:transcriptome_bam,{}
REQUIRES,io_slot:samtools::input::aligned_bam,artifact_type:aligned_bam,{}
REQUIRES,io_slot:snpeff::input::filtered_vcf,artifact_type:filtered_vcf,{}
REQUIRES,io_slot:snpeff::input::genome_annotation,artifact_type:genome_annotation,{}
REQUIRES,io_slot:star::input::clean_fastq_read,artifact_type:clean_fastq_read,{}
REQUIRES,io_slot:star::input::genome_annotation,artifact_type:genome_annotation,{}
REQUIRES,io_slot:survival_analysis::in::clinical,artifact_type:clinical_survival_table,{}
REQUIRES,io_slot:survival_analysis::in::maf,artifact_type:somatic_maf,{}
REQUIRES,io_slot:survival_analysis::in::metainfo,artifact_type:sample_metainfo,{}
REQUIRES,io_slot:tmb_survival_analysis::in::clinical,artifact_type:clinical_survival_table,{}
REQUIRES,io_slot:tmb_survival_analysis::in::maf,artifact_type:somatic_maf,{}
REQUIRES,io_slot:tmb_survival_analysis::in::metainfo,artifact_type:sample_metainfo,{}
REQUIRES,io_slot:trim_galore::input::raw_fastq_read,artifact_type:raw_fastq_read,{}
REQUIRES,io_slot:wes_somatic_maf_landscape::in::maf,artifact_type:somatic_maf,{}
REQUIRES,io_slot:wgcna::in::clinical,artifact_type:clinical_table,{}
REQUIRES,io_slot:wgcna::in::counts,artifact_type:expression_count_matrix,{}
REQUIRES,io_slot:wgcna::in::metainfo,artifact_type:sample_metainfo,{}
HAS_INPUT_SLOT,tool_id:fastp,io_slot:fastp::input::raw_fastq_read_r1,{}
REQUIRES,io_slot:fastp::input::raw_fastq_read_r1,artifact_type:raw_fastq_read,{}
ALLOW_FORMAT,io_slot:fastp::input::raw_fastq_read_r1,catalog_format:fq.gz,{}
MANIFEST_AS,artifact_type:raw_fastq_read,catalog_format:fq.gz,{}
HAS_INPUT_SLOT,tool_id:fastp,io_slot:fastp::input::raw_fastq_read_r2,{}
REQUIRES,io_slot:fastp::input::raw_fastq_read_r2,artifact_type:raw_fastq_read,{}
ALLOW_FORMAT,io_slot:fastp::input::raw_fastq_read_r2,catalog_format:fq.gz,{}
HAS_OUTPUT_SLOT,tool_id:fastp,io_slot:fastp::output::clean_fastq_read_r1,{}
PRODUCES,io_slot:fastp::output::clean_fastq_read_r1,artifact_type:clean_fastq_read,{}
ALLOW_FORMAT,io_slot:fastp::output::clean_fastq_read_r1,catalog_format:fq.gz,{}
HAS_OUTPUT_SLOT,tool_id:fastp,io_slot:fastp::output::clean_fastq_read_r2,{}
PRODUCES,io_slot:fastp::output::clean_fastq_read_r2,artifact_type:clean_fastq_read,{}
ALLOW_FORMAT,io_slot:fastp::output::clean_fastq_read_r2,catalog_format:fq.gz,{}
HAS_INPUT_SLOT,tool_id:bwa,io_slot:bwa::input::clean_fastq_read_r1,{}
REQUIRES,io_slot:bwa::input::clean_fastq_read_r1,artifact_type:clean_fastq_read,{}
ALLOW_FORMAT,io_slot:bwa::input::clean_fastq_read_r1,catalog_format:fq.gz,{}
HAS_INPUT_SLOT,tool_id:bwa,io_slot:bwa::input::clean_fastq_read_r2,{}
REQUIRES,io_slot:bwa::input::clean_fastq_read_r2,artifact_type:clean_fastq_read,{}
ALLOW_FORMAT,io_slot:bwa::input::clean_fastq_read_r2,catalog_format:fq.gz,{}
HAS_OUTPUT_SLOT,tool_id:samtools,io_slot:samtools::output::bai,{}
PRODUCES,io_slot:samtools::output::bai,artifact_type:bai,{}
ALLOW_FORMAT,io_slot:samtools::output::bai,catalog_format:bai,{}
MANIFEST_AS,artifact_type:bai,catalog_format:bai,{}
HAS_INPUT_SLOT,tool_id:gatk,io_slot:gatk::input::tumor_bam,{}
REQUIRES,io_slot:gatk::input::tumor_bam,artifact_type:sorted_dedup_bam,{}
ALLOW_FORMAT,io_slot:gatk::input::tumor_bam,catalog_format:bam,{}
HAS_INPUT_SLOT,tool_id:gatk,io_slot:gatk::input::tumor_bai,{}
REQUIRES,io_slot:gatk::input::tumor_bai,artifact_type:bai,{}
ALLOW_FORMAT,io_slot:gatk::input::tumor_bai,catalog_format:bai,{}
HAS_INPUT_SLOT,tool_id:gatk,io_slot:gatk::input::normal_bam,{}
REQUIRES,io_slot:gatk::input::normal_bam,artifact_type:sorted_dedup_bam,{}
ALLOW_FORMAT,io_slot:gatk::input::normal_bam,catalog_format:bam,{}
HAS_INPUT_SLOT,tool_id:gatk,io_slot:gatk::input::normal_bai,{}
REQUIRES,io_slot:gatk::input::normal_bai,artifact_type:bai,{}
ALLOW_FORMAT,io_slot:gatk::input::normal_bai,catalog_format:bai,{}
HAS_INPUT_SLOT,tool_id:gatk,io_slot:gatk::input::interval_list,{}
REQUIRES,io_slot:gatk::input::interval_list,artifact_type:interval_list,{}
ALLOW_FORMAT,io_slot:gatk::input::interval_list,catalog_format:interval_list,{}
MANIFEST_AS,artifact_type:interval_list,catalog_format:interval_list,{}
HAS_FUNCTION,tool_id:cellranger_workflow,catalog_function:基于 10x Genomics CellRanger 的单细胞 RNA 测序数据分析流程。 包含 FASTQ 质控、序列比对、基因表达定量及结果可视化，适用于 10x Chromium 平台产生的单细胞转录组数据。,{}
HAS_INPUT_SLOT,tool_id:cellranger_workflow,io_slot:cellranger_workflow::input::raw_fastq_read,{}
REQUIRES,io_slot:cellranger_workflow::input::raw_fastq_read,artifact_type:raw_fastq_read,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::input::raw_fastq_read,catalog_format:fq.gz,{}
HAS_INPUT_SLOT,tool_id:cellranger_workflow,io_slot:cellranger_workflow::input::aligned_bam,{}
REQUIRES,io_slot:cellranger_workflow::input::aligned_bam,artifact_type:aligned_bam,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::input::aligned_bam,catalog_format:bam,{}
HAS_OUTPUT_SLOT,tool_id:cellranger_workflow,io_slot:cellranger_workflow::output::quality_control_report,{}
PRODUCES,io_slot:cellranger_workflow::output::quality_control_report,artifact_type:quality_control_report,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::quality_control_report,catalog_format:html,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::quality_control_report,catalog_format:json,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::quality_control_report,catalog_format:txt,{}
HAS_OUTPUT_SLOT,tool_id:cellranger_workflow,io_slot:cellranger_workflow::output::tabular_bio_data,{}
PRODUCES,io_slot:cellranger_workflow::output::tabular_bio_data,artifact_type:analysis_summary,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::tabular_bio_data,catalog_format:tsv,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::tabular_bio_data,catalog_format:csv,{}
MANIFEST_AS,artifact_type:analysis_summary,catalog_format:csv,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::tabular_bio_data,catalog_format:txt,{}
HAS_OUTPUT_SLOT,tool_id:cellranger_workflow,io_slot:cellranger_workflow::output::aligned_bam,{}
PRODUCES,io_slot:cellranger_workflow::output::aligned_bam,artifact_type:aligned_bam,{}
ALLOW_FORMAT,io_slot:cellranger_workflow::output::aligned_bam,catalog_format:bam,{}
HAS_FUNCTION,tool_id:bootstrap_stability,catalog_function:对聚类分析执行Bootstrap重采样，通过比较不同运行间的ARI/NMI评估聚类稳定性， 统计最佳K的频率，并利用标签置换零分布评估稳定性显著性。 输入为logCPM表达矩阵，输出包含稳定性指标、最佳K频率、置换检验P值及可视化图表。,{}
HAS_OUTPUT_SLOT,tool_id:bootstrap_stability,io_slot:bootstrap_stability::output::tabular_bio_data,{}
PRODUCES,io_slot:bootstrap_stability::output::tabular_bio_data,artifact_type:analysis_summary,{}
ALLOW_FORMAT,io_slot:bootstrap_stability::output::tabular_bio_data,catalog_format:tsv,{}
ALLOW_FORMAT,io_slot:bootstrap_stability::output::tabular_bio_data,catalog_format:csv,{}
