files,data_level
HRR232669_r2.fastq.gz,1
HRR232670_f1.fastq.gz,1
HRR232670_r2.fastq.gz,1
HRR232671_f1.fastq.gz,1
HRR232671_r2.fastq.gz,1
HRR232672_f1.fastq.gz,1
HRR232672_r2.fastq.gz,1
HRR232673_f1.fastq.gz,1
HRR232673_r2.fastq.gz,1
HRR232674_f1.fastq.gz,1
HRR232674_r2.fastq.gz,1
HRR232675_f1.fastq.gz,1
HRR232675_r2.fastq.gz,1
HRR232676_f1.fastq.gz,1
HRR232676_r2.fastq.gz,1
HRR232677_f1.fastq.gz,1
HRR232677_r2.fastq.gz,1
HRR232678_f1.fastq.gz,1
HRR232678_r2.fastq.gz,1
HRR232679_f1.fastq.gz,1
HRR232679_r2.fastq.gz,1
HRR232680_f1.fastq.gz,1
HRR232680_r2.fastq.gz,1
HRR232681_f1.fastq.gz,1
HRR232681_r2.fastq.gz,1
HRR232682_f1.fastq.gz,1
HRR232682_r2.fastq.gz,1
HRR232683_f1.fastq.gz,1
HRR232683_r2.fastq.gz,1
HRR232684_f1.fastq.gz,1
HRR232684_r2.fastq.gz,1
HRR232685_f1.fastq.gz,1
HRR232685_r2.fastq.gz,1
HRR232686_f1.fastq.gz,1
HRR232686_r2.fastq.gz,1
HRR232687_f1.fastq.gz,1
HRR232687_r2.fastq.gz,1
HRR232688_f1.fastq.gz,1
HRR232688_r2.fastq.gz,1
HRR232689_f1.fastq.gz,1
HRR232689_r2.fastq.gz,1
HRR232690_f1.fastq.gz,1
HRR232690_r2.fastq.gz,1
HRR232691_f1.fastq.gz,1
HRR232691_r2.fastq.gz,1
HRR232692_f1.fastq.gz,1
HRR232692_r2.fastq.gz,1
HRR232693_f1.fastq.gz,1
HRR232693_r2.fastq.gz,1
HRR232694_f1.fastq.gz,1
HRR232694_r2.fastq.gz,1
HRR232695_f1.fastq.gz,1
HRR232695_r2.fastq.gz,1
HRR232696_f1.fastq.gz,1
HRR232696_r2.fastq.gz,1
HRR232697_f1.fastq.gz,1
HRR232697_r2.fastq.gz,1
HRR232698_f1.fastq.gz,1
HRR232698_r2.fastq.gz,1
HRR232699_f1.fastq.gz,1
HRR232699_r2.fastq.gz,1
HRR232700_f1.fastq.gz,1
HRR232700_r2.fastq.gz,1
HRR232701_f1.fastq.gz,1
HRR232701_r2.fastq.gz,1
HRR232702_f1.fastq.gz,1
HRR232702_r2.fastq.gz,1
HRR232703_f1.fastq.gz,1
HRR232703_r2.fastq.gz,1
HRR232704_f1.fastq.gz,1
HRR232704_r2.fastq.gz,1
HRR232705_f1.fastq.gz,1
HRR232705_r2.fastq.gz,1
HRR232706_f1.fastq.gz,1
HRR232706_r2.fastq.gz,1
HRR232707_f1.fastq.gz,1
HRR232707_r2.fastq.gz,1
HRR232708_f1.fastq.gz,1
HRR232708_r2.fastq.gz,1
HRR232709_f1.fastq.gz,1
HRR232709_r2.fastq.gz,1
HRR232710_f1.fastq.gz,1
HRR232710_r2.fastq.gz,1
HRR232711_f1.fastq.gz,1
HRR232711_r2.fastq.gz,1
HRR232712_f1.fastq.gz,1
HRR232712_r2.fastq.gz,1
HRR232713_f1.fastq.gz,1
HRR232713_r2.fastq.gz,1
HRR232714_f1.fastq.gz,1
HRR232714_r2.fastq.gz,1
HRR232715_f1.fastq.gz,1
HRR232715_r2.fastq.gz,1
HRR232716_f1.fastq.gz,1
HRR232716_r2.fastq.gz,1
HRR232717_f1.fastq.gz,1
HRR232717_r2.fastq.gz,1
HRR232718_f1.fastq.gz,1
HRR232718_r2.fastq.gz,1
HRR232719_f1.fastq.gz,1
HRR232719_r2.fastq.gz,1
HRR232720_f1.fastq.gz,1
HRR232720_r2.fastq.gz,1
HRR232721_f1.fastq.gz,1
HRR232721_r2.fastq.gz,1
HRR232722_f1.fastq.gz,1
HRR232722_r2.fastq.gz,1
HRR232723_f1.fastq.gz,1
HRR232723_r2.fastq.gz,1
HRR232724_f1.fastq.gz,1
HRR232724_r2.fastq.gz,1
HRR232725_f1.fastq.gz,1
HRR232725_r2.fastq.gz,1
HRR232726_f1.fastq.gz,1
HRR232726_r2.fastq.gz,1
HRR232727_f1.fastq.gz,1
HRR232727_r2.fastq.gz,1
HRR232728_f1.fastq.gz,1
HRR232728_r2.fastq.gz,1
HRR232729_f1.fastq.gz,1
HRR232729_r2.fastq.gz,1
HRR232730_f1.fastq.gz,1
HRR232730_r2.fastq.gz,1
HRR232731_f1.fastq.gz,1
HRR232731_r2.fastq.gz,1
HRR232732_f1.fastq.gz,1
HRR232732_r2.fastq.gz,1
HRR232733_f1.fastq.gz,1
HRR232733_r2.fastq.gz,1
HRR232734_f1.fastq.gz,1
HRR232734_r2.fastq.gz,1
HRR232735_f1.fastq.gz,1
HRR232735_r2.fastq.gz,1
HRR232736_f1.fastq.gz,1
HRR232736_r2.fastq.gz,1
HRR232737_f1.fastq.gz,1
HRR232737_r2.fastq.gz,1
HRR232738_f1.fastq.gz,1
HRR232738_r2.fastq.gz,1
HRR232739_f1.fastq.gz,1
HRR232739_r2.fastq.gz,1
HRR232740_f1.fastq.gz,1
HRR232740_r2.fastq.gz,1
HRR232741_f1.fastq.gz,1
HRR232741_r2.fastq.gz,1
HRR232742_f1.fastq.gz,1
HRR232742_r2.fastq.gz,1
HRR232743_f1.fastq.gz,1
HRR232743_r2.fastq.gz,1
HRR232744_f1.fastq.gz,1
HRR232744_r2.fastq.gz,1
HRR232745_f1.fastq.gz,1
HRR232745_r2.fastq.gz,1
HRR232746_f1.fastq.gz,1
HRR232746_r2.fastq.gz,1
HRR232747_f1.fastq.gz,1
HRR232747_r2.fastq.gz,1
HRR232748_f1.fastq.gz,1
HRR232748_r2.fastq.gz,1
HRR232749_f1.fastq.gz,1
HRR232749_r2.fastq.gz,1
HRR232750_f1.fastq.gz,1
HRR232750_r2.fastq.gz,1
HRR232751_f1.fastq.gz,1
HRR232751_r2.fastq.gz,1
HRR232752_f1.fastq.gz,1
HRR232752_r2.fastq.gz,1
HRR232753_f1.fastq.gz,1
HRR232753_r2.fastq.gz,1
HRR232754_f1.fastq.gz,1
HRR232754_r2.fastq.gz,1
HRR232755_f1.fastq.gz,1
HRR232755_r2.fastq.gz,1
HRR232756_f1.fastq.gz,1
HRR232756_r2.fastq.gz,1
HRR232757_f1.fastq.gz,1
HRR232757_r2.fastq.gz,1
HRR232758_f1.fastq.gz,1
HRR232758_r2.fastq.gz,1
HRR232759_f1.fastq.gz,1
HRR232759_r2.fastq.gz,1
HRR232760_f1.fastq.gz,1
HRR232760_r2.fastq.gz,1
HRR232761_f1.fastq.gz,1
HRR232761_r2.fastq.gz,1
HRR232762_f1.fastq.gz,1
HRR232762_r2.fastq.gz,1
HRR232763_f1.fastq.gz,1
HRR232763_r2.fastq.gz,1
HRR232764_f1.fastq.gz,1
HRR232764_r2.fastq.gz,1
HRR232765_f1.fastq.gz,1
HRR232765_r2.fastq.gz,1
HRR232766_f1.fastq.gz,1
HRR232766_r2.fastq.gz,1
HRR232767_f1.fastq.gz,1
HRR232767_r2.fastq.gz,1
HRR232768_f1.fastq.gz,1
HRR232768_r2.fastq.gz,1
HRR232769_f1.fastq.gz,1
HRR232769_r2.fastq.gz,1
HRR232770_f1.fastq.gz,1
HRR232770_r2.fastq.gz,1
HRR232771_f1.fastq.gz,1
HRR232771_r2.fastq.gz,1
HRR232772_f1.fastq.gz,1
HRR232772_r2.fastq.gz,1
HRR232773_f1.fastq.gz,1
HRR232773_r2.fastq.gz,1
HRR232774_f1.fastq.gz,1
HRR232774_r2.fastq.gz,1
HRR232775_f1.fastq.gz,1
HRR232775_r2.fastq.gz,1
HRR232776_f1.fastq.gz,1
HRR232776_r2.fastq.gz,1
HRR232777_f1.fastq.gz,1
HRR232777_r2.fastq.gz,1
HRR232778_f1.fastq.gz,1
HRR232778_r2.fastq.gz,1
HRR232779_f1.fastq.gz,1
HRR232779_r2.fastq.gz,1
HRR232780_f1.fastq.gz,1
HRR232780_r2.fastq.gz,1
HRR232781_f1.fastq.gz,1
HRR232781_r2.fastq.gz,1
HRR232782_f1.fastq.gz,1
HRR232782_r2.fastq.gz,1
HRR232783_f1.fastq.gz,1
HRR232783_r2.fastq.gz,1
HRR232784_f1.fastq.gz,1
HRR232784_r2.fastq.gz,1
HRR232785_f1.fastq.gz,1
HRR232785_r2.fastq.gz,1
HRR232786_f1.fastq.gz,1
HRR232786_r2.fastq.gz,1
HRR232787_f1.fastq.gz,1
HRR232787_r2.fastq.gz,1
HRR232788_f1.fastq.gz,1
HRR232788_r2.fastq.gz,1
HRR232789_f1.fastq.gz,1
HRR232789_r2.fastq.gz,1
HRR232790_f1.fastq.gz,1
HRR232790_r2.fastq.gz,1
HRR232791_f1.fastq.gz,1
HRR232791_r2.fastq.gz,1
HRR232792_f1.fastq.gz,1
HRR232792_r2.fastq.gz,1
HRR232793_f1.fastq.gz,1
HRR232793_r2.fastq.gz,1
HRR232794_f1.fastq.gz,1
HRR232794_r2.fastq.gz,1
HRR232795_f1.fastq.gz,1
HRR232795_r2.fastq.gz,1
HRR232796_f1.fastq.gz,1
HRR232796_r2.fastq.gz,1
HRR232797_f1.fastq.gz,1
HRR232797_r2.fastq.gz,1
HRR232798_f1.fastq.gz,1
HRR232798_r2.fastq.gz,1
HRR232799_f1.fastq.gz,1
HRR232799_r2.fastq.gz,1
HRR232800_f1.fastq.gz,1
HRR232800_r2.fastq.gz,1
HRR232801_f1.fastq.gz,1
HRR232801_r2.fastq.gz,1
HRR232802_f1.fastq.gz,1
HRR232802_r2.fastq.gz,1
HRR232803_f1.fastq.gz,1
HRR232803_r2.fastq.gz,1
HRR232804_f1.fastq.gz,1
HRR232804_r2.fastq.gz,1
HRR232805_f1.fastq.gz,1
HRR232805_r2.fastq.gz,1
HRR232806_f1.fastq.gz,1
HRR232806_r2.fastq.gz,1
HRR232807_f1.fastq.gz,1
HRR232807_r2.fastq.gz,1
HRR232808_f1.fastq.gz,1
HRR232808_r2.fastq.gz,1
HRR232809_f1.fastq.gz,1
HRR232809_r2.fastq.gz,1
HRR232810_f1.fastq.gz,1
HRR232810_r2.fastq.gz,1
HRR232811_f1.fastq.gz,1
HRR232811_r2.fastq.gz,1
HRR232812_f1.fastq.gz,1
HRR232812_r2.fastq.gz,1
HRR232813_f1.fastq.gz,1
HRR232813_r2.fastq.gz,1
HRR232814_f1.fastq.gz,1
HRR232814_r2.fastq.gz,1
HRR232815_f1.fastq.gz,1
HRR232815_r2.fastq.gz,1
HRR232816_f1.fastq.gz,1
HRR232816_r2.fastq.gz,1
HRR232817_f1.fastq.gz,1
HRR232817_r2.fastq.gz,1
HRR232818_f1.fastq.gz,1
HRR232818_r2.fastq.gz,1
HRR232819_f1.fastq.gz,1
HRR232819_r2.fastq.gz,1
HRR232820_f1.fastq.gz,1
HRR232820_r2.fastq.gz,1
HRR232821_f1.fastq.gz,1
HRR232821_r2.fastq.gz,1
HRR232822_f1.fastq.gz,1
HRR232822_r2.fastq.gz,1
HRR232823_f1.fastq.gz,1
HRR232823_r2.fastq.gz,1
HRR232824_f1.fastq.gz,1
HRR232824_r2.fastq.gz,1
HRR232825_f1.fastq.gz,1
HRR232825_r2.fastq.gz,1
HRR232826_f1.fastq.gz,1
HRR232826_r2.fastq.gz,1
HRR232827_f1.fastq.gz,1
HRR232827_r2.fastq.gz,1
HRR232828_f1.fastq.gz,1
HRR232828_r2.fastq.gz,1
HRR232829_f1.fastq.gz,1
HRR232829_r2.fastq.gz,1
HRR232830_f1.fastq.gz,1
HRR232830_r2.fastq.gz,1
HRR232831_f1.fastq.gz,1
HRR232831_r2.fastq.gz,1
HRR232832_f1.fastq.gz,1
HRR232832_r2.fastq.gz,1
HRR232833_f1.fastq.gz,1
HRR232833_r2.fastq.gz,1
HRR232834_f1.fastq.gz,1
HRR232834_r2.fastq.gz,1
HRR232835_f1.fastq.gz,1
HRR232835_r2.fastq.gz,1
HRR232836_f1.fastq.gz,1
HRR232836_r2.fastq.gz,1
HRR232837_f1.fastq.gz,1
HRR232837_r2.fastq.gz,1
HRR232838_f1.fastq.gz,1
HRR232838_r2.fastq.gz,1
HRR232839_f1.fastq.gz,1
HRR232839_r2.fastq.gz,1
HRR232840_f1.fastq.gz,1
HRR232840_r2.fastq.gz,1
HRR232841_f1.fastq.gz,1
HRR232841_r2.fastq.gz,1
HRR232842_f1.fastq.gz,1
HRR232842_r2.fastq.gz,1
HRR232843_f1.fastq.gz,1
HRR232843_r2.fastq.gz,1
HRR232844_f1.fastq.gz,1
HRR232844_r2.fastq.gz,1
HRR232845_f1.fastq.gz,1
HRR232845_r2.fastq.gz,1
HRR232846_f1.fastq.gz,1
HRR232846_r2.fastq.gz,1
HRR232847_f1.fastq.gz,1
HRR232847_r2.fastq.gz,1
HRR232848_f1.fastq.gz,1
HRR232848_r2.fastq.gz,1
HRR232849_f1.fastq.gz,1
HRR232849_r2.fastq.gz,1
HRR232850_f1.fastq.gz,1
HRR232850_r2.fastq.gz,1
HRR232851_f1.fastq.gz,1
HRR232851_r2.fastq.gz,1
HRR232852_f1.fastq.gz,1
HRR232852_r2.fastq.gz,1
HRR232853_f1.fastq.gz,1
HRR232853_r2.fastq.gz,1
HRR232854_f1.fastq.gz,1
HRR232854_r2.fastq.gz,1
HRR232855_f1.fastq.gz,1
HRR232855_r2.fastq.gz,1
HRR232856_f1.fastq.gz,1
HRR232856_r2.fastq.gz,1
HRR232857_f1.fastq.gz,1
HRR232857_r2.fastq.gz,1
HRR232858_f1.fastq.gz,1
HRR232858_r2.fastq.gz,1
HRR232859_f1.fastq.gz,1
HRR232859_r2.fastq.gz,1
HRR232860_f1.fastq.gz,1
HRR232860_r2.fastq.gz,1
HRR232861_f1.fastq.gz,1
HRR232861_r2.fastq.gz,1
HRR232862_f1.fastq.gz,1
HRR232862_r2.fastq.gz,1
HRR232863_f1.fastq.gz,1
HRR232863_r2.fastq.gz,1
HRR232864_f1.fastq.gz,1
HRR232864_r2.fastq.gz,1
HRR232865_f1.fastq.gz,1
HRR232865_r2.fastq.gz,1
HRR232866_f1.fastq.gz,1
HRR232866_r2.fastq.gz,1
HRR232867_f1.fastq.gz,1
HRR232867_r2.fastq.gz,1
HRR232868_f1.fastq.gz,1
HRR232868_r2.fastq.gz,1
HRR232869_f1.fastq.gz,1
HRR232869_r2.fastq.gz,1
HRR232870_f1.fastq.gz,1
HRR232870_r2.fastq.gz,1
HRR232871_f1.fastq.gz,1
HRR232871_r2.fastq.gz,1
HRR232872_f1.fastq.gz,1
HRR232872_r2.fastq.gz,1
HRR232873_f1.fastq.gz,1
HRR232873_r2.fastq.gz,1
HRR232874_f1.fastq.gz,1
HRR232874_r2.fastq.gz,1
HRR232875_f1.fastq.gz,1
HRR232875_r2.fastq.gz,1
HRR232876_f1.fastq.gz,1
HRR232876_r2.fastq.gz,1
HRR232877_f1.fastq.gz,1
HRR232877_r2.fastq.gz,1
HRR232878_f1.fastq.gz,1
HRR232878_r2.fastq.gz,1
HRR232879_f1.fastq.gz,1
HRR232879_r2.fastq.gz,1
HRR232880_f1.fastq.gz,1
HRR232880_r2.fastq.gz,1
HRR232881_f1.fastq.gz,1
HRR232881_r2.fastq.gz,1
HRR232882_f1.fastq.gz,1
HRR232882_r2.fastq.gz,1
HRR232883_f1.fastq.gz,1
HRR232883_r2.fastq.gz,1
HRR232884_f1.fastq.gz,1
HRR232884_r2.fastq.gz,1
HRR232885_f1.fastq.gz,1
HRR232885_r2.fastq.gz,1
HRR232886_f1.fastq.gz,1
HRR232886_r2.fastq.gz,1
HRR232887_f1.fastq.gz,1
HRR232887_r2.fastq.gz,1
HRR232888_f1.fastq.gz,1
HRR232888_r2.fastq.gz,1
HRR232889_f1.fastq.gz,1
HRR232889_r2.fastq.gz,1
HRR232890_f1.fastq.gz,1
HRR232890_r2.fastq.gz,1
HRR232891_f1.fastq.gz,1
HRR232891_r2.fastq.gz,1
HRR232892_f1.fastq.gz,1
HRR232892_r2.fastq.gz,1
HRR232893_f1.fastq.gz,1
HRR232893_r2.fastq.gz,1
HRR232894_f1.fastq.gz,1
HRR232894_r2.fastq.gz,1
HRR232895_f1.fastq.gz,1
HRR232895_r2.fastq.gz,1
HRR232896_f1.fastq.gz,1
HRR232896_r2.fastq.gz,1
HRR232897_f1.fastq.gz,1
HRR232897_r2.fastq.gz,1
HRR232898_f1.fastq.gz,1
HRR232898_r2.fastq.gz,1
HRR232899_f1.fastq.gz,1
HRR232899_r2.fastq.gz,1
HRR232900_f1.fastq.gz,1
HRR232900_r2.fastq.gz,1
HRR232901_f1.fastq.gz,1
HRR232901_r2.fastq.gz,1
HRR232902_f1.fastq.gz,1
HRR232902_r2.fastq.gz,1
HRR232903_f1.fastq.gz,1
HRR232903_r2.fastq.gz,1
HRR232904_f1.fastq.gz,1
HRR232904_r2.fastq.gz,1
HRR232905_f1.fastq.gz,1
HRR232905_r2.fastq.gz,1
HRR232906_f1.fastq.gz,1
HRR232906_r2.fastq.gz,1
HRR232907_f1.fastq.gz,1
HRR232907_r2.fastq.gz,1
HRR232908_f1.fastq.gz,1
HRR232908_r2.fastq.gz,1
HRR232909_f1.fastq.gz,1
HRR232909_r2.fastq.gz,1
HRR232910_f1.fastq.gz,1
HRR232910_r2.fastq.gz,1
HRR232911_f1.fastq.gz,1
HRR232911_r2.fastq.gz,1
HRR232912_f1.fastq.gz,1
HRR232912_r2.fastq.gz,1
HRR232913_f1.fastq.gz,1
HRR232913_r2.fastq.gz,1
HRR232914_f1.fastq.gz,1
HRR232914_r2.fastq.gz,1
HRR232915_f1.fastq.gz,1
HRR232915_r2.fastq.gz,1
HRR232916_f1.fastq.gz,1
HRR232916_r2.fastq.gz,1
HRR232917_f1.fastq.gz,1
HRR232917_r2.fastq.gz,1
HRR232918_f1.fastq.gz,1
HRR232918_r2.fastq.gz,1
HRR232919_f1.fastq.gz,1
HRR232919_r2.fastq.gz,1
HRR232920_f1.fastq.gz,1
HRR232920_r2.fastq.gz,1
HRR232921_f1.fastq.gz,1
HRR232921_r2.fastq.gz,1
HRR232922_f1.fastq.gz,1
HRR232922_r2.fastq.gz,1
HRR232923_f1.fastq.gz,1
HRR232923_r2.fastq.gz,1
HRR232924_f1.fastq.gz,1
HRR232924_r2.fastq.gz,1
HRR232925_f1.fastq.gz,1
HRR232925_r2.fastq.gz,1
HRR232926_f1.fastq.gz,1
HRR232926_r2.fastq.gz,1
HRR232927_f1.fastq.gz,1
HRR232927_r2.fastq.gz,1
HRR232928_f1.fastq.gz,1
HRR232928_r2.fastq.gz,1
HRR232929_f1.fastq.gz,1
HRR232929_r2.fastq.gz,1
HRR232930_f1.fastq.gz,1
HRR232930_r2.fastq.gz,1
HRR232931_f1.fastq.gz,1
HRR232931_r2.fastq.gz,1
HRR232932_f1.fastq.gz,1
HRR232932_r2.fastq.gz,1
HRR232933_f1.fastq.gz,1
HRR232933_r2.fastq.gz,1
HRR232934_f1.fastq.gz,1
HRR232934_r2.fastq.gz,1
HRR232935_f1.fastq.gz,1
HRR232935_r2.fastq.gz,1
HRR232936_f1.fastq.gz,1
HRR232936_r2.fastq.gz,1
HRR232937_f1.fastq.gz,1
HRR232937_r2.fastq.gz,1
HRR232938_f1.fastq.gz,1
HRR232938_r2.fastq.gz,1
HRR232939_f1.fastq.gz,1
HRR232939_r2.fastq.gz,1
HRR232940_f1.fastq.gz,1
HRR232940_r2.fastq.gz,1
HRR232941_f1.fastq.gz,1
HRR232941_r2.fastq.gz,1
HRR232942_f1.fastq.gz,1
HRR232942_r2.fastq.gz,1
HRR232943_f1.fastq.gz,1
HRR232943_r2.fastq.gz,1
HRR232944_f1.fastq.gz,1
HRR232944_r2.fastq.gz,1
HRR232945_f1.fastq.gz,1
HRR232945_r2.fastq.gz,1
HRR232946_f1.fastq.gz,1
HRR232946_r2.fastq.gz,1
HRR232947_f1.fastq.gz,1
HRR232947_r2.fastq.gz,1
HRR232948_f1.fastq.gz,1
HRR232948_r2.fastq.gz,1
HRR232949_f1.fastq.gz,1
HRR232949_r2.fastq.gz,1
HRR232950_f1.fastq.gz,1
HRR232950_r2.fastq.gz,1
HRR232951_f1.fastq.gz,1
HRR232951_r2.fastq.gz,1
HRR232952_f1.fastq.gz,1
HRR232952_r2.fastq.gz,1
HRR232953_f1.fastq.gz,1
HRR232953_r2.fastq.gz,1
HRR232954_f1.fastq.gz,1
HRR232954_r2.fastq.gz,1
HRR232955_f1.fastq.gz,1
HRR232955_r2.fastq.gz,1
HRR232956_f1.fastq.gz,1
HRR232956_r2.fastq.gz,1
HRR232957_f1.fastq.gz,1
HRR232957_r2.fastq.gz,1
HRR232958_f1.fastq.gz,1
HRR232958_r2.fastq.gz,1
HRR232959_f1.fastq.gz,1
HRR232959_r2.fastq.gz,1
HRR232960_f1.fastq.gz,1
HRR232960_r2.fastq.gz,1
HRR232961_f1.fastq.gz,1
HRR232961_r2.fastq.gz,1
HRR232962_f1.fastq.gz,1
HRR232962_r2.fastq.gz,1
HRR232963_f1.fastq.gz,1
HRR232963_r2.fastq.gz,1
HRR232964_f1.fastq.gz,1
HRR232964_r2.fastq.gz,1
HRR232965_f1.fastq.gz,1
HRR232965_r2.fastq.gz,1
HRR232966_f1.fastq.gz,1
HRR232966_r2.fastq.gz,1
HRR232967_f1.fastq.gz,1
HRR232967_r2.fastq.gz,1
HRR232968_f1.fastq.gz,1
HRR232968_r2.fastq.gz,1
HRR232969_f1.fastq.gz,1
HRR232969_r2.fastq.gz,1
HRR232970_f1.fastq.gz,1
HRR232970_r2.fastq.gz,1
HRR232971_f1.fastq.gz,1
HRR232971_r2.fastq.gz,1
HRR232972_f1.fastq.gz,1
HRR232972_r2.fastq.gz,1
HRR232973_f1.fastq.gz,1
HRR232973_r2.fastq.gz,1
HRR232974_f1.fastq.gz,1
HRR232974_r2.fastq.gz,1
HRR232975_f1.fastq.gz,1
HRR232975_r2.fastq.gz,1
HRR232976_f1.fastq.gz,1
HRR232976_r2.fastq.gz,1
HRR232977_f1.fastq.gz,1
HRR232977_r2.fastq.gz,1
HRR232978_f1.fastq.gz,1
HRR232978_r2.fastq.gz,1
HRR232979_f1.fastq.gz,1
HRR232979_r2.fastq.gz,1
HRR232980_f1.fastq.gz,1
HRR232980_r2.fastq.gz,1
HRR232981_f1.fastq.gz,1
HRR232981_r2.fastq.gz,1
HRR232982_f1.fastq.gz,1
HRR232982_r2.fastq.gz,1
HRR232983_f1.fastq.gz,1
HRR232983_r2.fastq.gz,1
HRR232984_f1.fastq.gz,1
HRR232984_r2.fastq.gz,1
HRR232985_f1.fastq.gz,1
HRR232985_r2.fastq.gz,1
HRR232986_f1.fastq.gz,1
HRR232986_r2.fastq.gz,1
HRR232987_f1.fastq.gz,1
HRR232987_r2.fastq.gz,1
HRR232988_f1.fastq.gz,1
HRR232988_r2.fastq.gz,1
HRR232989_f1.fastq.gz,1
HRR232989_r2.fastq.gz,1
HRR232990_f1.fastq.gz,1
HRR232990_r2.fastq.gz,1
HRR232991_f1.fastq.gz,1
HRR232991_r2.fastq.gz,1
HRR232992_f1.fastq.gz,1
HRR232992_r2.fastq.gz,1
HRR232993_f1.fastq.gz,1
HRR232993_r2.fastq.gz,1
HRR232994_f1.fastq.gz,1
HRR232994_r2.fastq.gz,1
HRR232995_f1.fastq.gz,1
HRR232995_r2.fastq.gz,1
HRR232996_f1.fastq.gz,1
HRR232996_r2.fastq.gz,1
HRR232997_f1.fastq.gz,1
HRR232997_r2.fastq.gz,1
HRR232998_f1.fastq.gz,1
HRR232998_r2.fastq.gz,1
HRR232999_f1.fastq.gz,1
HRR232999_r2.fastq.gz,1
HRR233000_f1.fastq.gz,1
HRR233000_r2.fastq.gz,1
HRR233001_f1.fastq.gz,1
HRR233001_r2.fastq.gz,1
HRR233002_f1.fastq.gz,1
HRR233002_r2.fastq.gz,1
HRR233003_f1.fastq.gz,1
HRR233003_r2.fastq.gz,1
HRR233004_f1.fastq.gz,1
HRR233004_r2.fastq.gz,1
HRR233005_f1.fastq.gz,1
HRR233005_r2.fastq.gz,1
HRR233006_f1.fastq.gz,1
HRR233006_r2.fastq.gz,1
HRR233007_f1.fastq.gz,1
HRR233007_r2.fastq.gz,1
HRR233008_f1.fastq.gz,1
HRR233008_r2.fastq.gz,1
HRR233009_f1.fastq.gz,1
HRR233009_r2.fastq.gz,1
HRR233010_f1.fastq.gz,1
HRR233010_r2.fastq.gz,1
HRR233011_f1.fastq.gz,1
HRR233011_r2.fastq.gz,1
HRR233012_f1.fastq.gz,1
HRR233012_r2.fastq.gz,1
HRR233013_f1.fastq.gz,1
HRR233013_r2.fastq.gz,1
HRR233014_f1.fastq.gz,1
HRR233014_r2.fastq.gz,1
HRR233015_f1.fastq.gz,1
HRR233015_r2.fastq.gz,1
HRR233016_f1.fastq.gz,1
HRR233016_r2.fastq.gz,1
HRR233017_f1.fastq.gz,1
HRR233017_r2.fastq.gz,1
HRR233018_f1.fastq.gz,1
HRR233018_r2.fastq.gz,1
HRR233019_f1.fastq.gz,1
HRR233019_r2.fastq.gz,1
HRR233020_f1.fastq.gz,1
HRR233020_r2.fastq.gz,1
HRR233021_f1.fastq.gz,1
HRR233021_r2.fastq.gz,1
HRR233022_f1.fastq.gz,1
HRR233022_r2.fastq.gz,1
HRR233023_f1.fastq.gz,1
HRR233023_r2.fastq.gz,1
HRR233024_f1.fastq.gz,1
HRR233024_r2.fastq.gz,1
HRR233025_f1.fastq.gz,1
HRR233025_r2.fastq.gz,1
HRR233026_f1.fastq.gz,1
HRR233026_r2.fastq.gz,1
HRR233027_f1.fastq.gz,1
HRR233027_r2.fastq.gz,1
HRR233028_f1.fastq.gz,1
HRR233028_r2.fastq.gz,1
HRR233029_f1.fastq.gz,1
HRR233029_r2.fastq.gz,1
HRR233030_f1.fastq.gz,1
HRR233030_r2.fastq.gz,1
HRR233031_f1.fastq.gz,1
HRR233031_r2.fastq.gz,1
HRR233032_f1.fastq.gz,1
HRR233032_r2.fastq.gz,1
HRR233033_f1.fastq.gz,1
HRR233033_r2.fastq.gz,1
HRR233034_f1.fastq.gz,1
HRR233034_r2.fastq.gz,1
HRR233035_f1.fastq.gz,1
HRR233035_r2.fastq.gz,1
HRR233036_f1.fastq.gz,1
HRR233036_r2.fastq.gz,1
HRR233037_f1.fastq.gz,1
HRR233037_r2.fastq.gz,1
HRR233038_f1.fastq.gz,1
HRR233038_r2.fastq.gz,1
HRR233039_f1.fastq.gz,1
HRR233039_r2.fastq.gz,1
HRR233040_f1.fastq.gz,1
HRR233040_r2.fastq.gz,1
HRR233041_f1.fastq.gz,1
HRR233041_r2.fastq.gz,1
HRR233042_f1.fastq.gz,1
HRR233042_r2.fastq.gz,1
HRR233043_f1.fastq.gz,1
HRR233043_r2.fastq.gz,1
HRR233044_f1.fastq.gz,1
HRR233044_r2.fastq.gz,1
HRR233045_f1.fastq.gz,1
HRR233045_r2.fastq.gz,1
HRR233046_f1.fastq.gz,1
HRR233046_r2.fastq.gz,1
HRR233047_f1.fastq.gz,1
HRR233047_r2.fastq.gz,1
HRR233048_f1.fastq.gz,1
HRR233048_r2.fastq.gz,1
HRR233049_f1.fastq.gz,1
HRR233049_r2.fastq.gz,1
HRR233050_f1.fastq.gz,1
HRR233050_r2.fastq.gz,1
HRR233051_f1.fastq.gz,1
HRR233051_r2.fastq.gz,1
HRR233052_f1.fastq.gz,1
HRR233052_r2.fastq.gz,1
HRR233053_f1.fastq.gz,1
HRR233053_r2.fastq.gz,1
HRR233054_f1.fastq.gz,1
HRR233054_r2.fastq.gz,1
HRR233055_f1.fastq.gz,1
HRR233055_r2.fastq.gz,1
HRR233056_f1.fastq.gz,1
HRR233056_r2.fastq.gz,1
HRR233057_f1.fastq.gz,1
HRR233057_r2.fastq.gz,1
