files,format
HRR027517_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027517/HRR027517_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027517_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027517/HRR027517_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027518_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027518/HRR027518_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027518_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027518/HRR027518_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027519_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027519/HRR027519_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027519_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027519/HRR027519_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027520_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027520/HRR027520_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027520_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027520/HRR027520_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027521_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027521/HRR027521_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027521_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027521/HRR027521_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027522_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027522/HRR027522_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027522_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027522/HRR027522_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027523_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027523/HRR027523_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027523_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027523/HRR027523_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027524_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027524/HRR027524_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027524_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027524/HRR027524_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027525_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027525/HRR027525_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027525_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027525/HRR027525_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027526_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027526/HRR027526_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027526_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027526/HRR027526_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027527_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027527/HRR027527_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027527_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027527/HRR027527_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027528_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027528/HRR027528_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027528_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027528/HRR027528_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027529_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027529/HRR027529_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027529_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027529/HRR027529_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027530_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027530/HRR027530_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027530_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027530/HRR027530_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027531_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027531/HRR027531_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027531_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027531/HRR027531_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027532_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027532/HRR027532_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027532_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027532/HRR027532_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027533_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027533/HRR027533_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027533_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027533/HRR027533_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027534_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027534/HRR027534_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027534_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027534/HRR027534_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027535_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027535/HRR027535_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027535_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027535/HRR027535_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027536_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027536/HRR027536_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027536_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027536/HRR027536_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027537_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027537/HRR027537_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027537_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027537/HRR027537_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027538_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027538/HRR027538_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027538_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027538/HRR027538_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027539_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027539/HRR027539_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027539_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027539/HRR027539_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027540_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027540/HRR027540_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027540_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027540/HRR027540_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027541_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027541/HRR027541_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027541_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027541/HRR027541_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027542_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027542/HRR027542_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027542_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027542/HRR027542_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027543_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027543/HRR027543_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027543_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027543/HRR027543_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027544_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027544/HRR027544_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027544_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027544/HRR027544_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027545_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027545/HRR027545_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027545_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027545/HRR027545_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027546_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027546/HRR027546_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027546_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027546/HRR027546_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027547_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027547/HRR027547_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027547_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027547/HRR027547_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027548_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027548/HRR027548_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027548_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027548/HRR027548_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027549_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027549/HRR027549_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027549_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027549/HRR027549_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027550_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027550/HRR027550_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027550_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027550/HRR027550_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027551_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027551/HRR027551_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027551_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027551/HRR027551_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027552_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027552/HRR027552_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027552_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027552/HRR027552_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027553_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027553/HRR027553_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027553_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027553/HRR027553_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027554_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027554/HRR027554_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027554_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027554/HRR027554_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027555_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027555/HRR027555_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027555_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027555/HRR027555_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027556_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027556/HRR027556_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027556_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027556/HRR027556_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027557_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027557/HRR027557_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027557_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027557/HRR027557_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027558_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027558/HRR027558_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027558_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027558/HRR027558_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027559_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027559/HRR027559_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027559_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027559/HRR027559_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027560_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027560/HRR027560_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027560_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027560/HRR027560_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027561_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027561/HRR027561_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027561_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027561/HRR027561_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027562_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027562/HRR027562_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027562_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027562/HRR027562_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027563_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027563/HRR027563_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027563_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027563/HRR027563_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027564_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027564/HRR027564_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027564_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027564/HRR027564_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027565_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027565/HRR027565_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027565_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027565/HRR027565_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027566_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027566/HRR027566_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027566_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027566/HRR027566_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027567_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027567/HRR027567_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027567_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027567/HRR027567_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027568_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027568/HRR027568_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027568_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027568/HRR027568_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027569_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027569/HRR027569_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027569_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027569/HRR027569_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027570_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027570/HRR027570_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027570_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027570/HRR027570_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027571_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027571/HRR027571_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027571_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027571/HRR027571_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027572_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027572/HRR027572_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027572_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027572/HRR027572_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027573_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027573/HRR027573_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027573_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027573/HRR027573_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027574_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027574/HRR027574_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027574_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027574/HRR027574_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027575_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027575/HRR027575_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027575_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027575/HRR027575_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027576_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027576/HRR027576_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027576_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027576/HRR027576_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027577_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027577/HRR027577_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027577_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027577/HRR027577_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027578_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027578/HRR027578_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027578_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027578/HRR027578_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027579_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027579/HRR027579_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027579_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027579/HRR027579_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027580_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027580/HRR027580_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027580_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027580/HRR027580_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027581_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027581/HRR027581_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027581_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027581/HRR027581_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027582_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027582/HRR027582_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027582_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027582/HRR027582_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027583_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027583/HRR027583_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027583_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027583/HRR027583_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027584_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027584/HRR027584_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027584_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027584/HRR027584_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027585_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027585/HRR027585_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027585_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027585/HRR027585_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027586_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027586/HRR027586_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027586_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027586/HRR027586_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027587_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027587/HRR027587_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027587_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027587/HRR027587_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027588_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027588/HRR027588_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027588_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027588/HRR027588_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027589_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027589/HRR027589_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027589_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027589/HRR027589_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027590_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027590/HRR027590_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027590_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027590/HRR027590_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027591_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027591/HRR027591_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027591_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027591/HRR027591_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027592_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027592/HRR027592_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027592_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027592/HRR027592_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027593_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027593/HRR027593_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027593_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027593/HRR027593_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027594_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027594/HRR027594_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027594_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027594/HRR027594_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027595_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027595/HRR027595_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027595_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027595/HRR027595_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027596_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027596/HRR027596_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027596_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027596/HRR027596_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027597_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027597/HRR027597_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027597_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027597/HRR027597_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027598_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027598/HRR027598_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027598_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027598/HRR027598_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027599_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027599/HRR027599_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027599_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027599/HRR027599_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027600_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027600/HRR027600_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027600_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027600/HRR027600_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027601_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027601/HRR027601_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027601_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027601/HRR027601_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027602_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027602/HRR027602_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027602_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027602/HRR027602_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR027603_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027603/HRR027603_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR027603_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000087/HRR027603/HRR027603_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
