files,format
HRR366735_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366735/HRR366735_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366735_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366735/HRR366735_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366736_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366736/HRR366736_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366736_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366736/HRR366736_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366737_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366737/HRR366737_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366737_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366737/HRR366737_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366738_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366738/HRR366738_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366738_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366738/HRR366738_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366739_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366739/HRR366739_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366739_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366739/HRR366739_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366740_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366740/HRR366740_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366740_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366740/HRR366740_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366741_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366741/HRR366741_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366741_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366741/HRR366741_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366742_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366742/HRR366742_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366742_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366742/HRR366742_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366743_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366743/HRR366743_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366743_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366743/HRR366743_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366744_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366744/HRR366744_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366744_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366744/HRR366744_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366711_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366711/HRR366711_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366711_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366711/HRR366711_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366712_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366712/HRR366712_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366712_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366712/HRR366712_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366713_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366713/HRR366713_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366713_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366713/HRR366713_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366714_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366714/HRR366714_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366714_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366714/HRR366714_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366715_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366715/HRR366715_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366715_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366715/HRR366715_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366745_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366745/HRR366745_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366745_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366745/HRR366745_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366746_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366746/HRR366746_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366746_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366746/HRR366746_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366747_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366747/HRR366747_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366747_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366747/HRR366747_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366748_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366748/HRR366748_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366748_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366748/HRR366748_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366749_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366749/HRR366749_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366749_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366749/HRR366749_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366750_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366750/HRR366750_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366750_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366750/HRR366750_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366751_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366751/HRR366751_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366751_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366751/HRR366751_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366752_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366752/HRR366752_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366752_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366752/HRR366752_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366753_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366753/HRR366753_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366753_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366753/HRR366753_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366754_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366754/HRR366754_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366754_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366754/HRR366754_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366755_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366755/HRR366755_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366755_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366755/HRR366755_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365657_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365657/HRR365657_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365657_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365657/HRR365657_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365658_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365658/HRR365658_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365658_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365658/HRR365658_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365659_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365659/HRR365659_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365659_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365659/HRR365659_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365660_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365660/HRR365660_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365660_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365660/HRR365660_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365661_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365661/HRR365661_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365661_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365661/HRR365661_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366756_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366756/HRR366756_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366756_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366756/HRR366756_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366757_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366757/HRR366757_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366757_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366757/HRR366757_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365662_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365662/HRR365662_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365662_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365662/HRR365662_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365663_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365663/HRR365663_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365663_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365663/HRR365663_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365664_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365664/HRR365664_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365664_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365664/HRR365664_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365665_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365665/HRR365665_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365665_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365665/HRR365665_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365667_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365667/HRR365667_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365667_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365667/HRR365667_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365666_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365666/HRR365666_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365666_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365666/HRR365666_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365669_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365669/HRR365669_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365669_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365669/HRR365669_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365668_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365668/HRR365668_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365668_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365668/HRR365668_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365671_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365671/HRR365671_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365671_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365671/HRR365671_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365670_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365670/HRR365670_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365670_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365670/HRR365670_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365672_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365672/HRR365672_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365672_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365672/HRR365672_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366758_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366758/HRR366758_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366758_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366758/HRR366758_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365673_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365673/HRR365673_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365673_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365673/HRR365673_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365674_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365674/HRR365674_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365674_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365674/HRR365674_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365675_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365675/HRR365675_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365675_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365675/HRR365675_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365676_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365676/HRR365676_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365676_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365676/HRR365676_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365677_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365677/HRR365677_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365677_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365677/HRR365677_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365678_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365678/HRR365678_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365678_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365678/HRR365678_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365679_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365679/HRR365679_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365679_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365679/HRR365679_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365681_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365681/HRR365681_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365681_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365681/HRR365681_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365680_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365680/HRR365680_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365680_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365680/HRR365680_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365683_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365683/HRR365683_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365683_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365683/HRR365683_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365682_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365682/HRR365682_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365682_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365682/HRR365682_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365685_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365685/HRR365685_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365685_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365685/HRR365685_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365684_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365684/HRR365684_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365684_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365684/HRR365684_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365687_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365687/HRR365687_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365687_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365687/HRR365687_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365686_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365686/HRR365686_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365686_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365686/HRR365686_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365688_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365688/HRR365688_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365688_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365688/HRR365688_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366759_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366759/HRR366759_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366759_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366759/HRR366759_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365689_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365689/HRR365689_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365689_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365689/HRR365689_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR366760_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366760/HRR366760_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR366760_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366760/HRR366760_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365691_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365691/HRR365691_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365691_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365691/HRR365691_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365690_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365690/HRR365690_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365690_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365690/HRR365690_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365693_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365693/HRR365693_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365693_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365693/HRR365693_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365692_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365692/HRR365692_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365692_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365692/HRR365692_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365695_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365695/HRR365695_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365695_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365695/HRR365695_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365694_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365694/HRR365694_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365694_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365694/HRR365694_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365697_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365697/HRR365697_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365697_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365697/HRR365697_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365696_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365696/HRR365696_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365696_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365696/HRR365696_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365699_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365699/HRR365699_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365699_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365699/HRR365699_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365698_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365698/HRR365698_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365698_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365698/HRR365698_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365700_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365700/HRR365700_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365700_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365700/HRR365700_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365701_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365701/HRR365701_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365701_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365701/HRR365701_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365702_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365702/HRR365702_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365702_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365702/HRR365702_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365704_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365704/HRR365704_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365704_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365704/HRR365704_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365703_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365703/HRR365703_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365703_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365703/HRR365703_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365706_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365706/HRR365706_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365706_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365706/HRR365706_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365705_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365705/HRR365705_f1.fq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365705_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR365705/HRR365705_r2.fq.gz,RAW_PAIRED_END_R2_FASTQ
HRR365708_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365708/HRR365708_f1.fastq.gz,RAW_PAIRED_END_R1_FASTQ
HRR365708_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR365708/HRR365708_r2.fastq.gz,RAW_PAIRED_END_R2_FASTQ
