files,modal
HRR234363_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234363/HRR234363_r2.fastq.gz,WES
HRR234365_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234365/HRR234365_f1.fastq.gz,WES
HRR234365_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234365/HRR234365_r2.fastq.gz,WES
HRR234367_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234367/HRR234367_f1.fastq.gz,WES
HRR234367_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234367/HRR234367_r2.fastq.gz,WES
HRR234369_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234369/HRR234369_f1.fastq.gz,WES
HRR234369_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234369/HRR234369_r2.fastq.gz,WES
HRR234370_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234370/HRR234370_f1.fastq.gz,WES
HRR234370_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234370/HRR234370_r2.fastq.gz,WES
HRR234373_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234373/HRR234373_f1.fastq.gz,WES
HRR234373_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234373/HRR234373_r2.fastq.gz,WES
HRR234375_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234375/HRR234375_f1.fastq.gz,WES
HRR234375_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234375/HRR234375_r2.fastq.gz,WES
HRR234377_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234377/HRR234377_f1.fastq.gz,WES
HRR234377_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234377/HRR234377_r2.fastq.gz,WES
HRR234379_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234379/HRR234379_f1.fastq.gz,WES
HRR234379_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234379/HRR234379_r2.fastq.gz,WES
HRR234381_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234381/HRR234381_f1.fastq.gz,WES
HRR234381_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234381/HRR234381_r2.fastq.gz,WES
HRR234383_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234383/HRR234383_f1.fastq.gz,WES
HRR234383_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234383/HRR234383_r2.fastq.gz,WES
HRR234385_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234385/HRR234385_f1.fastq.gz,WES
HRR234385_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234385/HRR234385_r2.fastq.gz,WES
HRR234387_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234387/HRR234387_f1.fastq.gz,WES
HRR234387_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234387/HRR234387_r2.fastq.gz,WES
HRR234389_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234389/HRR234389_f1.fastq.gz,WES
HRR234389_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234389/HRR234389_r2.fastq.gz,WES
HRR234391_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234391/HRR234391_f1.fastq.gz,WES
HRR234391_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234391/HRR234391_r2.fastq.gz,WES
HRR234393_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234393/HRR234393_f1.fastq.gz,WES
HRR234393_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234393/HRR234393_r2.fastq.gz,WES
HRR234395_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234395/HRR234395_f1.fastq.gz,WES
HRR234395_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234395/HRR234395_r2.fastq.gz,WES
HRR234397_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234397/HRR234397_f1.fastq.gz,WES
HRR234397_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234397/HRR234397_r2.fastq.gz,WES
HRR234399_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234399/HRR234399_f1.fastq.gz,WES
HRR234399_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234399/HRR234399_r2.fastq.gz,WES
HRR234401_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234401/HRR234401_f1.fastq.gz,WES
HRR234401_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234401/HRR234401_r2.fastq.gz,WES
HRR234403_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234403/HRR234403_f1.fastq.gz,WES
HRR234403_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234403/HRR234403_r2.fastq.gz,WES
HRR234405_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234405/HRR234405_f1.fastq.gz,WES
HRR234405_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234405/HRR234405_r2.fastq.gz,WES
HRR234407_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234407/HRR234407_f1.fastq.gz,WES
HRR234407_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234407/HRR234407_r2.fastq.gz,WES
HRR234409_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234409/HRR234409_f1.fastq.gz,WES
HRR234409_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234409/HRR234409_r2.fastq.gz,WES
HRR234411_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234411/HRR234411_f1.fastq.gz,WES
HRR234411_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234411/HRR234411_r2.fastq.gz,WES
HRR234413_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234413/HRR234413_f1.fastq.gz,WES
HRR234413_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234413/HRR234413_r2.fastq.gz,WES
HRR234415_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234415/HRR234415_f1.fastq.gz,WES
HRR234415_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234415/HRR234415_r2.fastq.gz,WES
HRR234416_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234416/HRR234416_f1.fastq.gz,WES
HRR234416_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234416/HRR234416_r2.fastq.gz,WES
HRR234419_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234419/HRR234419_f1.fastq.gz,WES
HRR234419_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234419/HRR234419_r2.fastq.gz,WES
HRR234421_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234421/HRR234421_f1.fastq.gz,WES
HRR234421_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234421/HRR234421_r2.fastq.gz,WES
HRR234423_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234423/HRR234423_f1.fastq.gz,WES
HRR234423_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234423/HRR234423_r2.fastq.gz,WES
HRR234424_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234424/HRR234424_f1.fastq.gz,WES
HRR234424_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234424/HRR234424_r2.fastq.gz,WES
HRR234427_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234427/HRR234427_f1.fastq.gz,WES
HRR234427_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234427/HRR234427_r2.fastq.gz,WES
HRR234429_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234429/HRR234429_f1.fastq.gz,WES
HRR234429_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234429/HRR234429_r2.fastq.gz,WES
HRR234431_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234431/HRR234431_f1.fastq.gz,WES
HRR234431_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234431/HRR234431_r2.fastq.gz,WES
HRR234432_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234432/HRR234432_f1.fastq.gz,WES
HRR234432_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234432/HRR234432_r2.fastq.gz,WES
HRR234435_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234435/HRR234435_f1.fastq.gz,WES
HRR234435_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234435/HRR234435_r2.fastq.gz,WES
HRR234436_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234436/HRR234436_f1.fastq.gz,WES
HRR234436_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234436/HRR234436_r2.fastq.gz,WES
HRR234438_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234438/HRR234438_f1.fastq.gz,WES
HRR234438_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234438/HRR234438_r2.fastq.gz,WES
HRR234440_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234440/HRR234440_f1.fastq.gz,WES
HRR234440_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234440/HRR234440_r2.fastq.gz,WES
HRR234442_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234442/HRR234442_f1.fastq.gz,WES
HRR234442_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234442/HRR234442_r2.fastq.gz,WES
HRR234445_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234445/HRR234445_f1.fastq.gz,WES
HRR234445_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234445/HRR234445_r2.fastq.gz,WES
HRR234447_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234447/HRR234447_f1.fastq.gz,WES
HRR234447_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234447/HRR234447_r2.fastq.gz,WES
HRR234449_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234449/HRR234449_f1.fastq.gz,WES
HRR234449_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234449/HRR234449_r2.fastq.gz,WES
HRR234450_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234450/HRR234450_f1.fastq.gz,WES
HRR234450_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234450/HRR234450_r2.fastq.gz,WES
HRR234453_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234453/HRR234453_f1.fastq.gz,WES
HRR234453_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234453/HRR234453_r2.fastq.gz,WES
HRR234455_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234455/HRR234455_f1.fastq.gz,WES
HRR234455_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234455/HRR234455_r2.fastq.gz,WES
HRR234456_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234456/HRR234456_f1.fastq.gz,WES
HRR234456_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234456/HRR234456_r2.fastq.gz,WES
HRR234459_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234459/HRR234459_f1.fastq.gz,WES
HRR234459_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234459/HRR234459_r2.fastq.gz,WES
HRR234461_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234461/HRR234461_f1.fastq.gz,WES
HRR234461_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234461/HRR234461_r2.fastq.gz,WES
HRR234462_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234462/HRR234462_f1.fastq.gz,WES
HRR234462_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234462/HRR234462_r2.fastq.gz,WES
HRR234464_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234464/HRR234464_f1.fastq.gz,WES
HRR234464_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234464/HRR234464_r2.fastq.gz,WES
HRR234467_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234467/HRR234467_f1.fastq.gz,WES
HRR234467_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234467/HRR234467_r2.fastq.gz,WES
HRR234469_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234469/HRR234469_f1.fastq.gz,WES
HRR234469_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234469/HRR234469_r2.fastq.gz,WES
HRR234471_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234471/HRR234471_f1.fastq.gz,WES
HRR234471_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234471/HRR234471_r2.fastq.gz,WES
HRR234472_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234472/HRR234472_f1.fastq.gz,WES
HRR234472_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234472/HRR234472_r2.fastq.gz,WES
HRR234474_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234474/HRR234474_f1.fastq.gz,WES
HRR234474_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234474/HRR234474_r2.fastq.gz,WES
HRR234477_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234477/HRR234477_f1.fastq.gz,WES
HRR234477_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234477/HRR234477_r2.fastq.gz,WES
HRR234479_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234479/HRR234479_f1.fastq.gz,WES
HRR234479_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234479/HRR234479_r2.fastq.gz,WES
HRR234480_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234480/HRR234480_f1.fastq.gz,WES
HRR234480_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234480/HRR234480_r2.fastq.gz,WES
HRR234483_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234483/HRR234483_f1.fastq.gz,WES
HRR234483_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234483/HRR234483_r2.fastq.gz,WES
HRR234484_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234484/HRR234484_f1.fastq.gz,WES
HRR234484_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234484/HRR234484_r2.fastq.gz,WES
HRR234486_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234486/HRR234486_f1.fastq.gz,WES
HRR234486_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234486/HRR234486_r2.fastq.gz,WES
HRR234489_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234489/HRR234489_f1.fastq.gz,WES
HRR234489_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234489/HRR234489_r2.fastq.gz,WES
HRR234491_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234491/HRR234491_f1.fastq.gz,WES
HRR234491_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234491/HRR234491_r2.fastq.gz,WES
HRR234493_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234493/HRR234493_f1.fastq.gz,WES
HRR234493_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234493/HRR234493_r2.fastq.gz,WES
HRR234495_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234495/HRR234495_f1.fastq.gz,WES
HRR234495_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234495/HRR234495_r2.fastq.gz,WES
HRR234497_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234497/HRR234497_f1.fastq.gz,WES
HRR234497_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234497/HRR234497_r2.fastq.gz,WES
HRR234499_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234499/HRR234499_f1.fastq.gz,WES
HRR234499_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234499/HRR234499_r2.fastq.gz,WES
HRR234500_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234500/HRR234500_f1.fastq.gz,WES
HRR234500_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234500/HRR234500_r2.fastq.gz,WES
HRR234502_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234502/HRR234502_f1.fastq.gz,WES
HRR234502_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234502/HRR234502_r2.fastq.gz,WES
HRR234504_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234504/HRR234504_f1.fastq.gz,WES
HRR234504_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234504/HRR234504_r2.fastq.gz,WES
HRR234506_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234506/HRR234506_f1.fastq.gz,WES
HRR234506_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234506/HRR234506_r2.fastq.gz,WES
HRR234509_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234509/HRR234509_f1.fastq.gz,WES
HRR234509_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234509/HRR234509_r2.fastq.gz,WES
HRR234511_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234511/HRR234511_f1.fastq.gz,WES
HRR234511_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234511/HRR234511_r2.fastq.gz,WES
HRR234512_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234512/HRR234512_f1.fastq.gz,WES
HRR234512_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234512/HRR234512_r2.fastq.gz,WES
HRR234514_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234514/HRR234514_f1.fastq.gz,WES
HRR234514_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234514/HRR234514_r2.fastq.gz,WES
HRR234517_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234517/HRR234517_f1.fastq.gz,WES
HRR234517_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234517/HRR234517_r2.fastq.gz,WES
HRR234518_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234518/HRR234518_f1.fastq.gz,WES
HRR234518_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234518/HRR234518_r2.fastq.gz,WES
HRR234520_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234520/HRR234520_f1.fastq.gz,WES
HRR234520_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234520/HRR234520_r2.fastq.gz,WES
HRR234522_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234522/HRR234522_f1.fastq.gz,WES
HRR234522_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234522/HRR234522_r2.fastq.gz,WES
HRR234525_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234525/HRR234525_f1.fastq.gz,WES
HRR234525_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234525/HRR234525_r2.fastq.gz,WES
HRR234527_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234527/HRR234527_f1.fastq.gz,WES
HRR234527_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234527/HRR234527_r2.fastq.gz,WES
HRR234528_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234528/HRR234528_f1.fastq.gz,WES
HRR234528_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234528/HRR234528_r2.fastq.gz,WES
HRR234531_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234531/HRR234531_f1.fastq.gz,WES
HRR234531_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234531/HRR234531_r2.fastq.gz,WES
HRR234533_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234533/HRR234533_f1.fastq.gz,WES
HRR234533_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234533/HRR234533_r2.fastq.gz,WES
HRR234535_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234535/HRR234535_f1.fastq.gz,WES
HRR234535_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234535/HRR234535_r2.fastq.gz,WES
HRR234537_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234537/HRR234537_f1.fastq.gz,WES
HRR234537_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234537/HRR234537_r2.fastq.gz,WES
HRR234539_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234539/HRR234539_f1.fastq.gz,WES
HRR234539_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234539/HRR234539_r2.fastq.gz,WES
HRR234541_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234541/HRR234541_f1.fastq.gz,WES
HRR234541_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234541/HRR234541_r2.fastq.gz,WES
HRR234543_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234543/HRR234543_f1.fastq.gz,WES
HRR234543_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234543/HRR234543_r2.fastq.gz,WES
HRR234544_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234544/HRR234544_f1.fastq.gz,WES
HRR234544_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234544/HRR234544_r2.fastq.gz,WES
HRR234547_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234547/HRR234547_f1.fastq.gz,WES
HRR234547_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234547/HRR234547_r2.fastq.gz,WES
HRR234548_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234548/HRR234548_f1.fastq.gz,WES
HRR234548_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234548/HRR234548_r2.fastq.gz,WES
HRR234550_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234550/HRR234550_f1.fastq.gz,WES
HRR234550_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234550/HRR234550_r2.fastq.gz,WES
HRR234553_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234553/HRR234553_f1.fastq.gz,WES
HRR234553_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234553/HRR234553_r2.fastq.gz,WES
HRR234555_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234555/HRR234555_f1.fastq.gz,WES
HRR234555_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234555/HRR234555_r2.fastq.gz,WES
HRR234556_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234556/HRR234556_f1.fastq.gz,WES
HRR234556_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234556/HRR234556_r2.fastq.gz,WES
HRR234559_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234559/HRR234559_f1.fastq.gz,WES
HRR234559_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234559/HRR234559_r2.fastq.gz,WES
HRR234560_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234560/HRR234560_f1.fastq.gz,WES
HRR234560_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234560/HRR234560_r2.fastq.gz,WES
HRR234562_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234562/HRR234562_f1.fastq.gz,WES
HRR234562_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234562/HRR234562_r2.fastq.gz,WES
HRR234565_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234565/HRR234565_f1.fastq.gz,WES
HRR234565_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234565/HRR234565_r2.fastq.gz,WES
HRR234567_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234567/HRR234567_f1.fastq.gz,WES
HRR234567_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234567/HRR234567_r2.fastq.gz,WES
HRR234568_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234568/HRR234568_f1.fastq.gz,WES
HRR234568_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234568/HRR234568_r2.fastq.gz,WES
HRR234571_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234571/HRR234571_f1.fastq.gz,WES
HRR234571_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234571/HRR234571_r2.fastq.gz,WES
HRR234573_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234573/HRR234573_f1.fastq.gz,WES
HRR234573_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234573/HRR234573_r2.fastq.gz,WES
HRR234575_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234575/HRR234575_f1.fastq.gz,WES
HRR234575_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234575/HRR234575_r2.fastq.gz,WES
HRR234576_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234576/HRR234576_f1.fastq.gz,WES
HRR234576_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234576/HRR234576_r2.fastq.gz,WES
HRR234578_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234578/HRR234578_f1.fastq.gz,WES
HRR234578_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234578/HRR234578_r2.fastq.gz,WES
HRR234580_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR234580/HRR234580_f1.fastq.gz,WES
