files,modal
HRR026424_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026424_r2.fq.gz,WES
HRR026425_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026425_f1.fq.gz,WES
HRR026425_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026425_r2.fq.gz,WES
HRR026426_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026426_f1.fq.gz,WES
HRR026426_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026426_r2.fq.gz,WES
HRR026427_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026427_f1.fq.gz,WES
HRR026427_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026427_r2.fq.gz,WES
HRR026428_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026428_f1.fq.gz,WES
HRR026428_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026428_r2.fq.gz,WES
HRR026429_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026429_f1.fq.gz,WES
HRR026429_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026429_r2.fq.gz,WES
HRR026430_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026430_f1.fq.gz,WES
HRR026430_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026430_r2.fq.gz,WES
HRR026431_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026431_f1.fq.gz,WES
HRR026431_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026431_r2.fq.gz,WES
HRR026432_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026432_f1.fq.gz,WES
HRR026432_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026432_r2.fq.gz,WES
HRR026433_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026433_f1.fq.gz,WES
HRR026433_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026433_r2.fq.gz,WES
HRR026434_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026434_f1.fq.gz,WES
HRR026434_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026434_r2.fq.gz,WES
HRR026435_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026435_f1.fq.gz,WES
HRR026435_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026435_r2.fq.gz,WES
HRR026436_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026436_f1.fq.gz,WES
HRR026436_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026436_r2.fq.gz,WES
HRR026437_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026437_f1.fq.gz,WES
HRR026437_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026437_r2.fq.gz,WES
HRR026438_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026438_f1.fq.gz,WES
HRR026438_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026438_r2.fq.gz,WES
HRR026439_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026439_f1.fq.gz,WES
HRR026439_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026439_r2.fq.gz,WES
HRR026440_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026440_f1.fq.gz,WES
HRR026440_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026440_r2.fq.gz,WES
HRR026441_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026441_f1.fq.gz,WES
HRR026441_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026441_r2.fq.gz,WES
HRR026442_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026442_f1.fq.gz,WES
HRR026442_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026442_r2.fq.gz,WES
HRR026443_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026443_f1.fq.gz,WES
HRR026443_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026443_r2.fq.gz,WES
HRR026444_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026444_f1.fq.gz,WES
HRR026444_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026444_r2.fq.gz,WES
HRR026445_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026445_f1.fq.gz,WES
HRR026445_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026445_r2.fq.gz,WES
HRR026446_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026446_f1.fq.gz,WES
HRR026446_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026446_r2.fq.gz,WES
HRR026447_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026447_f1.fq.gz,WES
HRR026447_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026447_r2.fq.gz,WES
HRR026448_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026448_f1.fq.gz,WES
HRR026448_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026448_r2.fq.gz,WES
HRR026449_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026449_f1.fq.gz,WES
HRR026449_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026449_r2.fq.gz,WES
HRR026450_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026450_f1.fq.gz,WES
HRR026450_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026450_r2.fq.gz,WES
HRR026451_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026451_f1.fq.gz,WES
HRR026451_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026451_r2.fq.gz,WES
HRR026452_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026452_f1.fq.gz,WES
HRR026452_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026452_r2.fq.gz,WES
HRR026453_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026453_f1.fq.gz,WES
HRR026453_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026453_r2.fq.gz,WES
HRR026454_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026454_f1.fq.gz,WES
HRR026454_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026454_r2.fq.gz,WES
HRR026455_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026455_f1.fq.gz,WES
HRR026455_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026455_r2.fq.gz,WES
HRR026456_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026456_f1.fq.gz,WES
HRR026456_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026456_r2.fq.gz,WES
HRR026457_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026457_f1.fq.gz,WES
HRR026457_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026457_r2.fq.gz,WES
HRR026458_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026458_f1.fq.gz,WES
HRR026458_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026458_r2.fq.gz,WES
HRR026459_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026459_f1.fq.gz,WES
HRR026459_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026459_r2.fq.gz,WES
HRR026460_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026460_f1.fq.gz,WES
HRR026460_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026460_r2.fq.gz,WES
HRR026461_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026461_f1.fq.gz,WES
HRR026461_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026461_r2.fq.gz,WES
HRR026462_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026462_f1.fq.gz,WES
HRR026462_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026462_r2.fq.gz,WES
HRR026463_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026463_f1.fq.gz,WES
HRR026463_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026463_r2.fq.gz,WES
HRR026464_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026464_f1.fq.gz,WES
HRR026464_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026464_r2.fq.gz,WES
HRR026465_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026465_f1.fq.gz,WES
HRR026465_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026465_r2.fq.gz,WES
HRR026466_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026466_f1.fq.gz,WES
HRR026466_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026466_r2.fq.gz,WES
HRR026467_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026467_f1.fq.gz,WES
HRR026467_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026467_r2.fq.gz,WES
HRR026468_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026468_f1.fq.gz,WES
HRR026468_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026468_r2.fq.gz,WES
HRR026469_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026469_f1.fq.gz,WES
HRR026469_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026469_r2.fq.gz,WES
HRR026470_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026470_f1.fq.gz,WES
HRR026470_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026470_r2.fq.gz,WES
HRR026471_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026471_f1.fq.gz,WES
HRR026471_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026471_r2.fq.gz,WES
HRR026472_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026472_f1.fq.gz,WES
HRR026472_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026472_r2.fq.gz,WES
HRR026473_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026473_f1.fq.gz,WES
HRR026473_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026473_r2.fq.gz,WES
HRR026474_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026474_f1.fq.gz,WES
HRR026474_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026474_r2.fq.gz,WES
HRR026475_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026475_f1.fq.gz,WES
HRR026475_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026475_r2.fq.gz,WES
HRR026476_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026476_f1.fq.gz,WES
HRR026476_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026476_r2.fq.gz,WES
HRR026477_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026477_f1.fq.gz,WES
HRR026477_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026477_r2.fq.gz,WES
HRR026478_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026478_f1.fq.gz,WES
HRR026478_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026478_r2.fq.gz,WES
HRR026479_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026479_f1.fq.gz,WES
HRR026479_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026479_r2.fq.gz,WES
HRR026480_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026480_f1.fq.gz,WES
HRR026480_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026480_r2.fq.gz,WES
HRR026481_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026481_f1.fq.gz,WES
HRR026481_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026481_r2.fq.gz,WES
HRR026482_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026482_f1.fq.gz,WES
HRR026482_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026482_r2.fq.gz,WES
HRR026483_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026483_f1.fq.gz,WES
HRR026483_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026483_r2.fq.gz,WES
HRR026484_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026484_f1.fq.gz,WES
HRR026484_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026484_r2.fq.gz,WES
HRR026485_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026485_f1.fq.gz,WES
HRR026485_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026485_r2.fq.gz,WES
HRR026486_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026486_f1.fq.gz,WES
HRR026486_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026486_r2.fq.gz,WES
HRR026487_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026487_f1.fq.gz,WES
HRR026487_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026487_r2.fq.gz,WES
HRR026488_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026488_f1.fq.gz,WES
HRR026488_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026488_r2.fq.gz,WES
HRR026489_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026489_f1.fq.gz,WES
HRR026489_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026489_r2.fq.gz,WES
HRR026490_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026490_f1.fq.gz,WES
HRR026490_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026490_r2.fq.gz,WES
HRR026491_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026491_f1.fq.gz,WES
HRR026491_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026491_r2.fq.gz,WES
HRR026492_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026492_f1.fq.gz,WES
HRR026492_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026492_r2.fq.gz,WES
HRR026493_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026493_f1.fq.gz,WES
HRR026493_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026493_r2.fq.gz,WES
HRR026494_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026494_f1.fq.gz,WES
HRR026494_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026494_r2.fq.gz,WES
HRR026495_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026495_f1.fq.gz,WES
HRR026495_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026495_r2.fq.gz,WES
HRR026496_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026496_f1.fq.gz,WES
HRR026496_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026496_r2.fq.gz,WES
HRR026497_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026497_f1.fq.gz,WES
HRR026497_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026497_r2.fq.gz,WES
HRR026498_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026498_f1.fq.gz,WES
HRR026498_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026498_r2.fq.gz,WES
HRR026499_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026499_f1.fq.gz,WES
HRR026499_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026499_r2.fq.gz,WES
HRR026500_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026500_f1.fq.gz,WES
HRR026500_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026500_r2.fq.gz,WES
HRR026501_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026501_f1.fq.gz,WES
HRR026501_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026501_r2.fq.gz,WES
HRR026502_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026502_f1.fq.gz,WES
HRR026502_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026502_r2.fq.gz,WES
HRR026503_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026503_f1.fq.gz,WES
HRR026503_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026503_r2.fq.gz,WES
HRR026504_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026504_f1.fq.gz,WES
HRR026504_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026504_r2.fq.gz,WES
HRR026505_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026505_f1.fq.gz,WES
HRR026505_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026505_r2.fq.gz,WES
HRR026506_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026506_f1.fq.gz,WES
HRR026506_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026506_r2.fq.gz,WES
HRR026507_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026507_f1.fq.gz,WES
HRR026507_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026507_r2.fq.gz,WES
HRR026508_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026508_f1.fq.gz,WES
HRR026508_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026508_r2.fq.gz,WES
HRR026509_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026509_f1.fq.gz,WES
HRR026509_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026509_r2.fq.gz,WES
HRR026510_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026510_f1.fq.gz,WES
HRR026510_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026510_r2.fq.gz,WES
HRR026511_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026511_f1.fq.gz,WES
HRR026511_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026511_r2.fq.gz,WES
HRR026512_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026512_f1.fq.gz,WES
HRR026512_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026512_r2.fq.gz,WES
HRR026513_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026513_f1.fq.gz,WES
HRR026513_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026513_r2.fq.gz,WES
HRR026514_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026514_f1.fq.gz,WES
HRR026514_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026514_r2.fq.gz,WES
HRR026515_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026515_f1.fq.gz,WES
HRR026515_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026515_r2.fq.gz,WES
HRR026516_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026516_f1.fq.gz,WES
HRR026516_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026516_r2.fq.gz,WES
HRR026517_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026517_f1.fq.gz,WES
HRR026517_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026517_r2.fq.gz,WES
HRR026518_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026518_f1.fq.gz,WES
HRR026518_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026518_r2.fq.gz,WES
HRR026519_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026519_f1.fq.gz,WES
HRR026519_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026519_r2.fq.gz,WES
HRR026520_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026520_f1.fq.gz,WES
HRR026520_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026520_r2.fq.gz,WES
HRR026521_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026521_f1.fq.gz,WES
HRR026521_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026521_r2.fq.gz,WES
HRR026522_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026522_f1.fq.gz,WES
HRR026522_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026522_r2.fq.gz,WES
HRR026523_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026523_f1.fq.gz,WES
HRR026523_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026523_r2.fq.gz,WES
HRR026524_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026524_f1.fq.gz,WES
HRR026524_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026524_r2.fq.gz,WES
HRR026525_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026525_f1.fq.gz,WES
HRR026525_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026525_r2.fq.gz,WES
HRR026526_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026526_f1.fq.gz,WES
HRR026526_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026526_r2.fq.gz,WES
HRR026527_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026527_f1.fq.gz,WES
HRR026527_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026527_r2.fq.gz,WES
HRR026528_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026528_f1.fq.gz,WES
HRR026528_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026528_r2.fq.gz,WES
HRR026529_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026529_f1.fq.gz,WES
HRR026529_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026529_r2.fq.gz,WES
HRR026530_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026530_f1.fq.gz,WES
HRR026530_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026530_r2.fq.gz,WES
HRR026531_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026531_f1.fq.gz,WES
HRR026531_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026531_r2.fq.gz,WES
HRR026532_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026532_f1.fq.gz,WES
HRR026532_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026532_r2.fq.gz,WES
HRR026533_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026533_f1.fq.gz,WES
HRR026533_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026533_r2.fq.gz,WES
HRR026534_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026534_f1.fq.gz,WES
HRR026534_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026534_r2.fq.gz,WES
HRR026535_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026535_f1.fq.gz,WES
HRR026535_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026535_r2.fq.gz,WES
HRR026536_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026536_f1.fq.gz,WES
HRR026536_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026536_r2.fq.gz,WES
HRR026537_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026537_f1.fq.gz,WES
HRR026537_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026537_r2.fq.gz,WES
HRR026538_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026538_f1.fq.gz,WES
HRR026538_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026538_r2.fq.gz,WES
HRR026539_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026539_f1.fq.gz,WES
HRR026539_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026539_r2.fq.gz,WES
HRR026540_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026540_f1.fq.gz,WES
HRR026540_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026540_r2.fq.gz,WES
HRR026541_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026541_f1.fq.gz,WES
HRR026541_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026541_r2.fq.gz,WES
HRR026542_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026542_f1.fq.gz,WES
HRR026542_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026542_r2.fq.gz,WES
HRR026543_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026543_f1.fq.gz,WES
HRR026543_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026543_r2.fq.gz,WES
HRR026544_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026544_f1.fq.gz,WES
HRR026544_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026544_r2.fq.gz,WES
HRR026545_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026545_f1.fq.gz,WES
HRR026545_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026545_r2.fq.gz,WES
HRR026546_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026546_f1.fq.gz,WES
HRR026546_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026546_r2.fq.gz,WES
HRR026547_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026547_f1.fq.gz,WES
HRR026547_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026547_r2.fq.gz,WES
HRR026548_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026548_f1.fq.gz,WES
HRR026548_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA000074/HRR026548_r2.fq.gz,WES
