t2_id,study_accession
HRR232829.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232829.snv.vcf.gz.tbi,HRA000873
HRR232830.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232830.snv.vcf.gz,HRA000873
HRR232830.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232830.snv.vcf.gz.tbi,HRA000873
HRR232832.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232832.snv.vcf.gz,HRA000873
HRR232832.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232832.snv.vcf.gz.tbi,HRA000873
HRR232834.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232834.snv.vcf.gz,HRA000873
HRR232834.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232834.snv.vcf.gz.tbi,HRA000873
HRR232836.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232836.snv.vcf.gz,HRA000873
HRR232836.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232836.snv.vcf.gz.tbi,HRA000873
HRR232838.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232838.snv.vcf.gz,HRA000873
HRR232838.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232838.snv.vcf.gz.tbi,HRA000873
HRR232840.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232840.snv.vcf.gz,HRA000873
HRR232840.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232840.snv.vcf.gz.tbi,HRA000873
HRR232842.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232842.snv.vcf.gz,HRA000873
HRR232842.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232842.snv.vcf.gz.tbi,HRA000873
HRR232844.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232844.snv.vcf.gz,HRA000873
HRR232844.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232844.snv.vcf.gz.tbi,HRA000873
HRR232846.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232846.snv.vcf.gz,HRA000873
HRR232846.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232846.snv.vcf.gz.tbi,HRA000873
HRR232848.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232848.snv.vcf.gz,HRA000873
HRR232848.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232848.snv.vcf.gz.tbi,HRA000873
HRR232850.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232850.snv.vcf.gz,HRA000873
HRR232850.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232850.snv.vcf.gz.tbi,HRA000873
HRR232852.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232852.snv.vcf.gz,HRA000873
HRR232852.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232852.snv.vcf.gz.tbi,HRA000873
HRR232854.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232854.snv.vcf.gz,HRA000873
HRR232854.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232854.snv.vcf.gz.tbi,HRA000873
HRR232856.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232856.snv.vcf.gz,HRA000873
HRR232856.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232856.snv.vcf.gz.tbi,HRA000873
HRR232858.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232858.snv.vcf.gz,HRA000873
HRR232858.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232858.snv.vcf.gz.tbi,HRA000873
HRR232860.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232860.snv.vcf.gz,HRA000873
HRR232860.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232860.snv.vcf.gz.tbi,HRA000873
HRR232862.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232862.snv.vcf.gz,HRA000873
HRR232862.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232862.snv.vcf.gz.tbi,HRA000873
HRR232864.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232864.snv.vcf.gz,HRA000873
HRR232864.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232864.snv.vcf.gz.tbi,HRA000873
HRR232866.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232866.snv.vcf.gz,HRA000873
HRR232866.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232866.snv.vcf.gz.tbi,HRA000873
HRR232868.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232868.snv.vcf.gz,HRA000873
HRR232868.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232868.snv.vcf.gz.tbi,HRA000873
HRR232870.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232870.snv.vcf.gz,HRA000873
HRR232870.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232870.snv.vcf.gz.tbi,HRA000873
HRR232872.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232872.snv.vcf.gz,HRA000873
HRR232872.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232872.snv.vcf.gz.tbi,HRA000873
HRR232874.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232874.snv.vcf.gz,HRA000873
HRR232874.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232874.snv.vcf.gz.tbi,HRA000873
HRR232876.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232876.snv.vcf.gz,HRA000873
HRR232876.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232876.snv.vcf.gz.tbi,HRA000873
HRR232878.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232878.snv.vcf.gz,HRA000873
HRR232878.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232878.snv.vcf.gz.tbi,HRA000873
HRR232880.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232880.snv.vcf.gz,HRA000873
HRR232880.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232880.snv.vcf.gz.tbi,HRA000873
HRR232882.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232882.snv.vcf.gz,HRA000873
HRR232882.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232882.snv.vcf.gz.tbi,HRA000873
HRR232884.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232884.snv.vcf.gz,HRA000873
HRR232884.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232884.snv.vcf.gz.tbi,HRA000873
HRR232886.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232886.snv.vcf.gz,HRA000873
HRR232886.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232886.snv.vcf.gz.tbi,HRA000873
HRR232888.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232888.snv.vcf.gz,HRA000873
HRR232888.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232888.snv.vcf.gz.tbi,HRA000873
HRR232891.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232891.snv.vcf.gz,HRA000873
HRR232891.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232891.snv.vcf.gz.tbi,HRA000873
HRR232892.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232892.snv.vcf.gz,HRA000873
HRR232892.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232892.snv.vcf.gz.tbi,HRA000873
HRR232894.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232894.snv.vcf.gz,HRA000873
HRR232894.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232894.snv.vcf.gz.tbi,HRA000873
HRR232896.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232896.snv.vcf.gz,HRA000873
HRR232896.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232896.snv.vcf.gz.tbi,HRA000873
HRR232898.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232898.snv.vcf.gz,HRA000873
HRR232898.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232898.snv.vcf.gz.tbi,HRA000873
HRR232900.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232900.snv.vcf.gz,HRA000873
HRR232900.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232900.snv.vcf.gz.tbi,HRA000873
HRR232902.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232902.snv.vcf.gz,HRA000873
HRR232902.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232902.snv.vcf.gz.tbi,HRA000873
HRR232904.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232904.snv.vcf.gz,HRA000873
HRR232904.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232904.snv.vcf.gz.tbi,HRA000873
HRR232906.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232906.snv.vcf.gz,HRA000873
HRR232906.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232906.snv.vcf.gz.tbi,HRA000873
HRR232908.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232908.snv.vcf.gz,HRA000873
HRR232908.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232908.snv.vcf.gz.tbi,HRA000873
HRR232910.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232910.snv.vcf.gz,HRA000873
HRR232910.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232910.snv.vcf.gz.tbi,HRA000873
HRR232912.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232912.snv.vcf.gz,HRA000873
HRR232912.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232912.snv.vcf.gz.tbi,HRA000873
HRR232914.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232914.snv.vcf.gz,HRA000873
HRR232914.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232914.snv.vcf.gz.tbi,HRA000873
HRR232916.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232916.snv.vcf.gz,HRA000873
HRR232916.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232916.snv.vcf.gz.tbi,HRA000873
HRR232918.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232918.snv.vcf.gz,HRA000873
HRR232918.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232918.snv.vcf.gz.tbi,HRA000873
HRR232920.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232920.snv.vcf.gz,HRA000873
HRR232920.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232920.snv.vcf.gz.tbi,HRA000873
HRR232922.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232922.snv.vcf.gz,HRA000873
HRR232922.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232922.snv.vcf.gz.tbi,HRA000873
HRR232924.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232924.snv.vcf.gz,HRA000873
HRR232924.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232924.snv.vcf.gz.tbi,HRA000873
HRR232926.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232926.snv.vcf.gz,HRA000873
HRR232926.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232926.snv.vcf.gz.tbi,HRA000873
HRR232928.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232928.snv.vcf.gz,HRA000873
HRR232928.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232928.snv.vcf.gz.tbi,HRA000873
HRR232930.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232930.snv.vcf.gz,HRA000873
HRR232930.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232930.snv.vcf.gz.tbi,HRA000873
HRR232932.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232932.snv.vcf.gz,HRA000873
HRR232932.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232932.snv.vcf.gz.tbi,HRA000873
HRR232934.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232934.snv.vcf.gz,HRA000873
HRR232934.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232934.snv.vcf.gz.tbi,HRA000873
HRR232936.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232936.snv.vcf.gz,HRA000873
HRR232936.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232936.snv.vcf.gz.tbi,HRA000873
HRR232938.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232938.snv.vcf.gz,HRA000873
HRR232938.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232938.snv.vcf.gz.tbi,HRA000873
HRR232940.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232940.snv.vcf.gz,HRA000873
HRR232940.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232940.snv.vcf.gz.tbi,HRA000873
HRR232942.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232942.snv.vcf.gz,HRA000873
HRR232942.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232942.snv.vcf.gz.tbi,HRA000873
HRR232944.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232944.snv.vcf.gz,HRA000873
HRR232944.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232944.snv.vcf.gz.tbi,HRA000873
HRR232946.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232946.snv.vcf.gz,HRA000873
HRR232946.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232946.snv.vcf.gz.tbi,HRA000873
HRR232948.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232948.snv.vcf.gz,HRA000873
HRR232948.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232948.snv.vcf.gz.tbi,HRA000873
HRR232951.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232951.snv.vcf.gz,HRA000873
HRR232951.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232951.snv.vcf.gz.tbi,HRA000873
HRR232952.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232952.snv.vcf.gz,HRA000873
HRR232952.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232952.snv.vcf.gz.tbi,HRA000873
HRR232955.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232955.snv.vcf.gz,HRA000873
HRR232955.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232955.snv.vcf.gz.tbi,HRA000873
HRR232957.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232957.snv.vcf.gz,HRA000873
HRR232957.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232957.snv.vcf.gz.tbi,HRA000873
HRR232959.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232959.snv.vcf.gz,HRA000873
HRR232959.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232959.snv.vcf.gz.tbi,HRA000873
HRR232961.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232961.snv.vcf.gz,HRA000873
HRR232961.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232961.snv.vcf.gz.tbi,HRA000873
HRR232963.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232963.snv.vcf.gz,HRA000873
HRR232963.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232963.snv.vcf.gz.tbi,HRA000873
HRR232964.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232964.snv.vcf.gz,HRA000873
HRR232964.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232964.snv.vcf.gz.tbi,HRA000873
HRR232967.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232967.snv.vcf.gz,HRA000873
HRR232967.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232967.snv.vcf.gz.tbi,HRA000873
HRR232968.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232968.snv.vcf.gz,HRA000873
HRR232968.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232968.snv.vcf.gz.tbi,HRA000873
HRR232970.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232970.snv.vcf.gz,HRA000873
HRR232970.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232970.snv.vcf.gz.tbi,HRA000873
HRR232972.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232972.snv.vcf.gz,HRA000873
HRR232972.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232972.snv.vcf.gz.tbi,HRA000873
HRR232974.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232974.snv.vcf.gz,HRA000873
HRR232974.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232974.snv.vcf.gz.tbi,HRA000873
HRR232976.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232976.snv.vcf.gz,HRA000873
HRR232976.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232976.snv.vcf.gz.tbi,HRA000873
HRR232979.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232979.snv.vcf.gz,HRA000873
HRR232979.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232979.snv.vcf.gz.tbi,HRA000873
HRR232980.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232980.snv.vcf.gz,HRA000873
HRR232980.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232980.snv.vcf.gz.tbi,HRA000873
HRR232983.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232983.snv.vcf.gz,HRA000873
HRR232983.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232983.snv.vcf.gz.tbi,HRA000873
HRR232985.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232985.snv.vcf.gz,HRA000873
HRR232985.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232985.snv.vcf.gz.tbi,HRA000873
HRR232987.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232987.snv.vcf.gz,HRA000873
HRR232987.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232987.snv.vcf.gz.tbi,HRA000873
HRR232989.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232989.snv.vcf.gz,HRA000873
HRR232989.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232989.snv.vcf.gz.tbi,HRA000873
HRR232991.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232991.snv.vcf.gz,HRA000873
HRR232991.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232991.snv.vcf.gz.tbi,HRA000873
HRR232993.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232993.snv.vcf.gz,HRA000873
HRR232993.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232993.snv.vcf.gz.tbi,HRA000873
HRR232994.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232994.snv.vcf.gz,HRA000873
HRR232994.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232994.snv.vcf.gz.tbi,HRA000873
HRR232996.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232996.snv.vcf.gz,HRA000873
