files,run_accession
HRR233531_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233531/HRR233531_f1.fastq.gz,HRR233531
HRR233531_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233531/HRR233531_r2.fastq.gz,HRR233531
HRR233532_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233532/HRR233532_f1.fastq.gz,HRR233532
HRR233532_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233532/HRR233532_r2.fastq.gz,HRR233532
HRR233533_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233533/HRR233533_f1.fastq.gz,HRR233533
HRR233533_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233533/HRR233533_r2.fastq.gz,HRR233533
HRR233534_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233534/HRR233534_f1.fastq.gz,HRR233534
HRR233534_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233534/HRR233534_r2.fastq.gz,HRR233534
HRR233535_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233535/HRR233535_f1.fastq.gz,HRR233535
HRR233535_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233535/HRR233535_r2.fastq.gz,HRR233535
HRR233536_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233536/HRR233536_f1.fastq.gz,HRR233536
HRR233536_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233536/HRR233536_r2.fastq.gz,HRR233536
HRR233537_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233537/HRR233537_f1.fastq.gz,HRR233537
HRR233537_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233537/HRR233537_r2.fastq.gz,HRR233537
HRR233538_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233538/HRR233538_f1.fastq.gz,HRR233538
HRR233538_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233538/HRR233538_r2.fastq.gz,HRR233538
HRR233539_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233539/HRR233539_f1.fastq.gz,HRR233539
HRR233539_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233539/HRR233539_r2.fastq.gz,HRR233539
HRR233540_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233540/HRR233540_f1.fastq.gz,HRR233540
HRR233540_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233540/HRR233540_r2.fastq.gz,HRR233540
HRR233541_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233541/HRR233541_f1.fastq.gz,HRR233541
HRR233541_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233541/HRR233541_r2.fastq.gz,HRR233541
HRR233542_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233542/HRR233542_f1.fastq.gz,HRR233542
HRR233542_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233542/HRR233542_r2.fastq.gz,HRR233542
HRR233543_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233543/HRR233543_f1.fastq.gz,HRR233543
HRR233543_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233543/HRR233543_r2.fastq.gz,HRR233543
HRR233544_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233544/HRR233544_f1.fastq.gz,HRR233544
HRR233544_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233544/HRR233544_r2.fastq.gz,HRR233544
HRR233545_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233545/HRR233545_f1.fastq.gz,HRR233545
HRR233545_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233545/HRR233545_r2.fastq.gz,HRR233545
HRR233546_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233546/HRR233546_f1.fastq.gz,HRR233546
HRR233546_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233546/HRR233546_r2.fastq.gz,HRR233546
HRR233547_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233547/HRR233547_f1.fastq.gz,HRR233547
HRR233547_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233547/HRR233547_r2.fastq.gz,HRR233547
HRR233548_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233548/HRR233548_f1.fastq.gz,HRR233548
HRR233548_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233548/HRR233548_r2.fastq.gz,HRR233548
HRR233549_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233549/HRR233549_f1.fastq.gz,HRR233549
HRR233549_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233549/HRR233549_r2.fastq.gz,HRR233549
HRR233550_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233550/HRR233550_f1.fastq.gz,HRR233550
HRR233550_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233550/HRR233550_r2.fastq.gz,HRR233550
HRR233551_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233551/HRR233551_f1.fastq.gz,HRR233551
HRR233551_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233551/HRR233551_r2.fastq.gz,HRR233551
HRR233552_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233552/HRR233552_f1.fastq.gz,HRR233552
HRR233552_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233552/HRR233552_r2.fastq.gz,HRR233552
HRR233553_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233553/HRR233553_f1.fastq.gz,HRR233553
HRR233553_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233553/HRR233553_r2.fastq.gz,HRR233553
HRR233554_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233554/HRR233554_f1.fastq.gz,HRR233554
HRR233554_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233554/HRR233554_r2.fastq.gz,HRR233554
HRR233555_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233555/HRR233555_f1.fastq.gz,HRR233555
HRR233555_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233555/HRR233555_r2.fastq.gz,HRR233555
HRR233556_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233556/HRR233556_f1.fastq.gz,HRR233556
HRR233556_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233556/HRR233556_r2.fastq.gz,HRR233556
HRR233557_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233557/HRR233557_f1.fastq.gz,HRR233557
HRR233557_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233557/HRR233557_r2.fastq.gz,HRR233557
HRR233558_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233558/HRR233558_f1.fastq.gz,HRR233558
HRR233558_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233558/HRR233558_r2.fastq.gz,HRR233558
HRR233559_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233559/HRR233559_f1.fastq.gz,HRR233559
HRR233559_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233559/HRR233559_r2.fastq.gz,HRR233559
HRR233560_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233560/HRR233560_f1.fastq.gz,HRR233560
HRR233560_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233560/HRR233560_r2.fastq.gz,HRR233560
HRR233561_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233561/HRR233561_f1.fastq.gz,HRR233561
HRR233561_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233561/HRR233561_r2.fastq.gz,HRR233561
HRR233562_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233562/HRR233562_f1.fastq.gz,HRR233562
HRR233562_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233562/HRR233562_r2.fastq.gz,HRR233562
HRR233563_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233563/HRR233563_f1.fastq.gz,HRR233563
HRR233563_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233563/HRR233563_r2.fastq.gz,HRR233563
HRR233564_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233564/HRR233564_f1.fastq.gz,HRR233564
HRR233564_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233564/HRR233564_r2.fastq.gz,HRR233564
HRR233565_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233565/HRR233565_f1.fastq.gz,HRR233565
HRR233565_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233565/HRR233565_r2.fastq.gz,HRR233565
HRR233566_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233566/HRR233566_f1.fastq.gz,HRR233566
HRR233566_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233566/HRR233566_r2.fastq.gz,HRR233566
HRR233567_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233567/HRR233567_f1.fastq.gz,HRR233567
HRR233567_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233567/HRR233567_r2.fastq.gz,HRR233567
HRR233568_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233568/HRR233568_f1.fastq.gz,HRR233568
HRR233568_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233568/HRR233568_r2.fastq.gz,HRR233568
HRR233569_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233569/HRR233569_f1.fastq.gz,HRR233569
HRR233569_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233569/HRR233569_r2.fastq.gz,HRR233569
HRR233570_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233570/HRR233570_f1.fastq.gz,HRR233570
HRR233570_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233570/HRR233570_r2.fastq.gz,HRR233570
HRR233571_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233571/HRR233571_f1.fastq.gz,HRR233571
HRR233571_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233571/HRR233571_r2.fastq.gz,HRR233571
HRR233572_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233572/HRR233572_f1.fastq.gz,HRR233572
HRR233572_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233572/HRR233572_r2.fastq.gz,HRR233572
HRR233573_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233573/HRR233573_f1.fastq.gz,HRR233573
HRR233573_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233573/HRR233573_r2.fastq.gz,HRR233573
HRR233574_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233574/HRR233574_f1.fastq.gz,HRR233574
HRR233574_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233574/HRR233574_r2.fastq.gz,HRR233574
HRR233575_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233575/HRR233575_f1.fastq.gz,HRR233575
HRR233575_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233575/HRR233575_r2.fastq.gz,HRR233575
HRR233576_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233576/HRR233576_f1.fastq.gz,HRR233576
HRR233576_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233576/HRR233576_r2.fastq.gz,HRR233576
HRR233577_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233577/HRR233577_f1.fastq.gz,HRR233577
HRR233577_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233577/HRR233577_r2.fastq.gz,HRR233577
HRR233578_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233578/HRR233578_f1.fastq.gz,HRR233578
HRR233578_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233578/HRR233578_r2.fastq.gz,HRR233578
HRR233579_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233579/HRR233579_f1.fastq.gz,HRR233579
HRR233579_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233579/HRR233579_r2.fastq.gz,HRR233579
HRR233580_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233580/HRR233580_f1.fastq.gz,HRR233580
HRR233580_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233580/HRR233580_r2.fastq.gz,HRR233580
HRR233581_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233581/HRR233581_f1.fastq.gz,HRR233581
HRR233581_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233581/HRR233581_r2.fastq.gz,HRR233581
HRR233582_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233582/HRR233582_f1.fastq.gz,HRR233582
HRR233582_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233582/HRR233582_r2.fastq.gz,HRR233582
HRR233583_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233583/HRR233583_f1.fastq.gz,HRR233583
HRR233583_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233583/HRR233583_r2.fastq.gz,HRR233583
HRR233584_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233584/HRR233584_f1.fastq.gz,HRR233584
HRR233584_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233584/HRR233584_r2.fastq.gz,HRR233584
HRR233585_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233585/HRR233585_f1.fastq.gz,HRR233585
HRR233585_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233585/HRR233585_r2.fastq.gz,HRR233585
HRR233586_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233586/HRR233586_f1.fastq.gz,HRR233586
HRR233586_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233586/HRR233586_r2.fastq.gz,HRR233586
HRR233587_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233587/HRR233587_f1.fastq.gz,HRR233587
HRR233587_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233587/HRR233587_r2.fastq.gz,HRR233587
HRR233588_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233588/HRR233588_f1.fastq.gz,HRR233588
HRR233588_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233588/HRR233588_r2.fastq.gz,HRR233588
HRR233589_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233589/HRR233589_f1.fastq.gz,HRR233589
HRR233589_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233589/HRR233589_r2.fastq.gz,HRR233589
HRR233590_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233590/HRR233590_f1.fastq.gz,HRR233590
HRR233590_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233590/HRR233590_r2.fastq.gz,HRR233590
HRR233591_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233591/HRR233591_f1.fastq.gz,HRR233591
HRR233591_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233591/HRR233591_r2.fastq.gz,HRR233591
HRR233592_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233592/HRR233592_f1.fastq.gz,HRR233592
HRR233592_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233592/HRR233592_r2.fastq.gz,HRR233592
HRR233593_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233593/HRR233593_f1.fastq.gz,HRR233593
HRR233593_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233593/HRR233593_r2.fastq.gz,HRR233593
HRR233594_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233594/HRR233594_f1.fastq.gz,HRR233594
HRR233594_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233594/HRR233594_r2.fastq.gz,HRR233594
HRR233595_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233595/HRR233595_f1.fastq.gz,HRR233595
HRR233595_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233595/HRR233595_r2.fastq.gz,HRR233595
HRR233596_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233596/HRR233596_f1.fastq.gz,HRR233596
HRR233596_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233596/HRR233596_r2.fastq.gz,HRR233596
HRR233597_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233597/HRR233597_f1.fastq.gz,HRR233597
HRR233597_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233597/HRR233597_r2.fastq.gz,HRR233597
HRR233598_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233598/HRR233598_f1.fastq.gz,HRR233598
HRR233598_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233598/HRR233598_r2.fastq.gz,HRR233598
HRR233599_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233599/HRR233599_f1.fastq.gz,HRR233599
HRR233599_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233599/HRR233599_r2.fastq.gz,HRR233599
HRR233600_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233600/HRR233600_f1.fastq.gz,HRR233600
HRR233600_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233600/HRR233600_r2.fastq.gz,HRR233600
HRR233601_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233601/HRR233601_f1.fastq.gz,HRR233601
HRR233601_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233601/HRR233601_r2.fastq.gz,HRR233601
HRR233602_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233602/HRR233602_f1.fastq.gz,HRR233602
HRR233602_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233602/HRR233602_r2.fastq.gz,HRR233602
HRR233603_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233603/HRR233603_f1.fastq.gz,HRR233603
HRR233603_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233603/HRR233603_r2.fastq.gz,HRR233603
HRR233604_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233604/HRR233604_f1.fastq.gz,HRR233604
HRR233604_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233604/HRR233604_r2.fastq.gz,HRR233604
HRR233605_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233605/HRR233605_f1.fastq.gz,HRR233605
HRR233605_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233605/HRR233605_r2.fastq.gz,HRR233605
HRR233606_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233606/HRR233606_f1.fastq.gz,HRR233606
HRR233606_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233606/HRR233606_r2.fastq.gz,HRR233606
HRR233607_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233607/HRR233607_f1.fastq.gz,HRR233607
HRR233607_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233607/HRR233607_r2.fastq.gz,HRR233607
HRR233608_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233608/HRR233608_f1.fastq.gz,HRR233608
HRR233608_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233608/HRR233608_r2.fastq.gz,HRR233608
HRR233609_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233609/HRR233609_f1.fastq.gz,HRR233609
HRR233609_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233609/HRR233609_r2.fastq.gz,HRR233609
HRR233610_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233610/HRR233610_f1.fastq.gz,HRR233610
HRR233610_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233610/HRR233610_r2.fastq.gz,HRR233610
HRR233611_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233611/HRR233611_f1.fastq.gz,HRR233611
HRR233611_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233611/HRR233611_r2.fastq.gz,HRR233611
HRR233612_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233612/HRR233612_f1.fastq.gz,HRR233612
HRR233612_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233612/HRR233612_r2.fastq.gz,HRR233612
HRR233613_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233613/HRR233613_f1.fastq.gz,HRR233613
HRR233613_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233613/HRR233613_r2.fastq.gz,HRR233613
HRR233614_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233614/HRR233614_f1.fastq.gz,HRR233614
HRR233614_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233614/HRR233614_r2.fastq.gz,HRR233614
HRR233615_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233615/HRR233615_f1.fastq.gz,HRR233615
HRR233615_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233615/HRR233615_r2.fastq.gz,HRR233615
HRR233616_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233616/HRR233616_f1.fastq.gz,HRR233616
HRR233616_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233616/HRR233616_r2.fastq.gz,HRR233616
HRR233617_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233617/HRR233617_f1.fastq.gz,HRR233617
HRR233617_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233617/HRR233617_r2.fastq.gz,HRR233617
HRR233618_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233618/HRR233618_f1.fastq.gz,HRR233618
HRR233618_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233618/HRR233618_r2.fastq.gz,HRR233618
HRR233619_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233619/HRR233619_f1.fastq.gz,HRR233619
HRR233619_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233619/HRR233619_r2.fastq.gz,HRR233619
HRR233620_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233620/HRR233620_f1.fastq.gz,HRR233620
HRR233620_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233620/HRR233620_r2.fastq.gz,HRR233620
HRR233621_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233621/HRR233621_f1.fastq.gz,HRR233621
HRR233621_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233621/HRR233621_r2.fastq.gz,HRR233621
HRR233622_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233622/HRR233622_f1.fastq.gz,HRR233622
HRR233622_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233622/HRR233622_r2.fastq.gz,HRR233622
HRR233623_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233623/HRR233623_f1.fastq.gz,HRR233623
HRR233623_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233623/HRR233623_r2.fastq.gz,HRR233623
HRR233624_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233624/HRR233624_f1.fastq.gz,HRR233624
HRR233624_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233624/HRR233624_r2.fastq.gz,HRR233624
HRR233625_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233625/HRR233625_f1.fastq.gz,HRR233625
HRR233625_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233625/HRR233625_r2.fastq.gz,HRR233625
HRR233626_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233626/HRR233626_f1.fastq.gz,HRR233626
HRR233626_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233626/HRR233626_r2.fastq.gz,HRR233626
HRR233627_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233627/HRR233627_f1.fastq.gz,HRR233627
HRR233627_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233627/HRR233627_r2.fastq.gz,HRR233627
HRR233628_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233628/HRR233628_f1.fastq.gz,HRR233628
HRR233628_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233628/HRR233628_r2.fastq.gz,HRR233628
HRR233629_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233629/HRR233629_f1.fastq.gz,HRR233629
HRR233629_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233629/HRR233629_r2.fastq.gz,HRR233629
HRR233630_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233630/HRR233630_f1.fastq.gz,HRR233630
HRR233630_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233630/HRR233630_r2.fastq.gz,HRR233630
HRR233631_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233631/HRR233631_f1.fastq.gz,HRR233631
HRR233631_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233631/HRR233631_r2.fastq.gz,HRR233631
HRR233632_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233632/HRR233632_f1.fastq.gz,HRR233632
HRR233632_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233632/HRR233632_r2.fastq.gz,HRR233632
HRR233633_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233633/HRR233633_f1.fastq.gz,HRR233633
HRR233633_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233633/HRR233633_r2.fastq.gz,HRR233633
HRR233634_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233634/HRR233634_f1.fastq.gz,HRR233634
HRR233634_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA000873/HRR233634/HRR233634_r2.fastq.gz,HRR233634
