study_accession,t2_id,files,file_type,format,size,data_level,size_bytes,file_path,strategy,run_accession,semantic_format,sample_accession,individual_accession
HRA000873,HRR232970.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232970.snv.vcf.gz.tbi,HRR232970.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,46.99 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232970.snv.vcf.gz.tbi,WES,HRR232970,DNA_VARIANT_INDEX_TBI,HRS169720,HRI104938
HRA000873,HRR232972.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232972.snv.vcf.gz,HRR232972.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,839.41 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232972.snv.vcf.gz,WES,HRR232972,DNA_VARIANT_VCF_GENERAL,HRS169722,HRI104939
HRA000873,HRR232972.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232972.snv.vcf.gz.tbi,HRR232972.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,53.49 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232972.snv.vcf.gz.tbi,WES,HRR232972,DNA_VARIANT_INDEX_TBI,HRS169722,HRI104939
HRA000873,HRR232974.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232974.snv.vcf.gz,HRR232974.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,764.16 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232974.snv.vcf.gz,WES,HRR232974,DNA_VARIANT_VCF_GENERAL,HRS169724,HRI104940
HRA000873,HRR232974.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232974.snv.vcf.gz.tbi,HRR232974.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,54.75 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232974.snv.vcf.gz.tbi,WES,HRR232974,DNA_VARIANT_INDEX_TBI,HRS169724,HRI104940
HRA000873,HRR232976.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232976.snv.vcf.gz,HRR232976.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,710.71 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232976.snv.vcf.gz,WES,HRR232976,DNA_VARIANT_VCF_GENERAL,HRS169726,HRI104941
HRA000873,HRR232976.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232976.snv.vcf.gz.tbi,HRR232976.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,53.29 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232976.snv.vcf.gz.tbi,WES,HRR232976,DNA_VARIANT_INDEX_TBI,HRS169726,HRI104941
HRA000873,HRR232979.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232979.snv.vcf.gz,HRR232979.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,856.09 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232979.snv.vcf.gz,WES,HRR232979,DNA_VARIANT_VCF_GENERAL,HRS169729,HRI104942
HRA000873,HRR232979.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232979.snv.vcf.gz.tbi,HRR232979.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,53.67 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232979.snv.vcf.gz.tbi,WES,HRR232979,DNA_VARIANT_INDEX_TBI,HRS169729,HRI104942
HRA000873,HRR232980.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232980.snv.vcf.gz,HRR232980.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,685.44 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232980.snv.vcf.gz,WES,HRR232980,DNA_VARIANT_VCF_GENERAL,HRS169730,HRI104943
HRA000873,HRR232980.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232980.snv.vcf.gz.tbi,HRR232980.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,49.50 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232980.snv.vcf.gz.tbi,WES,HRR232980,DNA_VARIANT_INDEX_TBI,HRS169730,HRI104943
HRA000873,HRR232983.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232983.snv.vcf.gz,HRR232983.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,824.61 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232983.snv.vcf.gz,WES,HRR232983,DNA_VARIANT_VCF_GENERAL,HRS169733,HRI104944
HRA000873,HRR232983.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232983.snv.vcf.gz.tbi,HRR232983.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,51.61 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232983.snv.vcf.gz.tbi,WES,HRR232983,DNA_VARIANT_INDEX_TBI,HRS169733,HRI104944
HRA000873,HRR232985.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232985.snv.vcf.gz,HRR232985.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,1.38 MB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232985.snv.vcf.gz,WES,HRR232985,DNA_VARIANT_VCF_GENERAL,HRS169735,HRI104945
HRA000873,HRR232985.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232985.snv.vcf.gz.tbi,HRR232985.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,114.66 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232985.snv.vcf.gz.tbi,WES,HRR232985,DNA_VARIANT_INDEX_TBI,HRS169735,HRI104945
HRA000873,HRR232987.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232987.snv.vcf.gz,HRR232987.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,840.36 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232987.snv.vcf.gz,WES,HRR232987,DNA_VARIANT_VCF_GENERAL,HRS169737,HRI104946
HRA000873,HRR232987.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232987.snv.vcf.gz.tbi,HRR232987.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,44.92 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232987.snv.vcf.gz.tbi,WES,HRR232987,DNA_VARIANT_INDEX_TBI,HRS169737,HRI104946
HRA000873,HRR232989.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232989.snv.vcf.gz,HRR232989.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,824.40 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232989.snv.vcf.gz,WES,HRR232989,DNA_VARIANT_VCF_GENERAL,HRS169739,HRI104947
HRA000873,HRR232989.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232989.snv.vcf.gz.tbi,HRR232989.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,48.81 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232989.snv.vcf.gz.tbi,WES,HRR232989,DNA_VARIANT_INDEX_TBI,HRS169739,HRI104947
HRA000873,HRR232991.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232991.snv.vcf.gz,HRR232991.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,833.45 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232991.snv.vcf.gz,WES,HRR232991,DNA_VARIANT_VCF_GENERAL,HRS169741,HRI104948
HRA000873,HRR232991.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232991.snv.vcf.gz.tbi,HRR232991.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,50.04 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232991.snv.vcf.gz.tbi,WES,HRR232991,DNA_VARIANT_INDEX_TBI,HRS169741,HRI104948
HRA000873,HRR232993.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232993.snv.vcf.gz,HRR232993.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,816.41 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232993.snv.vcf.gz,WES,HRR232993,DNA_VARIANT_VCF_GENERAL,HRS169743,HRI104949
HRA000873,HRR232993.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232993.snv.vcf.gz.tbi,HRR232993.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,49.72 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232993.snv.vcf.gz.tbi,WES,HRR232993,DNA_VARIANT_INDEX_TBI,HRS169743,HRI104949
HRA000873,HRR232994.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232994.snv.vcf.gz,HRR232994.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,831.50 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232994.snv.vcf.gz,WES,HRR232994,DNA_VARIANT_VCF_GENERAL,HRS169744,HRI104950
HRA000873,HRR232994.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232994.snv.vcf.gz.tbi,HRR232994.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,48.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232994.snv.vcf.gz.tbi,WES,HRR232994,DNA_VARIANT_INDEX_TBI,HRS169744,HRI104950
HRA000873,HRR232996.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232996.snv.vcf.gz,HRR232996.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,795.71 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232996.snv.vcf.gz,WES,HRR232996,DNA_VARIANT_VCF_GENERAL,HRS169746,HRI104951
HRA000873,HRR232996.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232996.snv.vcf.gz.tbi,HRR232996.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,55.43 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232996.snv.vcf.gz.tbi,WES,HRR232996,DNA_VARIANT_INDEX_TBI,HRS169746,HRI104951
HRA000873,HRR232998.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232998.snv.vcf.gz,HRR232998.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,768.32 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232998.snv.vcf.gz,WES,HRR232998,DNA_VARIANT_VCF_GENERAL,HRS169748,HRI104952
HRA000873,HRR232998.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232998.snv.vcf.gz.tbi,HRR232998.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,46.73 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR232998.snv.vcf.gz.tbi,WES,HRR232998,DNA_VARIANT_INDEX_TBI,HRS169748,HRI104952
HRA000873,HRR233000.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233000.snv.vcf.gz,HRR233000.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,838.55 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233000.snv.vcf.gz,WES,HRR233000,DNA_VARIANT_VCF_GENERAL,HRS169750,HRI104953
HRA000873,HRR233000.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233000.snv.vcf.gz.tbi,HRR233000.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,54.38 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233000.snv.vcf.gz.tbi,WES,HRR233000,DNA_VARIANT_INDEX_TBI,HRS169750,HRI104953
HRA000873,HRR233002.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233002.snv.vcf.gz,HRR233002.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,852.24 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233002.snv.vcf.gz,WES,HRR233002,DNA_VARIANT_VCF_GENERAL,HRS169752,HRI104954
HRA000873,HRR233002.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233002.snv.vcf.gz.tbi,HRR233002.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,53.39 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233002.snv.vcf.gz.tbi,WES,HRR233002,DNA_VARIANT_INDEX_TBI,HRS169752,HRI104954
HRA000873,HRR233004.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233004.snv.vcf.gz,HRR233004.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,897.69 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233004.snv.vcf.gz,WES,HRR233004,DNA_VARIANT_VCF_GENERAL,HRS169754,HRI104955
HRA000873,HRR233004.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233004.snv.vcf.gz.tbi,HRR233004.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,64.85 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233004.snv.vcf.gz.tbi,WES,HRR233004,DNA_VARIANT_INDEX_TBI,HRS169754,HRI104955
HRA000873,HRR233006.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233006.snv.vcf.gz,HRR233006.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,864.23 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233006.snv.vcf.gz,WES,HRR233006,DNA_VARIANT_VCF_GENERAL,HRS169756,HRI104956
HRA000873,HRR233006.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233006.snv.vcf.gz.tbi,HRR233006.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,54.90 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233006.snv.vcf.gz.tbi,WES,HRR233006,DNA_VARIANT_INDEX_TBI,HRS169756,HRI104956
HRA000873,HRR233008.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233008.snv.vcf.gz,HRR233008.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,815.52 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233008.snv.vcf.gz,WES,HRR233008,DNA_VARIANT_VCF_GENERAL,HRS169758,HRI104957
HRA000873,HRR233008.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233008.snv.vcf.gz.tbi,HRR233008.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,44.38 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233008.snv.vcf.gz.tbi,WES,HRR233008,DNA_VARIANT_INDEX_TBI,HRS169758,HRI104957
HRA000873,HRR233010.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233010.snv.vcf.gz,HRR233010.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,800.17 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233010.snv.vcf.gz,WES,HRR233010,DNA_VARIANT_VCF_GENERAL,HRS169760,HRI104958
HRA000873,HRR233010.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233010.snv.vcf.gz.tbi,HRR233010.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,46.92 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233010.snv.vcf.gz.tbi,WES,HRR233010,DNA_VARIANT_INDEX_TBI,HRS169760,HRI104958
HRA000873,HRR233012.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233012.snv.vcf.gz,HRR233012.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,871.39 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233012.snv.vcf.gz,WES,HRR233012,DNA_VARIANT_VCF_GENERAL,HRS169762,HRI104959
HRA000873,HRR233012.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233012.snv.vcf.gz.tbi,HRR233012.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,50.72 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233012.snv.vcf.gz.tbi,WES,HRR233012,DNA_VARIANT_INDEX_TBI,HRS169762,HRI104959
HRA000873,HRR233014.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233014.snv.vcf.gz,HRR233014.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,784.94 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233014.snv.vcf.gz,WES,HRR233014,DNA_VARIANT_VCF_GENERAL,HRS169764,HRI104960
HRA000873,HRR233014.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233014.snv.vcf.gz.tbi,HRR233014.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,51.92 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233014.snv.vcf.gz.tbi,WES,HRR233014,DNA_VARIANT_INDEX_TBI,HRS169764,HRI104960
HRA000873,HRR233016.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233016.snv.vcf.gz,HRR233016.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,1.27 MB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233016.snv.vcf.gz,WES,HRR233016,DNA_VARIANT_VCF_GENERAL,HRS169766,HRI104961
HRA000873,HRR233016.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233016.snv.vcf.gz.tbi,HRR233016.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,90.50 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233016.snv.vcf.gz.tbi,WES,HRR233016,DNA_VARIANT_INDEX_TBI,HRS169766,HRI104961
HRA000873,HRR233018.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233018.snv.vcf.gz,HRR233018.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,810.10 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233018.snv.vcf.gz,WES,HRR233018,DNA_VARIANT_VCF_GENERAL,HRS169768,HRI104962
HRA000873,HRR233018.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233018.snv.vcf.gz.tbi,HRR233018.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,48.41 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233018.snv.vcf.gz.tbi,WES,HRR233018,DNA_VARIANT_INDEX_TBI,HRS169768,HRI104962
HRA000873,HRR233020.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233020.snv.vcf.gz,HRR233020.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,859.58 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233020.snv.vcf.gz,WES,HRR233020,DNA_VARIANT_VCF_GENERAL,HRS169770,HRI104963
HRA000873,HRR233020.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233020.snv.vcf.gz.tbi,HRR233020.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,54.18 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233020.snv.vcf.gz.tbi,WES,HRR233020,DNA_VARIANT_INDEX_TBI,HRS169770,HRI104963
HRA000873,HRR233022.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233022.snv.vcf.gz,HRR233022.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,837.71 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233022.snv.vcf.gz,WES,HRR233022,DNA_VARIANT_VCF_GENERAL,HRS169772,HRI104964
HRA000873,HRR233022.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233022.snv.vcf.gz.tbi,HRR233022.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,60.56 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233022.snv.vcf.gz.tbi,WES,HRR233022,DNA_VARIANT_INDEX_TBI,HRS169772,HRI104964
HRA000873,HRR233024.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233024.snv.vcf.gz,HRR233024.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,846.17 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233024.snv.vcf.gz,WES,HRR233024,DNA_VARIANT_VCF_GENERAL,HRS169774,HRI104965
HRA000873,HRR233024.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233024.snv.vcf.gz.tbi,HRR233024.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,50.82 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233024.snv.vcf.gz.tbi,WES,HRR233024,DNA_VARIANT_INDEX_TBI,HRS169774,HRI104965
HRA000873,HRR233026.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233026.snv.vcf.gz,HRR233026.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,1.38 MB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233026.snv.vcf.gz,WES,HRR233026,DNA_VARIANT_VCF_GENERAL,HRS169776,HRI104966
HRA000873,HRR233026.snv.vcf.gz.tbi::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233026.snv.vcf.gz.tbi,HRR233026.snv.vcf.gz.tbi,SomaticSNV-VCF-files,snv.vcf.gz.tbi,113.90 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233026.snv.vcf.gz.tbi,WES,HRR233026,DNA_VARIANT_INDEX_TBI,HRS169776,HRI104966
HRA000873,HRR233028.snv.vcf.gz::/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233028.snv.vcf.gz,HRR233028.snv.vcf.gz,SomaticSNV-VCF-files,snv.vcf.gz,853.72 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000873/SomaticSNV-VCF-files/HRR233028.snv.vcf.gz,WES,HRR233028,DNA_VARIANT_VCF_GENERAL,HRS169778,HRI104967
