study_accession,t2_id,files,file_type,format,size,data_level,size_bytes,file_path,strategy,run_accession,semantic_format,sample_accession,individual_accession
HRA002693,HRR719304-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719304-Fusions.tsv,HRR719304-Fusions.tsv,Fusion,tsv,52.51 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719304-Fusions.tsv,RNA,HRR719304,TABULAR_BIO_DATA,HRS421073,HRI264770
HRA002693,HRR719305-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719305-Fusions.tsv,HRR719305-Fusions.tsv,Fusion,tsv,40.21 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719305-Fusions.tsv,RNA,HRR719305,TABULAR_BIO_DATA,HRS421074,HRI264771
HRA002693,HRR719306-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719306-Fusions.tsv,HRR719306-Fusions.tsv,Fusion,tsv,30.31 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719306-Fusions.tsv,RNA,HRR719306,TABULAR_BIO_DATA,HRS421075,HRI264772
HRA002693,HRR719307-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719307-Fusions.tsv,HRR719307-Fusions.tsv,Fusion,tsv,11.62 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719307-Fusions.tsv,RNA,HRR719307,TABULAR_BIO_DATA,HRS421076,HRI264773
HRA002693,HRR719308-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719308-Fusions.tsv,HRR719308-Fusions.tsv,Fusion,tsv,24.04 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719308-Fusions.tsv,RNA,HRR719308,TABULAR_BIO_DATA,HRS421077,HRI264774
HRA002693,HRR719309-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719309-Fusions.tsv,HRR719309-Fusions.tsv,Fusion,tsv,8.79 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719309-Fusions.tsv,RNA,HRR719309,TABULAR_BIO_DATA,HRS421078,HRI264775
HRA002693,HRR719310-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719310-Fusions.tsv,HRR719310-Fusions.tsv,Fusion,tsv,30.54 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719310-Fusions.tsv,RNA,HRR719310,TABULAR_BIO_DATA,HRS421079,HRI264776
HRA002693,HRR719311-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719311-Fusions.tsv,HRR719311-Fusions.tsv,Fusion,tsv,16.73 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719311-Fusions.tsv,RNA,HRR719311,TABULAR_BIO_DATA,HRS421080,HRI264777
HRA002693,HRR719312-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719312-Fusions.tsv,HRR719312-Fusions.tsv,Fusion,tsv,6.98 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719312-Fusions.tsv,RNA,HRR719312,TABULAR_BIO_DATA,HRS421081,HRI264778
HRA002693,HRR719313-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719313-Fusions.tsv,HRR719313-Fusions.tsv,Fusion,tsv,69.57 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719313-Fusions.tsv,RNA,HRR719313,TABULAR_BIO_DATA,HRS421082,HRI264779
HRA002693,HRR719314-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719314-Fusions.tsv,HRR719314-Fusions.tsv,Fusion,tsv,13.76 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719314-Fusions.tsv,RNA,HRR719314,TABULAR_BIO_DATA,HRS421083,HRI264780
HRA002693,HRR719315-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719315-Fusions.tsv,HRR719315-Fusions.tsv,Fusion,tsv,45.93 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719315-Fusions.tsv,RNA,HRR719315,TABULAR_BIO_DATA,HRS421084,HRI264781
HRA002693,HRR719316-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719316-Fusions.tsv,HRR719316-Fusions.tsv,Fusion,tsv,31.70 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719316-Fusions.tsv,RNA,HRR719316,TABULAR_BIO_DATA,HRS421085,HRI264782
HRA002693,HRR719317-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719317-Fusions.tsv,HRR719317-Fusions.tsv,Fusion,tsv,25.62 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719317-Fusions.tsv,RNA,HRR719317,TABULAR_BIO_DATA,HRS421086,HRI264783
HRA002693,HRR719318-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719318-Fusions.tsv,HRR719318-Fusions.tsv,Fusion,tsv,55.26 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719318-Fusions.tsv,RNA,HRR719318,TABULAR_BIO_DATA,HRS421087,HRI264784
HRA002693,HRR719319-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719319-Fusions.tsv,HRR719319-Fusions.tsv,Fusion,tsv,29.44 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719319-Fusions.tsv,RNA,HRR719319,TABULAR_BIO_DATA,HRS421088,HRI264785
HRA002693,HRR719320-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719320-Fusions.tsv,HRR719320-Fusions.tsv,Fusion,tsv,66.09 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719320-Fusions.tsv,RNA,HRR719320,TABULAR_BIO_DATA,HRS421089,HRI264786
HRA002693,HRR719321-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719321-Fusions.tsv,HRR719321-Fusions.tsv,Fusion,tsv,7.20 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719321-Fusions.tsv,RNA,HRR719321,TABULAR_BIO_DATA,HRS421090,HRI264787
HRA002693,HRR719322-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719322-Fusions.tsv,HRR719322-Fusions.tsv,Fusion,tsv,12.28 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719322-Fusions.tsv,RNA,HRR719322,TABULAR_BIO_DATA,HRS421091,HRI264788
HRA002693,HRR719323-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719323-Fusions.tsv,HRR719323-Fusions.tsv,Fusion,tsv,20.72 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719323-Fusions.tsv,RNA,HRR719323,TABULAR_BIO_DATA,HRS421092,HRI264789
HRA002693,HRR719324-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719324-Fusions.tsv,HRR719324-Fusions.tsv,Fusion,tsv,11.79 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719324-Fusions.tsv,RNA,HRR719324,TABULAR_BIO_DATA,HRS421093,HRI264790
HRA002693,HRR719325-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719325-Fusions.tsv,HRR719325-Fusions.tsv,Fusion,tsv,9.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719325-Fusions.tsv,RNA,HRR719325,TABULAR_BIO_DATA,HRS421094,HRI264791
HRA002693,HRR719326-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719326-Fusions.tsv,HRR719326-Fusions.tsv,Fusion,tsv,63.11 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719326-Fusions.tsv,RNA,HRR719326,TABULAR_BIO_DATA,HRS421095,HRI264792
HRA002693,HRR719327-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719327-Fusions.tsv,HRR719327-Fusions.tsv,Fusion,tsv,22.16 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719327-Fusions.tsv,RNA,HRR719327,TABULAR_BIO_DATA,HRS421096,HRI264793
HRA002693,HRR719328-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719328-Fusions.tsv,HRR719328-Fusions.tsv,Fusion,tsv,12.39 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719328-Fusions.tsv,RNA,HRR719328,TABULAR_BIO_DATA,HRS421097,HRI264794
HRA002693,HRR719329-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719329-Fusions.tsv,HRR719329-Fusions.tsv,Fusion,tsv,25.12 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719329-Fusions.tsv,RNA,HRR719329,TABULAR_BIO_DATA,HRS421098,HRI264795
HRA002693,HRR719330-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719330-Fusions.tsv,HRR719330-Fusions.tsv,Fusion,tsv,34.54 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719330-Fusions.tsv,RNA,HRR719330,TABULAR_BIO_DATA,HRS421099,HRI264796
HRA002693,HRR719331-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719331-Fusions.tsv,HRR719331-Fusions.tsv,Fusion,tsv,12.87 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719331-Fusions.tsv,RNA,HRR719331,TABULAR_BIO_DATA,HRS421100,HRI264797
HRA002693,HRR719332-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719332-Fusions.tsv,HRR719332-Fusions.tsv,Fusion,tsv,13.46 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719332-Fusions.tsv,RNA,HRR719332,TABULAR_BIO_DATA,HRS421101,HRI264798
HRA002693,HRR719333-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719333-Fusions.tsv,HRR719333-Fusions.tsv,Fusion,tsv,13.70 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719333-Fusions.tsv,RNA,HRR719333,TABULAR_BIO_DATA,HRS421102,HRI264799
HRA002693,HRR719334-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719334-Fusions.tsv,HRR719334-Fusions.tsv,Fusion,tsv,23.36 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719334-Fusions.tsv,RNA,HRR719334,TABULAR_BIO_DATA,HRS421103,HRI264800
HRA002693,HRR719335-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719335-Fusions.tsv,HRR719335-Fusions.tsv,Fusion,tsv,17.43 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719335-Fusions.tsv,RNA,HRR719335,TABULAR_BIO_DATA,HRS421104,HRI264801
HRA002693,HRR719336-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719336-Fusions.tsv,HRR719336-Fusions.tsv,Fusion,tsv,29.51 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719336-Fusions.tsv,RNA,HRR719336,TABULAR_BIO_DATA,HRS421105,HRI264802
HRA002693,HRR719337-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719337-Fusions.tsv,HRR719337-Fusions.tsv,Fusion,tsv,19.67 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719337-Fusions.tsv,RNA,HRR719337,TABULAR_BIO_DATA,HRS421106,HRI264803
HRA002693,HRR719338-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719338-Fusions.tsv,HRR719338-Fusions.tsv,Fusion,tsv,45.61 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719338-Fusions.tsv,RNA,HRR719338,TABULAR_BIO_DATA,HRS421107,HRI264804
HRA002693,HRR719339-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719339-Fusions.tsv,HRR719339-Fusions.tsv,Fusion,tsv,33.01 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719339-Fusions.tsv,RNA,HRR719339,TABULAR_BIO_DATA,HRS421108,HRI264805
HRA002693,HRR719340-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719340-Fusions.tsv,HRR719340-Fusions.tsv,Fusion,tsv,9.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719340-Fusions.tsv,RNA,HRR719340,TABULAR_BIO_DATA,HRS421109,HRI264806
HRA002693,HRR719341-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719341-Fusions.tsv,HRR719341-Fusions.tsv,Fusion,tsv,26.76 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719341-Fusions.tsv,RNA,HRR719341,TABULAR_BIO_DATA,HRS421110,HRI264807
HRA002693,HRR719342-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719342-Fusions.tsv,HRR719342-Fusions.tsv,Fusion,tsv,9.45 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719342-Fusions.tsv,RNA,HRR719342,TABULAR_BIO_DATA,HRS421111,HRI264808
HRA002693,HRR719343-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719343-Fusions.tsv,HRR719343-Fusions.tsv,Fusion,tsv,8.81 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719343-Fusions.tsv,RNA,HRR719343,TABULAR_BIO_DATA,HRS421112,HRI264809
HRA002693,HRR719344-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719344-Fusions.tsv,HRR719344-Fusions.tsv,Fusion,tsv,26.45 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719344-Fusions.tsv,RNA,HRR719344,TABULAR_BIO_DATA,HRS421113,HRI264810
HRA002693,HRR719345-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719345-Fusions.tsv,HRR719345-Fusions.tsv,Fusion,tsv,41.09 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719345-Fusions.tsv,RNA,HRR719345,TABULAR_BIO_DATA,HRS421114,HRI264811
HRA002693,HRR719346-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719346-Fusions.tsv,HRR719346-Fusions.tsv,Fusion,tsv,10.81 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719346-Fusions.tsv,RNA,HRR719346,TABULAR_BIO_DATA,HRS421115,HRI264812
HRA002693,HRR719347-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719347-Fusions.tsv,HRR719347-Fusions.tsv,Fusion,tsv,21.09 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719347-Fusions.tsv,RNA,HRR719347,TABULAR_BIO_DATA,HRS421116,HRI264813
HRA002693,HRR719348-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719348-Fusions.tsv,HRR719348-Fusions.tsv,Fusion,tsv,18.87 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719348-Fusions.tsv,RNA,HRR719348,TABULAR_BIO_DATA,HRS421117,HRI264814
HRA002693,HRR719349-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719349-Fusions.tsv,HRR719349-Fusions.tsv,Fusion,tsv,24.09 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719349-Fusions.tsv,RNA,HRR719349,TABULAR_BIO_DATA,HRS421118,HRI264815
HRA002693,HRR719350-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719350-Fusions.tsv,HRR719350-Fusions.tsv,Fusion,tsv,14.00 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719350-Fusions.tsv,RNA,HRR719350,TABULAR_BIO_DATA,HRS421119,HRI264816
HRA002693,HRR719351-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719351-Fusions.tsv,HRR719351-Fusions.tsv,Fusion,tsv,16.43 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719351-Fusions.tsv,RNA,HRR719351,TABULAR_BIO_DATA,HRS421120,HRI264817
HRA002693,HRR719352-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719352-Fusions.tsv,HRR719352-Fusions.tsv,Fusion,tsv,14.45 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719352-Fusions.tsv,RNA,HRR719352,TABULAR_BIO_DATA,HRS421121,HRI264818
HRA002693,HRR719353-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719353-Fusions.tsv,HRR719353-Fusions.tsv,Fusion,tsv,12.28 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719353-Fusions.tsv,RNA,HRR719353,TABULAR_BIO_DATA,HRS421122,HRI264819
HRA002693,HRR719354-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719354-Fusions.tsv,HRR719354-Fusions.tsv,Fusion,tsv,33.12 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719354-Fusions.tsv,RNA,HRR719354,TABULAR_BIO_DATA,HRS421123,HRI264820
HRA002693,HRR719355-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719355-Fusions.tsv,HRR719355-Fusions.tsv,Fusion,tsv,76.71 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719355-Fusions.tsv,RNA,HRR719355,TABULAR_BIO_DATA,HRS421124,HRI264821
HRA002693,HRR719356-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719356-Fusions.tsv,HRR719356-Fusions.tsv,Fusion,tsv,4.76 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719356-Fusions.tsv,RNA,HRR719356,TABULAR_BIO_DATA,HRS421125,HRI264822
HRA002693,HRR719357-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719357-Fusions.tsv,HRR719357-Fusions.tsv,Fusion,tsv,12.98 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719357-Fusions.tsv,RNA,HRR719357,TABULAR_BIO_DATA,HRS421126,HRI264823
HRA002693,HRR719358-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719358-Fusions.tsv,HRR719358-Fusions.tsv,Fusion,tsv,6.56 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719358-Fusions.tsv,RNA,HRR719358,TABULAR_BIO_DATA,HRS421127,HRI264824
HRA002693,HRR719359-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719359-Fusions.tsv,HRR719359-Fusions.tsv,Fusion,tsv,12.82 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719359-Fusions.tsv,RNA,HRR719359,TABULAR_BIO_DATA,HRS421128,HRI264825
HRA002693,HRR719360-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719360-Fusions.tsv,HRR719360-Fusions.tsv,Fusion,tsv,26.75 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719360-Fusions.tsv,RNA,HRR719360,TABULAR_BIO_DATA,HRS421129,HRI264826
HRA002693,HRR719361-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719361-Fusions.tsv,HRR719361-Fusions.tsv,Fusion,tsv,6.98 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719361-Fusions.tsv,RNA,HRR719361,TABULAR_BIO_DATA,HRS421130,HRI264827
HRA002693,HRR719362-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719362-Fusions.tsv,HRR719362-Fusions.tsv,Fusion,tsv,6.79 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719362-Fusions.tsv,RNA,HRR719362,TABULAR_BIO_DATA,HRS421131,HRI264828
HRA002693,HRR719363-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719363-Fusions.tsv,HRR719363-Fusions.tsv,Fusion,tsv,8.42 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719363-Fusions.tsv,RNA,HRR719363,TABULAR_BIO_DATA,HRS421132,HRI264829
HRA002693,HRR719364-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719364-Fusions.tsv,HRR719364-Fusions.tsv,Fusion,tsv,9.54 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719364-Fusions.tsv,RNA,HRR719364,TABULAR_BIO_DATA,HRS421133,HRI264830
HRA002693,HRR719365-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719365-Fusions.tsv,HRR719365-Fusions.tsv,Fusion,tsv,10.61 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719365-Fusions.tsv,RNA,HRR719365,TABULAR_BIO_DATA,HRS421134,HRI264831
HRA002693,HRR719366-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719366-Fusions.tsv,HRR719366-Fusions.tsv,Fusion,tsv,21.69 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719366-Fusions.tsv,RNA,HRR719366,TABULAR_BIO_DATA,HRS421135,HRI264832
HRA002693,HRR719367-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719367-Fusions.tsv,HRR719367-Fusions.tsv,Fusion,tsv,11.79 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719367-Fusions.tsv,RNA,HRR719367,TABULAR_BIO_DATA,HRS421136,HRI264833
HRA002693,HRR719368-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719368-Fusions.tsv,HRR719368-Fusions.tsv,Fusion,tsv,27.09 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719368-Fusions.tsv,RNA,HRR719368,TABULAR_BIO_DATA,HRS421137,HRI264834
HRA002693,HRR719369-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719369-Fusions.tsv,HRR719369-Fusions.tsv,Fusion,tsv,9.29 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719369-Fusions.tsv,RNA,HRR719369,TABULAR_BIO_DATA,HRS421138,HRI264835
HRA002693,HRR719370-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719370-Fusions.tsv,HRR719370-Fusions.tsv,Fusion,tsv,31.92 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719370-Fusions.tsv,RNA,HRR719370,TABULAR_BIO_DATA,HRS421139,HRI264836
HRA002693,HRR719371-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719371-Fusions.tsv,HRR719371-Fusions.tsv,Fusion,tsv,16.29 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719371-Fusions.tsv,RNA,HRR719371,TABULAR_BIO_DATA,HRS421140,HRI264837
HRA002693,HRR719372-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719372-Fusions.tsv,HRR719372-Fusions.tsv,Fusion,tsv,16.19 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719372-Fusions.tsv,RNA,HRR719372,TABULAR_BIO_DATA,HRS421141,HRI264838
HRA002693,HRR719373-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719373-Fusions.tsv,HRR719373-Fusions.tsv,Fusion,tsv,30.15 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719373-Fusions.tsv,RNA,HRR719373,TABULAR_BIO_DATA,HRS421142,HRI264839
HRA002693,HRR719374-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719374-Fusions.tsv,HRR719374-Fusions.tsv,Fusion,tsv,21.45 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719374-Fusions.tsv,RNA,HRR719374,TABULAR_BIO_DATA,HRS421143,HRI264840
HRA002693,HRR719375-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719375-Fusions.tsv,HRR719375-Fusions.tsv,Fusion,tsv,36.67 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719375-Fusions.tsv,RNA,HRR719375,TABULAR_BIO_DATA,HRS421144,HRI264841
HRA002693,HRR719376-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719376-Fusions.tsv,HRR719376-Fusions.tsv,Fusion,tsv,46.08 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719376-Fusions.tsv,RNA,HRR719376,TABULAR_BIO_DATA,HRS421145,HRI264842
HRA002693,HRR719377-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719377-Fusions.tsv,HRR719377-Fusions.tsv,Fusion,tsv,17.30 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719377-Fusions.tsv,RNA,HRR719377,TABULAR_BIO_DATA,HRS421146,HRI264843
HRA002693,HRR719378-Fusions.tsv::/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719378-Fusions.tsv,HRR719378-Fusions.tsv,Fusion,tsv,17.06 KB,2,,/hpcdisk1/cbb_group/data/analysis/HRA002693/Fusion/HRR719378-Fusions.tsv,RNA,HRR719378,TABULAR_BIO_DATA,HRS421147,HRI264844
